ID_TRANSFER_BARANG,ID_USERS_PENGIRIM,ID_USERS_PENERIMA,KD_LOKASI_ASAL,KD_LOKASI_TUJUAN,WAKTU_PESAN_TRANSFER,WAKTU_KIRIM_TRANSFER,WAKTU_SELESAI_TRANSFER,STATUS
TRFR5F66E9E3F522,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-07-08 22:00:00,2024-07-08 23:00:00,2024-07-09 00:00:00,SELESAI
TRFR2A20A700806A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-07-22 22:00:00,2024-07-22 23:00:00,2024-07-23 00:00:00,SELESAI
TRFR0DF23F486EF2,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-08-07 22:00:00,2024-08-07 23:00:00,2024-08-08 00:00:00,SELESAI
TRFREDF038CC0A79,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-08-23 22:00:00,2024-08-23 23:00:00,2024-08-24 00:00:00,SELESAI
TRFR744263F817CA,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-09-08 22:00:00,2024-09-08 23:00:00,2024-09-09 00:00:00,SELESAI
TRFR66EA7BEFB7D4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-09-25 22:00:00,2024-09-25 23:00:00,2024-09-26 00:00:00,SELESAI
TRFR79AD439D9215,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-10-13 22:00:00,2024-10-13 23:00:00,2024-10-14 00:00:00,SELESAI
TRFR52D149CCB9F2,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-11-01 22:00:00,2024-11-01 23:00:00,2024-11-02 00:00:00,SELESAI
TRFR1CDC12F8F67E,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-11-15 22:00:00,2024-11-15 23:00:00,2024-11-16 00:00:00,SELESAI
TRFRFFFB345E383D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-12-02 22:00:00,2024-12-02 23:00:00,2024-12-03 00:00:00,SELESAI
TRFR31882A8BCD00,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-12-17 22:00:00,2024-12-17 23:00:00,2024-12-18 00:00:00,SELESAI
TRFR2912B36846F7,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-12-31 22:00:00,2024-12-31 23:00:00,2025-01-01 00:00:00,SELESAI
TRFR0B52F792B1E0,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-01-17 22:00:00,2025-01-17 23:00:00,2025-01-18 00:00:00,SELESAI
TRFRF1D837858202,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-02-01 22:00:00,2025-02-01 23:00:00,2025-02-02 00:00:00,SELESAI
TRFRB7536C80F4F4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-02-15 22:00:00,2025-02-15 23:00:00,2025-02-16 00:00:00,SELESAI
TRFR4BD2A600557E,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-03-04 22:00:00,2025-03-04 23:00:00,2025-03-05 00:00:00,SELESAI
TRFR312D115DFC00,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-03-22 22:00:00,2025-03-22 23:00:00,2025-03-23 00:00:00,SELESAI
TRFRC5D56D4ABE7A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-04-07 22:00:00,2025-04-07 23:00:00,2025-04-08 00:00:00,SELESAI
TRFR322B50CDABAC,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-04-24 22:00:00,2025-04-24 23:00:00,2025-04-25 00:00:00,SELESAI
TRFR377E3EFABA6A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-05-12 22:00:00,2025-05-12 23:00:00,2025-05-13 00:00:00,SELESAI
TRFR07F00583D4EE,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-05-29 22:00:00,2025-05-29 23:00:00,2025-05-30 00:00:00,SELESAI
TRFR89E62D41358A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-06-16 22:00:00,2025-06-16 23:00:00,2025-06-17 00:00:00,SELESAI
TRFR7BCB9BA7B3D8,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-07-03 22:00:00,2025-07-03 23:00:00,2025-07-04 00:00:00,SELESAI
TRFR498BBB6401C4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-07-23 22:00:00,2025-07-23 23:00:00,2025-07-24 00:00:00,SELESAI
TRFRC668AF8BD994,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-08-10 22:00:00,2025-08-10 23:00:00,2025-08-11 00:00:00,SELESAI
TRFR27B6A6E06910,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-08-27 22:00:00,2025-08-27 23:00:00,2025-08-28 00:00:00,SELESAI
TRFR5D1EBE6A6951,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-09-12 22:00:00,2025-09-12 23:00:00,2025-09-13 00:00:00,SELESAI
TRFR801EF317681E,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-09-29 22:00:00,2025-09-29 23:00:00,2025-09-30 00:00:00,SELESAI
TRFR222719DB65D9,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-10-18 22:00:00,2025-10-18 23:00:00,2025-10-19 00:00:00,SELESAI
TRFR113A7EDF06DF,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-11-05 22:00:00,2025-11-05 23:00:00,2025-11-06 00:00:00,SELESAI
TRFRA8AB6AB15471,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-11-20 22:00:00,2025-11-20 23:00:00,2025-11-21 00:00:00,SELESAI
