ID_NOTA_JUAL,ID_USERS,KD_LOKASI,WAKTU_NOTA,TOTAL_JUAL_BARANG,SUB_TOTAL_JUAL,PAJAK,GRAND_TOTAL,SUB_TOTAL_BELI,GROSS_PROFIT
NOTAE8126A4D863B,TOKOeLig,TOKOeLig,2024-01-07 10:58:31,22,880000,96800.0,976800.0,355696.0,524304.0
NOTAE8A1B64FFEC9,TOKOeLig,TOKOeLig,2024-01-07 11:49:27,24,960000,105600.0,1065600.0,388032.0,571968.0
NOTA6EBDD46FBBCB,TOKOeLig,TOKOeLig,2024-01-07 13:09:09,3,120000,13200.0,133200.0,48504.0,71496.0
NOTA698A3AE14C4D,TOKOeLig,TOKOeLig,2024-01-07 20:17:38,9,360000,39600.0,399600.0,145512.0,214488.0
NOTA0CB55DD1E5B4,TOKOeLig,TOKOeLig,2024-01-08 10:35:55,5,200000,22000.0,222000.0,80840.0,119160.0
NOTAF8DEC16E4A62,TOKOeLig,TOKOeLig,2024-01-08 13:10:55,22,880000,96800.0,976800.0,355696.0,524304.0
NOTAB69E5119392C,TOKOeLig,TOKOeLig,2024-01-08 20:41:58,7,280000,30800.0,310800.0,113176.0,166824.0
NOTAD91EE1AF45FF,TOKOeLig,TOKOeLig,2024-01-09 18:35:06,5,200000,22000.0,222000.0,80840.0,119160.0
NOTA3AEE37BCF028,TOKOeLig,TOKOeLig,2024-01-09 20:26:10,6,240000,26400.0,266400.0,97008.0,142992.0
NOTA571C3A32DAB0,TOKOeLig,TOKOeLig,2024-01-10 08:06:12,27,1080000,118800.0,1198800.0,436536.0,643464.0
NOTA85E4D0DFB8C6,TOKOeLig,TOKOeLig,2024-01-10 09:19:25,22,880000,96800.0,976800.0,355696.0,524304.0
NOTA571F021977C1,TOKOeLig,TOKOeLig,2024-01-10 14:37:47,27,1080000,118800.0,1198800.0,436536.0,643464.0
NOTA5109ED987177,TOKOeLig,TOKOeLig,2024-01-11 11:05:53,15,600000,66000.0,666000.0,242520.0,357480.0
NOTAB5B8920CE4A3,TOKOeLig,TOKOeLig,2024-01-11 14:54:06,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA0927FEE88869,TOKOeLig,TOKOeLig,2024-01-11 18:34:14,5,200000,22000.0,222000.0,80840.0,119160.0
NOTABC480111F31E,TOKOeLig,TOKOeLig,2024-01-11 19:55:56,11,440000,48400.0,488400.0,177848.0,262152.0
NOTAFC758201B47A,TOKOeLig,TOKOeLig,2024-01-12 12:37:13,8,320000,35200.0,355200.0,129344.0,190656.0
NOTAB68403D42EFD,TOKOeLig,TOKOeLig,2024-01-12 12:42:51,10,400000,44000.0,444000.0,161680.0,238320.0
NOTA0D6E48145229,TOKOeLig,TOKOeLig,2024-01-13 08:38:59,30,1200000,132000.0,1332000.0,485040.0,714960.0
NOTAA5F0E3E435F7,TOKOeLig,TOKOeLig,2024-01-13 08:44:19,25,1000000,110000.0,1110000.0,404200.0,595800.0
NOTA86FD27FDBA1E,TOKOeLig,TOKOeLig,2024-01-13 10:13:32,9,360000,39600.0,399600.0,145512.0,214488.0
NOTA6AA7182AC6F9,TOKOeLig,TOKOeLig,2024-01-13 13:50:42,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA5765FA58A8DB,TOKOeLig,TOKOeLig,2024-01-13 20:40:11,14,560000,61600.0,621600.0,226352.0,333648.0
NOTAA84476C3DA6D,TOKOeLig,TOKOeLig,2024-01-14 08:22:38,5,200000,22000.0,222000.0,80840.0,119160.0
NOTAF224161833DC,TOKOeLig,TOKOeLig,2024-01-14 13:26:42,23,920000,101200.0,1021200.0,371864.0,548136.0
NOTAA6FC0589629F,TOKOeLig,TOKOeLig,2024-01-15 11:13:12,17,680000,74800.0,754800.0,274856.0,405144.0
NOTA3A0B3CBD69CD,TOKOeLig,TOKOeLig,2024-01-15 17:45:40,16,640000,70400.0,710400.0,258688.0,381312.0
NOTAE01835F206A4,TOKOeLig,TOKOeLig,2024-01-15 18:43:26,15,600000,66000.0,666000.0,242520.0,357480.0
NOTA1ABE99A22F7C,TOKOeLig,TOKOeLig,2024-01-15 20:05:08,11,440000,48400.0,488400.0,177848.0,262152.0
NOTAB8B53FE0B24C,TOKOeLig,TOKOeLig,2024-01-16 08:38:29,16,640000,70400.0,710400.0,258688.0,381312.0
NOTAE74F6AFB32F9,TOKOeLig,TOKOeLig,2024-01-16 08:46:59,13,520000,57200.0,577200.0,210184.0,309816.0
NOTAC1CBC9C44B5A,TOKOeLig,TOKOeLig,2024-01-16 12:38:34,22,880000,96800.0,976800.0,355696.0,524304.0
NOTA43A4C3B4FE24,TOKOeLig,TOKOeLig,2024-01-16 14:35:40,11,440000,48400.0,488400.0,177848.0,262152.0
NOTABC8A516EBE8C,TOKOeLig,TOKOeLig,2024-01-16 16:24:08,23,920000,101200.0,1021200.0,371864.0,548136.0
NOTA8AABDDA23884,TOKOeLig,TOKOeLig,2024-01-17 12:27:43,29,1160000,127600.0,1287600.0,468872.0,691128.0
NOTA35025C1493D7,TOKOeLig,TOKOeLig,2024-01-17 13:26:19,3,120000,13200.0,133200.0,48504.0,71496.0
NOTA7E4EE3A1245E,TOKOeLig,TOKOeLig,2024-01-18 13:55:46,30,1200000,132000.0,1332000.0,485040.0,714960.0
NOTAFE33C8BA0B78,TOKOeLig,TOKOeLig,2024-01-18 17:08:45,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA3C9F35C72F89,TOKOeLig,TOKOeLig,2024-01-18 20:22:28,15,600000,66000.0,666000.0,242520.0,357480.0
NOTA11F55982FD00,TOKOeLig,TOKOeLig,2024-01-18 20:36:27,19,760000,83600.0,843600.0,307192.0,452808.0
NOTA45D56AE76393,TOKOeLig,TOKOeLig,2024-01-19 12:20:06,24,960000,105600.0,1065600.0,388032.0,571968.0
NOTA3AC537CF9881,TOKOeLig,TOKOeLig,2024-01-19 20:40:26,4,160000,17600.0,177600.0,64672.0,95328.0
NOTA22DE412B5DCF,TOKOeLig,TOKOeLig,2024-01-19 20:50:46,18,720000,79200.0,799200.0,291024.0,428976.0
NOTAB5A3FB07CF62,TOKOeLig,TOKOeLig,2024-01-20 10:31:50,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA6D329F993F1E,TOKOeLig,TOKOeLig,2024-01-20 11:59:49,14,560000,61600.0,621600.0,226352.0,333648.0
NOTAAD32885A9C99,TOKOeLig,TOKOeLig,2024-01-20 16:14:12,28,1120000,123200.0,1243200.0,452704.0,667296.0
NOTA7FA9D99584DA,TOKOeLig,TOKOeLig,2024-01-20 20:47:10,11,440000,48400.0,488400.0,177848.0,262152.0
NOTA52BD2CE46644,TOKOeLig,TOKOeLig,2024-01-20 20:53:33,10,400000,44000.0,444000.0,161680.0,238320.0
NOTAA421C5C34601,TOKOeLig,TOKOeLig,2024-01-21 09:08:42,18,720000,79200.0,799200.0,291024.0,428976.0
NOTAB3BD12013419,TOKOeLig,TOKOeLig,2024-01-21 10:37:02,9,360000,39600.0,399600.0,145512.0,214488.0
NOTA8683308F1605,TOKOeLig,TOKOeLig,2024-01-21 15:37:19,28,1120000,123200.0,1243200.0,452704.0,667296.0
NOTA1804C46F1B8B,TOKOeLig,TOKOeLig,2024-01-21 16:34:37,4,160000,17600.0,177600.0,64672.0,95328.0
NOTA2B00578E58A3,TOKOeLig,TOKOeLig,2024-01-21 17:26:33,20,800000,88000.0,888000.0,323360.0,476640.0
NOTAD94EF0DB4D34,TOKOeLig,TOKOeLig,2024-01-22 13:19:25,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA3A0CB05383DD,TOKOeLig,TOKOeLig,2024-01-22 17:39:55,15,600000,66000.0,666000.0,242520.0,357480.0
NOTA68C1D1268DDD,TOKOeLig,TOKOeLig,2024-01-22 19:44:53,14,560000,61600.0,621600.0,226352.0,333648.0
NOTA089A4CCD8B5D,TOKOeLig,TOKOeLig,2024-01-23 09:10:06,27,1080000,118800.0,1198800.0,436536.0,643464.0
NOTA76544544D341,TOKOeLig,TOKOeLig,2024-01-23 13:37:14,3,120000,13200.0,133200.0,48504.0,71496.0
NOTA9DF1679FF047,TOKOeLig,TOKOeLig,2024-01-23 17:39:51,24,960000,105600.0,1065600.0,388032.0,571968.0
NOTAA0A517B14F46,TOKOeLig,TOKOeLig,2024-01-24 10:20:47,5,200000,22000.0,222000.0,80840.0,119160.0
NOTA9AAA795D0974,TOKOeLig,TOKOeLig,2024-01-24 12:21:51,27,1080000,118800.0,1198800.0,436536.0,643464.0
NOTA13CACE1F04CF,TOKOeLig,TOKOeLig,2024-01-24 15:08:38,24,960000,105600.0,1065600.0,388032.0,571968.0
NOTA31FCE9820AE8,TOKOeLig,TOKOeLig,2024-01-24 18:08:07,12,480000,52800.0,532800.0,194016.0,285984.0
NOTAEDA786EFF4F8,TOKOeLig,TOKOeLig,2024-01-25 10:20:00,27,1080000,118800.0,1198800.0,436536.0,643464.0
NOTAD7384A0083BE,TOKOeLig,TOKOeLig,2024-01-25 14:20:23,18,720000,79200.0,799200.0,291024.0,428976.0
NOTA22BB79CB9C91,TOKOeLig,TOKOeLig,2024-01-25 15:51:56,19,760000,83600.0,843600.0,307192.0,452808.0
NOTABE1DAE3CE3A1,TOKOeLig,TOKOeLig,2024-01-25 17:28:52,24,960000,105600.0,1065600.0,388032.0,571968.0
NOTA26B3801B36BF,TOKOeLig,TOKOeLig,2024-01-26 12:00:13,5,200000,22000.0,222000.0,80840.0,119160.0
NOTA0B55367D9C57,TOKOeLig,TOKOeLig,2024-01-26 15:30:07,21,840000,92400.0,932400.0,339528.0,500472.0
NOTADD155C886BF4,TOKOeLig,TOKOeLig,2024-01-26 20:38:10,21,840000,92400.0,932400.0,339528.0,500472.0
NOTABA967A54E0EE,TOKOeLig,TOKOeLig,2024-01-27 09:30:46,16,640000,70400.0,710400.0,258688.0,381312.0
NOTA4E7FC2ECE8EE,TOKOeLig,TOKOeLig,2024-01-27 10:30:59,3,120000,13200.0,133200.0,48504.0,71496.0
NOTA9746A823A365,TOKOeLig,TOKOeLig,2024-01-27 10:44:52,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA64E36ADD2AFF,TOKOeLig,TOKOeLig,2024-01-27 13:54:18,27,1080000,118800.0,1198800.0,436536.0,643464.0
NOTA350D9C73834B,TOKOeLig,TOKOeLig,2024-01-27 18:55:57,14,560000,61600.0,621600.0,226352.0,333648.0
NOTA35FE228C76B8,TOKOeLig,TOKOeLig,2024-01-28 11:15:14,5,200000,22000.0,222000.0,80840.0,119160.0
NOTAAA1A420731FA,TOKOeLig,TOKOeLig,2024-01-28 13:01:52,6,240000,26400.0,266400.0,97008.0,142992.0
NOTA756EBD8A8828,TOKOeLig,TOKOeLig,2024-01-28 14:04:37,10,400000,44000.0,444000.0,161680.0,238320.0
NOTADD393CE679A0,TOKOeLig,TOKOeLig,2024-01-28 19:02:00,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA0372F3BDF1CC,TOKOeLig,TOKOeLig,2024-01-28 19:24:16,20,800000,88000.0,888000.0,323360.0,476640.0
NOTA1864B5694055,TOKOeLig,TOKOeLig,2024-01-29 08:01:31,19,760000,83600.0,843600.0,307192.0,452808.0
NOTA59606AD8D8BE,TOKOeLig,TOKOeLig,2024-01-29 17:26:29,29,1160000,127600.0,1287600.0,468872.0,691128.0
NOTAAD007181A186,TOKOeLig,TOKOeLig,2024-01-29 17:51:35,16,640000,70400.0,710400.0,258688.0,381312.0
NOTAEFD74876D514,TOKOeLig,TOKOeLig,2024-01-29 19:07:31,9,360000,39600.0,399600.0,145512.0,214488.0
NOTA26D0D31305F6,TOKOeLig,TOKOeLig,2024-01-29 19:42:58,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA0484E83A7CFF,TOKOeLig,TOKOeLig,2024-01-30 14:05:02,8,320000,35200.0,355200.0,129344.0,190656.0
NOTAF37E4EBD0316,TOKOeLig,TOKOeLig,2024-01-30 16:26:28,26,1040000,114400.0,1154400.0,420368.0,619632.0
NOTA547C39D7B3C4,TOKOeLig,TOKOeLig,2024-01-31 11:18:30,27,1080000,118800.0,1198800.0,436536.0,643464.0
NOTABD43C28CCB2D,TOKOeLig,TOKOeLig,2024-01-31 12:00:43,7,280000,30800.0,310800.0,113176.0,166824.0
NOTA60E7F3DF8C6D,TOKOeLig,TOKOeLig,2024-01-31 16:39:08,29,1160000,127600.0,1287600.0,468872.0,691128.0
NOTA78D8598AC46F,TOKOeLig,TOKOeLig,2024-01-31 19:53:01,16,640000,70400.0,710400.0,258688.0,381312.0
NOTA5EF898FAE5AB,TOKOeLig,TOKOeLig,2024-02-01 17:57:52,4,160000,17600.0,177600.0,64672.0,95328.0
NOTAB625903E2076,TOKOeLig,TOKOeLig,2024-02-01 18:25:54,19,760000,83600.0,843600.0,307192.0,452808.0
NOTAC825F45C2BE0,TOKOeLig,TOKOeLig,2024-02-02 14:48:34,8,320000,35200.0,355200.0,129344.0,190656.0
NOTA793B718A1A11,TOKOeLig,TOKOeLig,2024-02-02 15:25:47,11,440000,48400.0,488400.0,177848.0,262152.0
NOTA33E0A48FEAFE,TOKOeLig,TOKOeLig,2024-02-02 18:21:55,4,160000,17600.0,177600.0,64672.0,95328.0
NOTA8AEE24771E1E,TOKOeLig,TOKOeLig,2024-02-02 20:08:39,12,480000,52800.0,532800.0,194016.0,285984.0
NOTAB831D5BC4AE3,TOKOeLig,TOKOeLig,2024-02-02 20:56:35,4,160000,17600.0,177600.0,64672.0,95328.0
NOTA47761A88216F,TOKOeLig,TOKOeLig,2024-02-03 09:19:48,16,640000,70400.0,710400.0,258688.0,381312.0
NOTADC349B021916,TOKOeLig,TOKOeLig,2024-02-03 10:11:41,3,120000,13200.0,133200.0,48504.0,71496.0
NOTAC98265330F8F,TOKOeLig,TOKOeLig,2024-02-03 11:06:49,21,840000,92400.0,932400.0,339528.0,500472.0
NOTAA1098B7B3819,TOKOeLig,TOKOeLig,2024-02-03 14:13:09,23,920000,101200.0,1021200.0,371864.0,548136.0
NOTA11D08808B4F6,TOKOeLig,TOKOeLig,2024-02-03 14:31:30,28,1120000,123200.0,1243200.0,452704.0,667296.0
NOTA0C2C4A45EEA9,TOKOeLig,TOKOeLig,2024-02-04 10:47:00,21,840000,92400.0,932400.0,339528.0,500472.0
NOTA1AEA52FC9219,TOKOeLig,TOKOeLig,2024-02-04 13:29:14,29,1160000,127600.0,1287600.0,468872.0,691128.0
NOTA3755C03E6AAB,TOKOeLig,TOKOeLig,2024-02-04 14:45:11,20,800000,88000.0,888000.0,323360.0,476640.0
NOTAF979BF34EC28,TOKOeLig,TOKOeLig,2024-02-05 10:41:25,10,400000,44000.0,444000.0,161680.0,238320.0
NOTA5EC46FB96C82,TOKOeLig,TOKOeLig,2024-02-05 10:55:04,4,160000,17600.0,177600.0,64672.0,95328.0
NOTA1685CF277A97,TOKOeLig,TOKOeLig,2024-02-05 11:01:11,17,680000,74800.0,754800.0,274856.0,405144.0
NOTAB6E15C1CE5CE,TOKOeLig,TOKOeLig,2024-02-05 14:54:10,17,680000,74800.0,754800.0,274856.0,405144.0
NOTA04844F732667,TOKOeLig,TOKOeLig,2024-02-05 16:44:09,25,1000000,110000.0,1110000.0,404200.0,595800.0
NOTABEDFEC814A32,TOKOeLig,TOKOeLig,2024-02-06 09:05:01,9,360000,39600.0,399600.0,145512.0,214488.0
NOTAB9D817F00AD6,TOKOeLig,TOKOeLig,2024-02-06 15:07:46,8,320000,35200.0,355200.0,129344.0,190656.0
NOTAFC35DE280F16,TOKOeLig,TOKOeLig,2024-02-06 20:56:22,8,320000,35200.0,355200.0,129344.0,190656.0
NOTA8BD86BF712CB,TOKOeLig,TOKOeLig,2024-02-07 13:46:46,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA73E97DC7CEB8,TOKOeLig,TOKOeLig,2024-02-07 13:50:13,15,600000,66000.0,666000.0,242520.0,357480.0
NOTA030EDEABAF0A,TOKOeLig,TOKOeLig,2024-02-07 15:37:53,6,240000,26400.0,266400.0,97008.0,142992.0
NOTAF23CBD072FAD,TOKOeLig,TOKOeLig,2024-02-07 18:01:54,17,680000,74800.0,754800.0,274856.0,405144.0
NOTABB8F522E34BA,TOKOeLig,TOKOeLig,2024-02-07 20:46:45,24,960000,105600.0,1065600.0,388032.0,571968.0
NOTA4E18C4C3CEBF,TOKOeLig,TOKOeLig,2024-02-08 09:46:01,26,1040000,114400.0,1154400.0,420368.0,619632.0
NOTAD5DA7CF4AF87,TOKOeLig,TOKOeLig,2024-02-08 12:19:21,25,1000000,110000.0,1110000.0,404200.0,595800.0
NOTA68FC24493B51,TOKOeLig,TOKOeLig,2024-02-08 12:32:24,21,840000,92400.0,932400.0,339528.0,500472.0
NOTA50D2C25B86FF,TOKOeLig,TOKOeLig,2024-02-09 10:28:39,18,720000,79200.0,799200.0,291024.0,428976.0
NOTA6EC5C3DE7476,TOKOeLig,TOKOeLig,2024-02-09 13:15:19,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA6ADAEC3D7702,TOKOeLig,TOKOeLig,2024-02-09 16:56:10,7,280000,30800.0,310800.0,113176.0,166824.0
NOTA889AC963574F,TOKOeLig,TOKOeLig,2024-02-09 17:15:06,20,800000,88000.0,888000.0,323360.0,476640.0
NOTAE27A052B578C,TOKOeLig,TOKOeLig,2024-02-10 08:06:30,13,520000,57200.0,577200.0,210184.0,309816.0
NOTAAA8DFAF01156,TOKOeLig,TOKOeLig,2024-02-10 12:28:18,8,320000,35200.0,355200.0,129344.0,190656.0
NOTAEB1F1E2ACADE,TOKOeLig,TOKOeLig,2024-02-10 16:29:16,28,1120000,123200.0,1243200.0,452704.0,667296.0
NOTAF7FCA8986A11,TOKOeLig,TOKOeLig,2024-02-10 16:55:24,9,360000,39600.0,399600.0,145512.0,214488.0
NOTA78D534A2CBFC,TOKOeLig,TOKOeLig,2024-02-10 19:06:40,24,960000,105600.0,1065600.0,388032.0,571968.0
NOTA47D92374186E,TOKOeLig,TOKOeLig,2024-02-11 14:29:32,4,160000,17600.0,177600.0,64672.0,95328.0
NOTAE627D6391ACB,TOKOeLig,TOKOeLig,2024-02-11 17:01:15,18,720000,79200.0,799200.0,291024.0,428976.0
NOTA6061ACB5AA44,TOKOeLig,TOKOeLig,2024-02-12 10:14:07,3,120000,13200.0,133200.0,48504.0,71496.0
NOTA8D407296DCFB,TOKOeLig,TOKOeLig,2024-02-12 10:44:43,6,240000,26400.0,266400.0,97008.0,142992.0
NOTAF933CD1F5F51,TOKOeLig,TOKOeLig,2024-02-12 12:50:50,30,1200000,132000.0,1332000.0,485040.0,714960.0
NOTAFCB171A93919,TOKOeLig,TOKOeLig,2024-02-12 15:35:36,8,320000,35200.0,355200.0,129344.0,190656.0
NOTA18C7C4042B15,TOKOeLig,TOKOeLig,2024-02-13 12:06:43,11,440000,48400.0,488400.0,177848.0,262152.0
NOTAE106487C0577,TOKOeLig,TOKOeLig,2024-02-13 15:29:45,12,480000,52800.0,532800.0,194016.0,285984.0
NOTACFD6DDBA7731,TOKOeLig,TOKOeLig,2024-02-13 16:52:48,6,240000,26400.0,266400.0,97008.0,142992.0
NOTA8452868AF63E,TOKOeLig,TOKOeLig,2024-02-13 20:17:50,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA6B004B6FCB65,TOKOeLig,TOKOeLig,2024-02-14 12:17:12,4,160000,17600.0,177600.0,64672.0,95328.0
NOTA257AA8A46CE1,TOKOeLig,TOKOeLig,2024-02-14 18:02:26,11,440000,48400.0,488400.0,177848.0,262152.0
NOTA8852450204EB,TOKOeLig,TOKOeLig,2024-02-15 09:15:23,22,880000,96800.0,976800.0,355696.0,524304.0
NOTADFF6A55DD16D,TOKOeLig,TOKOeLig,2024-02-15 11:47:49,9,360000,39600.0,399600.0,145512.0,214488.0
NOTAD73725B93CEE,TOKOeLig,TOKOeLig,2024-02-15 18:48:00,27,1080000,118800.0,1198800.0,436536.0,643464.0
NOTADE4FF2D6B4C3,TOKOeLig,TOKOeLig,2024-02-16 09:42:35,26,1040000,114400.0,1154400.0,420368.0,619632.0
NOTA904C3A93DD26,TOKOeLig,TOKOeLig,2024-02-16 11:05:15,29,1160000,127600.0,1287600.0,468872.0,691128.0
NOTAFC5B2F6AD4DF,TOKOeLig,TOKOeLig,2024-02-17 11:50:14,19,760000,83600.0,843600.0,307192.0,452808.0
NOTA5FF956968818,TOKOeLig,TOKOeLig,2024-02-17 15:13:40,10,400000,44000.0,444000.0,161680.0,238320.0
NOTA649408452B45,TOKOeLig,TOKOeLig,2024-02-17 16:14:50,16,640000,70400.0,710400.0,258688.0,381312.0
NOTA446D0B69908C,TOKOeLig,TOKOeLig,2024-02-18 10:19:27,3,120000,13200.0,133200.0,48504.0,71496.0
NOTA705A8B4D40A0,TOKOeLig,TOKOeLig,2024-02-18 11:26:57,14,560000,61600.0,621600.0,226352.0,333648.0
NOTA7303B786B242,TOKOeLig,TOKOeLig,2024-02-18 14:07:47,13,520000,57200.0,577200.0,210184.0,309816.0
NOTA338277989EF8,TOKOeLig,TOKOeLig,2024-02-18 20:50:17,4,160000,17600.0,177600.0,64672.0,95328.0
NOTA29CDDA83BB43,TOKOeLig,TOKOeLig,2024-02-19 08:18:11,25,1000000,110000.0,1110000.0,404200.0,595800.0
NOTA8C43CDEE09AA,TOKOeLig,TOKOeLig,2024-02-19 15:21:37,15,600000,66000.0,666000.0,242520.0,357480.0
NOTA4377321579C2,TOKOeLig,TOKOeLig,2024-02-19 15:54:42,14,560000,61600.0,621600.0,226352.0,333648.0
NOTAB2EC988BBA11,TOKOeLig,TOKOeLig,2024-02-19 16:37:10,28,1120000,123200.0,1243200.0,452704.0,667296.0
NOTABA6862455683,TOKOeLig,TOKOeLig,2024-02-19 18:05:20,7,280000,30800.0,310800.0,113176.0,166824.0
NOTAB1A70F675320,TOKOeLig,TOKOeLig,2024-02-20 12:38:53,24,960000,105600.0,1065600.0,388032.0,571968.0
NOTA33713662D155,TOKOeLig,TOKOeLig,2024-02-20 14:11:23,23,920000,101200.0,1021200.0,371864.0,548136.0
NOTAEB6AB27D127A,TOKOeLig,TOKOeLig,2024-02-20 20:02:55,5,200000,22000.0,222000.0,80840.0,119160.0
NOTACB290CF835EA,TOKOeLig,TOKOeLig,2024-02-21 09:41:52,16,640000,70400.0,710400.0,258688.0,381312.0
NOTA3F24416EB594,TOKOeLig,TOKOeLig,2024-02-21 10:02:02,15,600000,66000.0,666000.0,242520.0,357480.0
NOTA7AA14AB3EF55,TOKOeLig,TOKOeLig,2024-02-21 11:05:45,6,240000,26400.0,266400.0,97008.0,142992.0
NOTA130A59759D03,TOKOeLig,TOKOeLig,2024-02-21 15:50:43,11,440000,48400.0,488400.0,177848.0,262152.0
NOTA49B94C6F1EBF,TOKOeLig,TOKOeLig,2024-02-22 09:59:01,19,760000,83600.0,843600.0,307578.06277620397,452421.93722379603
NOTA3AE82A2404D4,TOKOeLig,TOKOeLig,2024-02-22 11:21:47,28,1120000,123200.0,1243200.0,453272.93461756373,666727.0653824363
NOTA30866AF4DFAB,TOKOeLig,TOKOeLig,2024-02-22 12:39:03,24,960000,105600.0,1065600.0,388519.65824362607,571480.3417563739
NOTA04E23B94CE0F,TOKOeLig,TOKOeLig,2024-02-23 10:05:14,30,1200000,132000.0,1332000.0,485649.57280453254,714350.4271954675
NOTA088C62F8D1FF,TOKOeLig,TOKOeLig,2024-02-23 12:30:59,18,720000,79200.0,799200.0,291389.74368271953,428610.25631728047
NOTA0B1382CFDA44,TOKOeLig,TOKOeLig,2024-02-23 16:59:20,25,1000000,110000.0,1110000.0,404707.9773371105,595292.0226628894
NOTAB6DD194A9592,TOKOeLig,TOKOeLig,2024-02-24 11:05:12,28,1120000,123200.0,1243200.0,453272.93461756373,666727.0653824363
NOTAF238C3CBB95C,TOKOeLig,TOKOeLig,2024-02-24 14:42:52,6,240000,26400.0,266400.0,97129.91456090652,142870.08543909347
NOTAE26098F39657,TOKOeLig,TOKOeLig,2024-02-24 16:05:31,21,840000,92400.0,932400.0,339954.70096317277,500045.29903682723
NOTAF63B9FC7EFCB,TOKOeLig,TOKOeLig,2024-02-24 18:37:55,13,520000,57200.0,577200.0,210448.14821529743,309551.85178470257
NOTA598A8B5B280D,TOKOeLig,TOKOeLig,2024-02-24 20:22:58,3,120000,13200.0,133200.0,48564.95728045326,71435.04271954673
NOTAD6F7474E139B,TOKOeLig,TOKOeLig,2024-02-25 12:14:08,3,120000,13200.0,133200.0,48564.95728045326,71435.04271954673
NOTA57D53A4076CF,TOKOeLig,TOKOeLig,2024-02-25 12:17:05,28,1120000,123200.0,1243200.0,453272.93461756373,666727.0653824363
NOTAC6138C90C14C,TOKOeLig,TOKOeLig,2024-02-25 12:49:03,8,320000,35200.0,355200.0,129506.55274787535,190493.44725212466
NOTA5AF2AB6D9FD9,TOKOeLig,TOKOeLig,2024-02-25 14:52:19,16,640000,70400.0,710400.0,259013.1054957507,380986.8945042493
