ID_DNJB,KD_BARANG,ID_NOTA_JUAL,JUMLAH_JUAL_BARANG,HARGA_JUAL_BARANG,TOTAL_JUAL_UANG,HARGA_BELI_BARANG,TOTAL_BELI_UANG
DNJB887A1FCE3067,W8r1LuGwd932W3Zq,NTJL1823BBAFA210,6,33000,198000,30061.476470588233,180368.8588235294
DNJBFB683C781D3D,W8r1LuGwd932W3Zq,NTJL5DB4BB1C1BBE,2,33000,66000,30061.476470588233,60122.95294117647
DNJB97526815383E,W8r1LuGwd932W3Zq,NTJL410FF70E0531,4,33000,132000,30061.476470588233,120245.90588235293
DNJB3F50C31CE719,W8r1LuGwd932W3Zq,NTJLC369926688A8,21,33000,693000,30061.476470588233,631291.0058823529
DNJBB95D6D73E2B7,4aCSBjQPd3TzFd90,NTJL12921EF3D592,15,40000,600000,16267.88,244018.19999999998
DNJBBBB67BD81371,4aCSBjQPd3TzFd90,NTJL8093E5736BBE,6,40000,240000,16267.88,97607.28
DNJB3B2280465E26,4aCSBjQPd3TzFd90,NTJL5CEF316C32F5,1,40000,40000,16267.88,16267.88
DNJB0BF2567AB10C,4aCSBjQPd3TzFd90,NTJL0A5D17D254CC,28,40000,1120000,16267.88,455500.63999999996
DNJBB60D37BCA3EE,4aCSBjQPd3TzFd90,NTJL5408AC09CFB2,23,40000,920000,16267.88,374161.24
DNJB1D9517DCA76B,4aCSBjQPd3TzFd90,NTJL1B5EAB9E9900,12,40000,480000,16267.88,195214.56
DNJB1D9FFF3CF319,4aCSBjQPd3TzFd90,NTJL19A80702A8DC,21,40000,840000,16267.88,341625.48
DNJB7277AD8A0C53,4aCSBjQPd3TzFd90,NTJL5E5659FAD0D3,1,40000,40000,16267.88,16267.88
DNJB7096ED90A4FA,4aCSBjQPd3TzFd90,NTJLB6F320865FBE,27,40000,1080000,16267.88,439232.75999999995
DNJB92FA7F423391,4aCSBjQPd3TzFd90,NTJL57E41E342577,1,40000,40000,16267.88,16267.88
DNJB2A1DE5AC7E4E,4aCSBjQPd3TzFd90,NTJL7DCD2E19816B,25,40000,1000000,16267.88,406697.0
DNJBC9322F834B9C,4aCSBjQPd3TzFd90,NTJL225129207C70,21,40000,840000,16267.88,341625.48
DNJB937760C320C1,W8r1LuGwd932W3Zq,NTJL401A2E2246FA,3,33000,99000,30061.476470588233,90184.4294117647
DNJB918C98132F77,W8r1LuGwd932W3Zq,NTJL84AE9575D7D5,12,33000,396000,30061.476470588233,360737.7176470588
DNJB241537F5EAB6,W8r1LuGwd932W3Zq,NTJL35EB864FE8AF,15,33000,495000,30061.476470588233,450922.1470588235
DNJBA3B4E55D013E,W8r1LuGwd932W3Zq,NTJLE7F151C7AA0A,23,33000,759000,30061.476470588233,691413.9588235294
DNJBB81CE9B37691,W8r1LuGwd932W3Zq,NTJLB34E2AD3B5F5,4,33000,132000,30061.476470588233,120245.90588235293
DNJBF91C4C8006CA,W8r1LuGwd932W3Zq,NTJL5C5DA1E2A3AD,24,33000,792000,30061.476470588233,721475.4352941175
DNJB0753DC5DD284,W8r1LuGwd932W3Zq,NTJL7FD971CAA59C,4,33000,132000,30061.476470588233,120245.90588235293
DNJBC0FC87A27D05,W8r1LuGwd932W3Zq,NTJLB6C8B28E4B81,9,33000,297000,30061.476470588233,270553.2882352941
DNJB9531DD7C4750,W8r1LuGwd932W3Zq,NTJL9602DB90AC46,8,33000,264000,30061.476470588233,240491.81176470587
DNJB55C141AEE083,W8r1LuGwd932W3Zq,NTJL2494E46EF9B9,1,33000,33000,30061.476470588233,30061.476470588233
DNJBBB319E2126E9,4aCSBjQPd3TzFd90,NTJLE303AA0A688E,22,40000,880000,16267.88,357893.36
DNJBCC15516A26B1,4aCSBjQPd3TzFd90,NTJL2CBAF3AA8E48,7,40000,280000,16267.88,113875.15999999999
DNJB0D628D9B6EDA,4aCSBjQPd3TzFd90,NTJL7CE9F7D9D647,3,40000,120000,16267.88,48803.64
DNJB55A728B6E0E9,4aCSBjQPd3TzFd90,NTJL7783AB2803BB,2,40000,80000,16267.88,32535.76
DNJB194D0293DEFF,4aCSBjQPd3TzFd90,NTJLFE7F2AF42C43,2,40000,80000,16267.88,32535.76
DNJB021DA98C43D8,4aCSBjQPd3TzFd90,NTJL9BF1E99411EE,7,40000,280000,16267.88,113875.15999999999
DNJBDCE3E71FA10B,W8r1LuGwd932W3Zq,NTJLF7ACB739F8FD,10,33000,330000,30205.326086956524,302053.26086956525
DNJBBB8B3C8DE2C9,W8r1LuGwd932W3Zq,NTJL0A0FF4CBE337,23,33000,759000,30205.326086956524,694722.5
DNJB2FCF8E80E1B7,W8r1LuGwd932W3Zq,NTJL35E12DDA3AAE,4,33000,132000,30205.326086956524,120821.3043478261
DNJB5F11070C6B97,W8r1LuGwd932W3Zq,NTJLE54342A5A5CB,3,33000,99000,30205.326086956524,90615.97826086957
DNJBACD71E914264,W8r1LuGwd932W3Zq,NTJL689CC305874C,2,33000,66000,30205.326086956524,60410.65217391305
DNJB1C9A7385EBC9,W8r1LuGwd932W3Zq,NTJL85793AE6ED9F,26,33000,858000,30205.326086956524,785338.4782608696
DNJB921DFD83E82B,W8r1LuGwd932W3Zq,NTJL546687E23581,17,33000,561000,30205.326086956524,513490.5434782609
DNJB67DED69CA103,W8r1LuGwd932W3Zq,NTJL6E4EC551FFCC,4,33000,132000,30205.326086956524,120821.3043478261
DNJBF157DC97F6CD,W8r1LuGwd932W3Zq,NTJL9EE52BEB6CE7,7,33000,231000,30205.326086956524,211437.28260869568
DNJBCB1A75FC222E,W8r1LuGwd932W3Zq,NTJLC500D1892F21,8,33000,264000,30205.326086956524,241642.6086956522
DNJB5BD1409A6E85,W8r1LuGwd932W3Zq,NTJLD9256E403E35,24,33000,792000,30205.326086956524,724927.8260869565
DNJBD255A2EEDF96,W8r1LuGwd932W3Zq,NTJL64BE943787A8,21,33000,693000,30205.326086956524,634311.847826087
DNJB1E76389E2DE8,W8r1LuGwd932W3Zq,NTJLF154AFE8872A,1,33000,33000,30205.326086956524,30205.326086956524
DNJBF2504AAECDBE,4aCSBjQPd3TzFd90,NTJL1BA085C9DA2D,19,40000,760000,16267.88,309089.72
DNJB5D882F7E77DD,4aCSBjQPd3TzFd90,NTJLD7B710CBF38F,3,40000,120000,16267.88,48803.64
DNJBB61564A393B4,4aCSBjQPd3TzFd90,NTJL7939EA3A2A02,8,40000,320000,16267.88,130143.04
DNJBD4126F28FF35,4aCSBjQPd3TzFd90,NTJLF05E0836F0F6,19,40000,760000,16267.88,309089.72
DNJB8B47ED01C5D1,4aCSBjQPd3TzFd90,NTJL760B90197DE4,25,40000,1000000,16267.88,406697.0
DNJB06AC143BCC36,4aCSBjQPd3TzFd90,NTJL37F39E5FC5E4,16,40000,640000,16267.88,260286.08
DNJBF8C68A998DDB,4aCSBjQPd3TzFd90,NTJL831AE90B16D0,16,40000,640000,16267.88,260286.08
DNJB2D1801B2A0ED,4aCSBjQPd3TzFd90,NTJL606CD3BFE8F7,19,40000,760000,16267.88,309089.72
DNJB6324FC076191,4aCSBjQPd3TzFd90,NTJL90124EC5E5AD,1,40000,40000,16267.88,16267.88
DNJBE620C5921250,4aCSBjQPd3TzFd90,NTJL663C4FFA4D1A,5,40000,200000,16267.88,81339.4
DNJBF8A7C0DBA2AC,W8r1LuGwd932W3Zq,NTJL2839CF5AC296,5,33000,165000,30205.326086956524,151026.63043478262
DNJB5D06A9B3CB64,W8r1LuGwd932W3Zq,NTJL32CFEEB102BE,18,33000,594000,30205.326086956524,543695.8695652174
DNJB551C936FE27B,W8r1LuGwd932W3Zq,NTJL8745FBDFB2FD,18,33000,594000,30205.326086956524,543695.8695652174
DNJB681A50E30F04,W8r1LuGwd932W3Zq,NTJL7DBEF905D06B,10,33000,330000,30205.326086956524,302053.26086956525
DNJBF69B5CC3AF69,W8r1LuGwd932W3Zq,NTJL906E54308825,5,33000,165000,30205.326086956524,151026.63043478262
DNJB8F421722A6A7,W8r1LuGwd932W3Zq,NTJLFBAD8B5560C2,1,33000,33000,30205.326086956524,30205.326086956524
DNJB95E99BCBD22B,W8r1LuGwd932W3Zq,NTJL590C5280D6E5,28,33000,924000,30205.326086956524,845749.1304347827
DNJBE1A80D7C1AA7,W8r1LuGwd932W3Zq,NTJLD32C1826F9B1,17,33000,561000,30205.326086956524,513490.5434782609
DNJB61249C7BE7FC,W8r1LuGwd932W3Zq,NTJL1935753463A5,27,33000,891000,30205.326086956524,815543.8043478262
DNJB69DF7682A17B,W8r1LuGwd932W3Zq,NTJLE89D24729D55,9,33000,297000,30205.326086956524,271847.9347826087
DNJBD46E567B1BEA,4aCSBjQPd3TzFd90,NTJLD5336E91B0DD,25,40000,1000000,16267.88,406697.0
DNJBF19DAFED6ECE,4aCSBjQPd3TzFd90,NTJLD0B4F5990D74,3,40000,120000,16267.88,48803.64
DNJB9F481B0E30FE,4aCSBjQPd3TzFd90,NTJLB29ADC6E0A67,14,40000,560000,16267.88,227750.31999999998
DNJB65CFBAF9D0B6,4aCSBjQPd3TzFd90,NTJLB3D075EA2716,14,40000,560000,16267.88,227750.31999999998
DNJBF077FA2CFB16,4aCSBjQPd3TzFd90,NTJL5AFF0B5ED56F,12,40000,480000,16267.88,195214.56
DNJBDDE83C8DC694,4aCSBjQPd3TzFd90,NTJLB2D825E714B0,18,40000,720000,16267.88,292821.83999999997
DNJB90E1E797045E,4aCSBjQPd3TzFd90,NTJL1DB9D571ECD9,6,40000,240000,16267.88,97607.28
DNJB9EF1B01C40ED,4aCSBjQPd3TzFd90,NTJLAA8E35F5015C,15,40000,600000,16267.88,244018.19999999998
DNJB2052CACD7F09,4aCSBjQPd3TzFd90,NTJL88329A20BAC6,25,40000,1000000,16267.88,406697.0
DNJBF1A2A12B2008,4aCSBjQPd3TzFd90,NTJL5F81D80CE000,2,40000,80000,16267.88,32535.76
DNJBCAE19502737C,4aCSBjQPd3TzFd90,NTJL2CEB635B9B4E,4,40000,160000,16267.88,65071.52
DNJB683D3233D118,W8r1LuGwd932W3Zq,NTJL4654F4FBC566,17,33000,561000,30258.625,514396.625
DNJB92B3BE2FC7FF,W8r1LuGwd932W3Zq,NTJLB64D547D01E5,1,33000,33000,30258.625,30258.625
DNJBF028AD4D53D4,W8r1LuGwd932W3Zq,NTJL06A705C668D6,26,33000,858000,30258.625,786724.25
DNJBBF7A2CCAA216,W8r1LuGwd932W3Zq,NTJL2CA2B1D284FB,1,33000,33000,30258.625,30258.625
DNJBA9267BB9CF6C,W8r1LuGwd932W3Zq,NTJL9BFEB76C50C4,4,33000,132000,30258.625,121034.5
DNJBFE66AD99C04F,W8r1LuGwd932W3Zq,NTJL75B93262F321,28,33000,924000,30258.625,847241.5
DNJB8749226EC334,W8r1LuGwd932W3Zq,NTJL1A328088CB4F,19,33000,627000,30258.625,574913.875
DNJB6FC4BDD94147,W8r1LuGwd932W3Zq,NTJL7255157935DD,4,33000,132000,30258.625,121034.5
DNJBCD6B7D765E8A,W8r1LuGwd932W3Zq,NTJLC2DB6C336D4E,4,33000,132000,30258.625,121034.5
DNJB17301E037F06,W8r1LuGwd932W3Zq,NTJL371A74F58741,2,33000,66000,30258.625,60517.25
DNJB209C6AF1C24B,4aCSBjQPd3TzFd90,NTJL06889967451E,27,40000,1080000,16267.88,439232.75999999995
DNJB085FAE4B6DE4,4aCSBjQPd3TzFd90,NTJL120B34670F17,14,40000,560000,16267.88,227750.31999999998
DNJBA3B1BF75700B,4aCSBjQPd3TzFd90,NTJLA86E11153304,13,40000,520000,16267.88,211482.44
