ID_HISTORY_STOCK,KD_BARANG,KD_LOKASI,UPDATED_BY,JUMLAH_AWAL,JUMLAH_PERUBAHAN,JUMLAH_AKHIR,TIPE_PERUBAHAN,REF,SATUAN,WAKTU_CHANGE
SKHY875E37D7B355,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,50,-15,-15,PENJUALAN,DNJB37AFFD8AD6A3,PIECES,2024-01-02 11:00:12
SKHYFF2803A7A9AC,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,906,-7,1891,PENJUALAN,DNJB37EBACBD93A1,PIECES,2024-01-02 11:02:45
SKHY92DD787FA5FF,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,979,-17,962,PENJUALAN,DNJB3D229C150A74,PIECES,2024-01-02 12:42:56
SKHY191B0C4B4636,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,882,-2,1906,PENJUALAN,DNJB672B10EF5933,PIECES,2024-01-02 14:01:10
SKHY428653D4BD39,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,10,-5,35,TRANSFER,TRFR3DD813A92434,DUS,2024-01-02 15:16:10
SKHYF89F3D17D458,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,0,50,35,TRANSFER,TRFR3DD813A92434,PIECES,2024-01-02 15:21:10
SKHY736A0DD7A223,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,944,-14,948,PENJUALAN,DNJBB1C9D46D6558,PIECES,2024-01-02 15:23:04
SKHYB9FC05389AE9,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,15,-5,30,TRANSFER,TRFRB547C332C891,DUS,2024-01-02 16:23:29
SKHYF8F3FCB20B16,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,0,50,55,TRANSFER,TRFRB547C332C891,PIECES,2024-01-02 16:27:29
SKHYFC9C6EA00A71,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,3,-1,52,PENJUALAN,DNJBF2DCF7DF2F12,PIECES,2024-01-02 16:45:15
SKHYB3EB77DA79C7,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,930,-19,929,PENJUALAN,DNJB53F80D806E35,PIECES,2024-01-02 17:07:41
SKHYE8674972E64F,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,880,-11,1895,PENJUALAN,DNJBEFAA9B59D643,PIECES,2024-01-02 17:44:51
SKHYB3025D3F09B5,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,928,-20,1875,PENJUALAN,DNJB96335543110C,PIECES,2024-01-02 17:54:40
SKHY8B59F90AD79E,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,35,-13,22,PENJUALAN,DNJB2682CFA52D3C,PIECES,2024-01-02 18:01:32
SKHY056515CE6853,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,21,-5,50,PENJUALAN,DNJB0EC3CD4C8639,PIECES,2024-01-02 18:02:09
SKHY6811584E3BC3,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,22,-15,7,PENJUALAN,DNJB04DD9DDA46BD,PIECES,2024-01-02 18:40:52
SKHYC12FEDDCF069,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,2,-2,50,PENJUALAN,DNJB80FCA2FC26CB,PIECES,2024-01-02 19:27:50
SKHY59E6B73483A6,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,16,-12,38,PENJUALAN,DNJBE21439CC591A,PIECES,2024-01-02 19:30:42
SKHYC706B29DFF2C,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,962,-18,911,PENJUALAN,DNJBDABD91D947CC,PIECES,2024-01-02 19:40:34
SKHY87B311464A88,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,888,-6,1869,PENJUALAN,DNJBB36450EB59A1,PIECES,2024-01-02 20:19:07
SKHY92B7C9DC67A2,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,7,-7,0,PENJUALAN,DNJBF3CC246D27A5,PIECES,2024-01-02 20:42:17
SKHY6D3AF9A201AE,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,50,-29,9,PENJUALAN,DNJBCBDE22E25169,PIECES,2024-01-02 20:50:51
SKHY1B44214CA85B,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,24,-3,47,PENJUALAN,DNJB10D9AF5CA5D2,PIECES,2024-01-03 08:52:49
SKHYAC0D3D881785,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,832,-28,1863,PENJUALAN,DNJB547EDF64284E,PIECES,2024-01-03 08:59:57
SKHYFCAA4B5B6E79,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,904,-30,881,PENJUALAN,DNJBDEBD68A41965,PIECES,2024-01-03 09:16:31
SKHY902D0CEE85AE,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,7,-5,42,PENJUALAN,DNJB0E427D3838EE,PIECES,2024-01-03 10:09:43
SKHY5CF121F082C2,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,2,-2,-2,PENJUALAN,DNJBBE3F38B9F64E,PIECES,2024-01-03 11:25:46
SKHY372949801A65,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,50,-19,-21,PENJUALAN,DNJB1BD37EC019A5,PIECES,2024-01-03 12:00:28
SKHY503D0FBEB31F,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,28,-22,-13,PENJUALAN,DNJBEFCF148B3889,PIECES,2024-01-03 12:02:31
SKHY2F974B195549,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,20,-5,25,TRANSFER,TRFRDA202B20FE24,DUS,2024-01-03 12:21:20
SKHYF84E1441A33A,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,0,50,29,TRANSFER,TRFRDA202B20FE24,PIECES,2024-01-03 12:24:20
SKHY36E0EFF2EF90,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,50,-22,-35,PENJUALAN,DNJB08DE8FEA4D99,PIECES,2024-01-03 12:39:12
SKHY2B8AD19D0335,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,21,-14,28,PENJUALAN,DNJBF44C9039928E,PIECES,2024-01-03 13:42:12
SKHY51179C55D26A,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,2,-1,-36,PENJUALAN,DNJB9E4F88390501,PIECES,2024-01-03 14:05:28
SKHY083AF18D04E5,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,845,-13,1850,PENJUALAN,DNJB6AFDE1043152,PIECES,2024-01-03 14:21:10
SKHYBA6D29AE7802,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,910,-6,875,PENJUALAN,DNJBE55AC073F67C,PIECES,2024-01-03 14:24:17
SKHY705CD871EC7A,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,31,-26,3,PENJUALAN,DNJBFFAF2EA63139,PIECES,2024-01-03 14:26:48
SKHY24047EA220F5,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,25,-5,20,TRANSFER,TRFRC718B347E630,DUS,2024-01-03 15:00:07
SKHY22424D4832DB,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,0,50,78,TRANSFER,TRFRC718B347E630,PIECES,2024-01-03 15:04:07
SKHY2D0BBAA507A2,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,30,-5,15,TRANSFER,TRFR0177628E156D,DUS,2024-01-03 15:12:47
SKHY0EBFC15AB0BF,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,0,50,14,TRANSFER,TRFR0177628E156D,PIECES,2024-01-03 15:17:47
SKHY6BC8774EFFF5,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,865,-20,1830,PENJUALAN,DNJBC2C6A9451A74,PIECES,2024-01-03 15:30:19
SKHY0E0951D87E92,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,5,-2,1,PENJUALAN,DNJB13F4DD242E1E,PIECES,2024-01-03 15:41:11
SKHYE22882F81309,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,50,-26,52,PENJUALAN,DNJBE772EACFE8CE,PIECES,2024-01-03 15:46:05
SKHY7078E8A7985E,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,852,-5,1864,PENJUALAN,DNJB1E3634D1E59F,PIECES,2024-01-03 15:54:14
SKHY533CBFB3C045,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,3,-1,0,PENJUALAN,DNJB831CE074ED29,PIECES,2024-01-03 16:01:35
SKHY49F0B9CA795E,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,0,30,45,PEMESANAN,PSBG31FE3F986D7A,DUS,2024-01-03 17:15:38
SKHY74064770EB0E,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,895,-30,1800,PENJUALAN,DNJB5A3DD68BEE09,PIECES,2024-01-03 17:26:35
SKHY4952C6C8AECA,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,6,-4,10,PENJUALAN,DNJBEAA1717585B6,PIECES,2024-01-03 17:58:10
SKHY860584A14119,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,911,-1,874,PENJUALAN,DNJBEA6E8DEFEA3B,PIECES,2024-01-03 19:02:30
SKHYA3D0586304F1,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,899,-4,1796,PENJUALAN,DNJB2928CEF74642,PIECES,2024-01-03 19:30:14
SKHYA9F461B87380,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,869,-17,1847,PENJUALAN,DNJBB6733B3315DC,PIECES,2024-01-03 20:35:15
SKHY9C18A334CB73,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,29,-1,9,PENJUALAN,DNJBBA23C623037A,PIECES,2024-01-04 08:14:31
SKHY51414EEB16E9,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,840,-13,861,PENJUALAN,DNJB9F1BA7D316D2,PIECES,2024-01-04 08:27:26
SKHY50DBAFC6F01B,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,753,-15,1781,PENJUALAN,DNJBE715E0086349,PIECES,2024-01-04 08:52:41
SKHY831C86B4AD9A,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,52,-7,45,PENJUALAN,DNJB4FECAE2BB9F3,PIECES,2024-01-04 09:25:57
SKHYD2B64FE3ECC4,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,774,-21,1760,PENJUALAN,DNJBCD79D27E40F7,PIECES,2024-01-04 09:42:57
SKHY5CD1A31E652C,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,821,-15,1832,PENJUALAN,DNJB082699B3D238,PIECES,2024-01-04 10:22:29
SKHYCDBC96B9131D,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,50,-3,-3,PENJUALAN,DNJBE7AD9EA9328D,PIECES,2024-01-04 11:22:06
SKHYF9EA58008168,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,10,-2,43,PENJUALAN,DNJB27EE8589F6D2,PIECES,2024-01-04 12:08:01
SKHY5D284994E077,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,51,-22,-13,PENJUALAN,DNJB8EC88AF8DEE7,PIECES,2024-01-04 12:12:58
SKHY410304E8FFE6,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,5,-5,40,TRANSFER,TRFRAB1C094A545B,DUS,2024-01-04 12:23:00
SKHY1E2234CDADDC,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,0,50,47,TRANSFER,TRFRAB1C094A545B,PIECES,2024-01-04 12:24:00
SKHYE1D92534D449,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,804,-30,1730,PENJUALAN,DNJBE30800CCD60D,PIECES,2024-01-04 12:43:33
SKHY76BF42B3C04D,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,47,-18,29,PENJUALAN,DNJB8E8CDFAD8142,PIECES,2024-01-04 12:45:29
SKHY3F1DAE5C7681,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,28,-19,-32,PENJUALAN,DNJBDA42040C45EB,PIECES,2024-01-04 13:07:27
SKHY66F9B5077B35,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,738,-11,1719,PENJUALAN,DNJB7D0D201EC970,PIECES,2024-01-04 14:04:32
SKHYF1040879F1F4,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,29,-15,14,PENJUALAN,DNJB9ED9C0CEDDA1,PIECES,2024-01-04 14:37:14
SKHY4337BD0F52F6,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,23,-13,30,PENJUALAN,DNJBD690D8879EEF,PIECES,2024-01-04 15:18:22
SKHYD08C1858967D,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,874,-19,842,PENJUALAN,DNJB1FA33D929922,PIECES,2024-01-04 15:23:41
SKHYE32EFC5EA4B7,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,15,-5,35,TRANSFER,TRFR408DEED24DB8,DUS,2024-01-04 16:41:03
SKHYC964E2C06375,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,1,50,18,TRANSFER,TRFR408DEED24DB8,PIECES,2024-01-04 16:42:03
SKHY5ECC429C32CB,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,14,-7,7,PENJUALAN,DNJB7FBD762B5F40,PIECES,2024-01-04 16:49:22
SKHY75D8527B3A94,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,10,-5,30,TRANSFER,TRFR9EC35DB66267,DUS,2024-01-04 16:50:22
SKHY0D4DB20472B6,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,2,50,80,TRANSFER,TRFR9EC35DB66267,PIECES,2024-01-04 16:53:22
SKHYCBE63803D313,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,855,-15,827,PENJUALAN,DNJB7A1B459C451B,PIECES,2024-01-04 18:14:58
SKHYCA627F40B727,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,45,-22,58,PENJUALAN,DNJB0A016BA1C83A,PIECES,2024-01-04 19:11:01
SKHYD1821A0F6307,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,847,-26,1806,PENJUALAN,DNJBC8F02F592A5F,PIECES,2024-01-04 19:33:18
SKHY9E5AE581E525,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,702,-22,1697,PENJUALAN,DNJB0FE05F390FD2,PIECES,2024-01-05 08:53:41
SKHY8BAB63FDF918,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,57,-2,5,PENJUALAN,DNJB950562F84FAC,PIECES,2024-01-05 09:24:59
SKHY23199546C1C9,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,763,-21,1785,PENJUALAN,DNJBB1973C28BADB,PIECES,2024-01-05 09:27:36
SKHYFCE51CDB6EC9,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,59,-2,16,PENJUALAN,DNJB72AC12CE40B9,PIECES,2024-01-05 09:51:35
SKHY6A8F5DB61B2A,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,800,-28,1757,PENJUALAN,DNJB069BF81D3B0D,PIECES,2024-01-05 10:37:05
SKHY24CB732A0D96,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,720,-18,1679,PENJUALAN,DNJB24993B5B3855,PIECES,2024-01-05 10:53:30
SKHY16802BC809B1,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,30,-5,25,TRANSFER,TRFR39FA8484F68C,DUS,2024-01-05 11:12:30
SKHY9C8B1B4A63E5,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,9,50,66,TRANSFER,TRFR39FA8484F68C,PIECES,2024-01-05 11:14:30
SKHYEF826E2C1BD0,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,20,-5,20,TRANSFER,TRFR79FBBDFF22DF,DUS,2024-01-05 11:31:37
SKHY6FD38215288F,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,7,50,55,TRANSFER,TRFR79FBBDFF22DF,PIECES,2024-01-05 11:34:37
SKHYB317FF7D6399,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,58,-19,39,PENJUALAN,DNJBF23A8D68812D,PIECES,2024-01-05 12:12:55
SKHY48FE01DBCBDB,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,827,-12,815,PENJUALAN,DNJBD0BC8A474A64,PIECES,2024-01-05 12:13:27
SKHYE5F6CA24B1FD,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,772,-9,1748,PENJUALAN,DNJBAE995F498797,PIECES,2024-01-05 12:40:24
SKHY58DC37CD3259,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,55,-14,41,PENJUALAN,DNJBEACF7A90D30F,PIECES,2024-01-05 12:46:22
SKHY9701AF001B23,W8r1LuGwd932W3Zq,GDNGj825,GDNGj825,25,-5,15,TRANSFER,TRFRDB9AD18892F1,DUS,2024-01-05 13:02:58
SKHY3B031F6E7AB0,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,8,50,89,TRANSFER,TRFRDB9AD18892F1,PIECES,2024-01-05 13:06:58
SKHY19AB3778D567,W8r1LuGwd932W3Zq,TOKOjtqG,TOKOrvYu,39,-2,87,PENJUALAN,DNJB57B5BB8B20B4,PIECES,2024-01-05 14:30:19
SKHY3A103BDD6967,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,815,-27,788,PENJUALAN,DNJB42A10A5B2569,PIECES,2024-01-05 14:42:29
SKHY2A0E27F69B90,W8r1LuGwd932W3Zq,TOKOk3CZ,TOKOu8EU,41,-20,21,PENJUALAN,DNJBA01C14F7F881,PIECES,2024-01-05 14:56:39
SKHYC0DC8916CF40,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,766,-16,772,PENJUALAN,DNJBE326D238587A,PIECES,2024-01-05 15:12:35
SKHYF603D6DABB80,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,806,-6,1742,PENJUALAN,DNJBD5779960B81E,PIECES,2024-01-05 15:22:31
SKHY29571014B455,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,671,-8,1671,PENJUALAN,DNJB7943F67D9E15,PIECES,2024-01-05 16:14:45
SKHYE06B5B217C56,W8r1LuGwd932W3Zq,TOKOeLig,TOKOeLig,57,-16,50,PENJUALAN,DNJB5E43E73B0F90,PIECES,2024-01-05 17:14:24
SKHY1939AE5CB042,4aCSBjQPd3TzFd90,TOKOjtqG,TOKOrvYu,788,-22,750,PENJUALAN,DNJBF2FE66E3BD7D,PIECES,2024-01-05 18:34:16
SKHY871121BB2636,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,727,-7,1664,PENJUALAN,DNJB47A351100DFC,PIECES,2024-01-05 19:42:00
SKHY3472DDE2B19A,4aCSBjQPd3TzFd90,TOKOeLig,TOKOeLig,742,-27,1715,PENJUALAN,DNJB150169977638,PIECES,2024-01-05 20:32:28
SKHY5C3927C1ABDE,4aCSBjQPd3TzFd90,TOKOk3CZ,TOKOu8EU,680,-9,1655,PENJUALAN,DNJB6CABE1CF316B,PIECES,2024-01-05 20:54:18
