ID_NOTA_JUAL,ID_USERS,KD_LOKASI,WAKTU_NOTA,TOTAL_JUAL_BARANG,SUB_TOTAL_JUAL,SUB_TOTAL_BELI,GROSS_PROFIT,PAJAK,GRAND_TOTAL
NTJL4BC0780D0F4C,TOKOu8EU,TOKOk3CZ,2024-01-01 09:43:21,3,99000,88548.29999999999,10451.700000000012,10890.0,109890.0
NTJL69E828CEECD1,TOKOeLig,TOKOeLig,2024-01-02 17:54:40,20,800000,325357.6,474642.4,88000.0,888000.0
NTJLA2937C411802,TOKOeLig,TOKOeLig,2024-01-02 08:58:13,20,800000,325357.6,474642.4,88000.0,888000.0
NTJLC08DA596CD23,TOKOeLig,TOKOeLig,2024-01-02 20:19:07,6,240000,97607.28,142392.72,26400.0,266400.0
NTJL5881E10EBBB5,TOKOeLig,TOKOeLig,2024-01-02 14:01:10,2,80000,32535.76,47464.240000000005,8800.0,88800.0
NTJLA3F47928EEAD,TOKOeLig,TOKOeLig,2024-01-02 17:44:51,11,440000,178946.68,261053.32,48400.0,488400.0
NTJLCB454AE0F678,TOKOrvYu,TOKOjtqG,2024-01-02 12:42:56,17,680000,276553.95999999996,403446.04000000004,74800.0,754800.0
NTJL71F2148F39F3,TOKOrvYu,TOKOjtqG,2024-01-02 19:40:34,18,720000,292821.83999999997,427178.16000000003,79200.0,799200.0
NTJL0C761D4B0660,TOKOrvYu,TOKOjtqG,2024-01-02 15:23:04,14,560000,227750.31999999998,332249.68000000005,61600.0,621600.0
NTJL73158D144FEF,TOKOrvYu,TOKOjtqG,2024-01-02 17:07:41,19,760000,309089.72,450910.28,83600.0,843600.0
NTJL000E15BBDFAF,TOKOu8EU,TOKOk3CZ,2024-01-02 09:12:55,25,1000000,406697.0,593303.0,110000.0,1110000.0
NTJLA2E46EECB497,TOKOu8EU,TOKOk3CZ,2024-01-02 11:02:45,7,280000,113875.15999999999,166124.84000000003,30800.0,310800.0
NTJL5CFF9F6E415D,TOKOeLig,TOKOeLig,2024-01-02 20:50:51,29,957000,855966.8999999999,101033.1000000001,105270.0,1062270.0
NTJL85BB7E5DBC5D,TOKOeLig,TOKOeLig,2024-01-02 18:02:09,5,165000,147580.5,17419.5,18150.0,183150.0
NTJLEA84FB4CB9EE,TOKOeLig,TOKOeLig,2024-01-02 19:30:42,12,396000,354193.19999999995,41806.80000000005,43560.0,439560.0
NTJL214CCCD7DDBE,TOKOeLig,TOKOeLig,2024-01-02 09:49:57,2,66000,59032.2,6967.800000000003,7260.0,73260.0
NTJL1CF817D3B09C,TOKOeLig,TOKOeLig,2024-01-02 09:11:54,2,66000,59032.2,6967.800000000003,7260.0,73260.0
NTJL4545BF5FA1E5,TOKOrvYu,TOKOjtqG,2024-01-02 08:38:55,30,990000,885483.0,104517.0,108900.0,1098900.0
NTJL957FFACB9689,TOKOrvYu,TOKOjtqG,2024-01-02 09:48:54,3,99000,88548.29999999999,10451.700000000012,10890.0,109890.0
NTJLB4D7502FDFC8,TOKOrvYu,TOKOjtqG,2024-01-02 16:45:15,1,33000,29516.1,3483.9000000000015,3630.0,36630.0
NTJLAC7D0873959C,TOKOrvYu,TOKOjtqG,2024-01-02 19:27:50,2,66000,59032.2,6967.800000000003,7260.0,73260.0
NTJL08BFEF873E7A,TOKOu8EU,TOKOk3CZ,2024-01-02 11:00:12,15,495000,442741.5,52258.5,54450.0,549450.0
NTJL44B0CA8F4685,TOKOu8EU,TOKOk3CZ,2024-01-02 18:01:32,13,429000,383709.3,45290.70000000001,47190.0,476190.0
NTJL2E565679BDE2,TOKOu8EU,TOKOk3CZ,2024-01-02 18:40:52,15,495000,442741.5,52258.5,54450.0,549450.0
NTJLB8BF919DBB00,TOKOu8EU,TOKOk3CZ,2024-01-02 20:42:17,7,231000,206612.69999999998,24387.300000000017,25410.0,256410.0
NTJL4FD01BA286C7,TOKOeLig,TOKOeLig,2024-01-03 20:35:15,17,680000,276553.95999999996,403446.04000000004,74800.0,754800.0
NTJL8FEC996F3B7E,TOKOeLig,TOKOeLig,2024-01-03 15:54:14,5,200000,81339.4,118660.6,22000.0,222000.0
NTJL812CFB3C157B,TOKOrvYu,TOKOjtqG,2024-01-03 19:02:30,1,40000,16267.88,23732.120000000003,4400.0,44400.0
NTJL991A47E53F00,TOKOrvYu,TOKOjtqG,2024-01-03 14:24:17,6,240000,97607.28,142392.72,26400.0,266400.0
NTJL65C9A4ECA513,TOKOrvYu,TOKOjtqG,2024-01-03 09:16:31,30,1200000,488036.39999999997,711963.6000000001,132000.0,1332000.0
NTJLE9461F1AC3F2,TOKOu8EU,TOKOk3CZ,2024-01-03 19:30:14,4,160000,65071.52,94928.48000000001,17600.0,177600.0
NTJL5CAAAC95178D,TOKOu8EU,TOKOk3CZ,2024-01-03 17:26:35,30,1200000,488036.39999999997,711963.6000000001,132000.0,1332000.0
NTJL19D8E3155528,TOKOu8EU,TOKOk3CZ,2024-01-03 15:30:19,20,800000,325357.6,474642.4,88000.0,888000.0
NTJL6F7248D27494,TOKOu8EU,TOKOk3CZ,2024-01-03 14:21:10,13,520000,211482.44,308517.56,57200.0,577200.0
NTJL4967A87BD83F,TOKOu8EU,TOKOk3CZ,2024-01-03 08:59:57,28,1120000,455500.63999999996,664499.3600000001,123200.0,1243200.0
NTJLFCE48297D237,TOKOeLig,TOKOeLig,2024-01-03 12:39:12,22,726000,657416.2000000001,68583.79999999993,79860.0,805860.0
NTJLAF7A1DD67DF0,TOKOeLig,TOKOeLig,2024-01-03 12:02:31,22,726000,657416.2000000001,68583.79999999993,79860.0,805860.0
NTJLFA07641DA270,TOKOeLig,TOKOeLig,2024-01-03 17:58:10,4,132000,119530.21818181819,12469.781818181815,14520.0,146520.0
NTJLC505955AF160,TOKOeLig,TOKOeLig,2024-01-03 14:05:28,1,33000,29882.554545454546,3117.4454545454537,3630.0,36630.0
NTJL0BEF40F7F876,TOKOrvYu,TOKOjtqG,2024-01-03 15:46:05,26,858000,776946.4181818182,81053.58181818179,94380.0,952380.0
NTJL2C87F7694D49,TOKOrvYu,TOKOjtqG,2024-01-03 08:52:49,3,99000,89647.66363636364,9352.336363636365,10890.0,109890.0
NTJLB6EB2C5064A0,TOKOrvYu,TOKOjtqG,2024-01-03 13:42:12,14,462000,418355.76363636367,43644.23636363633,50820.0,512820.0
NTJL1E393195FB6B,TOKOrvYu,TOKOjtqG,2024-01-03 10:09:43,5,165000,149412.77272727274,15587.227272727265,18150.0,183150.0
NTJL00C84A60888F,TOKOu8EU,TOKOk3CZ,2024-01-03 12:00:28,19,627000,567768.5363636364,59231.463636363624,68970.0,695970.0
NTJL1960A77FC94E,TOKOu8EU,TOKOk3CZ,2024-01-03 14:26:48,26,858000,776946.4181818182,81053.58181818179,94380.0,952380.0
NTJLD69086F5EBD9,TOKOu8EU,TOKOk3CZ,2024-01-03 15:41:11,2,66000,59765.10909090909,6234.890909090907,7260.0,73260.0
NTJL8848B096BB50,TOKOu8EU,TOKOk3CZ,2024-01-03 16:01:35,1,33000,29882.554545454546,3117.4454545454537,3630.0,36630.0
NTJL02292ED9A622,TOKOu8EU,TOKOk3CZ,2024-01-03 11:25:46,2,66000,59765.10909090909,6234.890909090907,7260.0,73260.0
NTJLD7940F29D45D,TOKOeLig,TOKOeLig,2024-01-04 19:33:18,26,1040000,422964.88,617035.12,114400.0,1154400.0
NTJL61287BCB6BBE,TOKOeLig,TOKOeLig,2024-01-04 10:22:29,15,600000,244018.19999999998,355981.80000000005,66000.0,666000.0
NTJL8F36FCF5AC36,TOKOrvYu,TOKOjtqG,2024-01-04 15:23:41,19,760000,309089.72,450910.28,83600.0,843600.0
NTJLCEF996EC54EE,TOKOrvYu,TOKOjtqG,2024-01-04 18:14:58,15,600000,244018.19999999998,355981.80000000005,66000.0,666000.0
NTJL68D48435B564,TOKOrvYu,TOKOjtqG,2024-01-04 08:27:26,13,520000,211482.44,308517.56,57200.0,577200.0
NTJLBC8FBA350F2F,TOKOu8EU,TOKOk3CZ,2024-01-04 12:43:33,30,1200000,488036.39999999997,711963.6000000001,132000.0,1332000.0
NTJLD9C5753DC6CE,TOKOu8EU,TOKOk3CZ,2024-01-04 09:42:57,21,840000,341625.48,498374.52,92400.0,932400.0
NTJL679B8EB056BC,TOKOu8EU,TOKOk3CZ,2024-01-04 08:52:41,15,600000,244018.19999999998,355981.80000000005,66000.0,666000.0
NTJL39E5E0C8CDAD,TOKOu8EU,TOKOk3CZ,2024-01-04 14:04:32,11,440000,178946.68,261053.32,48400.0,488400.0
NTJL09AE8BE977D8,TOKOeLig,TOKOeLig,2024-01-04 12:12:58,22,726000,657416.2000000001,68583.79999999993,79860.0,805860.0
NTJLA7D95A09F56E,TOKOeLig,TOKOeLig,2024-01-04 08:14:31,1,33000,29882.554545454546,3117.4454545454537,3630.0,36630.0
NTJL7D6B5069E4DB,TOKOeLig,TOKOeLig,2024-01-04 13:07:27,19,627000,567768.5363636364,59231.463636363624,68970.0,695970.0
NTJL1B3EAB4ACC6E,TOKOrvYu,TOKOjtqG,2024-01-04 09:25:57,7,231000,209177.88181818184,21822.118181818165,25410.0,256410.0
NTJLAE8DF11B1251,TOKOrvYu,TOKOjtqG,2024-01-04 19:11:01,22,726000,657416.2000000001,68583.79999999993,79860.0,805860.0
NTJL58B46932BE2D,TOKOrvYu,TOKOjtqG,2024-01-04 15:18:22,13,429000,388473.2090909091,40526.790909090894,47190.0,476190.0
NTJL155B343FE4D7,TOKOrvYu,TOKOjtqG,2024-01-04 12:08:01,2,66000,59765.10909090909,6234.890909090907,7260.0,73260.0
NTJL83AE7BE1BE0F,TOKOu8EU,TOKOk3CZ,2024-01-04 11:22:06,3,99000,89647.66363636364,9352.336363636365,10890.0,109890.0
NTJL411D56EBCBC6,TOKOu8EU,TOKOk3CZ,2024-01-04 12:45:29,18,594000,537885.9818181818,56114.01818181819,65340.0,659340.0
NTJLD7D7FC64D973,TOKOu8EU,TOKOk3CZ,2024-01-04 14:37:14,15,495000,448238.3181818182,46761.68181818182,54450.0,549450.0
NTJLA9CA7600F337,TOKOu8EU,TOKOk3CZ,2024-01-04 16:49:22,7,231000,209177.88181818184,21822.118181818165,25410.0,256410.0
NTJL10E45A10EFF5,TOKOeLig,TOKOeLig,2024-01-05 15:22:31,6,240000,97607.28,142392.72,26400.0,266400.0
NTJL5919734A89AA,TOKOeLig,TOKOeLig,2024-01-05 10:37:05,28,1120000,455500.63999999996,664499.3600000001,123200.0,1243200.0
NTJLD1BE54978ADE,TOKOeLig,TOKOeLig,2024-01-05 12:40:24,9,360000,146410.91999999998,213589.08000000002,39600.0,399600.0
NTJLA5C22689D3DF,TOKOeLig,TOKOeLig,2024-01-05 09:27:36,21,840000,341625.48,498374.52,92400.0,932400.0
NTJL981B13AD88A9,TOKOeLig,TOKOeLig,2024-01-05 20:32:28,27,1080000,439232.75999999995,640767.24,118800.0,1198800.0
NTJL0E2EDF48C512,TOKOrvYu,TOKOjtqG,2024-01-05 12:13:27,12,480000,195214.56,284785.44,52800.0,532800.0
NTJL24462A10065E,TOKOrvYu,TOKOjtqG,2024-01-05 14:42:29,27,1080000,439232.75999999995,640767.24,118800.0,1198800.0
NTJL2D22817A0FC8,TOKOrvYu,TOKOjtqG,2024-01-05 18:34:16,22,880000,357893.36,522106.64,96800.0,976800.0
NTJLC6BCD425703B,TOKOrvYu,TOKOjtqG,2024-01-05 15:12:35,16,640000,260286.08,379713.92000000004,70400.0,710400.0
NTJL666E44557183,TOKOu8EU,TOKOk3CZ,2024-01-05 19:42:00,7,280000,113875.15999999999,166124.84000000003,30800.0,310800.0
NTJLFEDCD6B5F97E,TOKOu8EU,TOKOk3CZ,2024-01-05 10:53:30,18,720000,292821.83999999997,427178.16000000003,79200.0,799200.0
NTJL7169C4D726AE,TOKOu8EU,TOKOk3CZ,2024-01-05 08:53:41,22,880000,357893.36,522106.64,96800.0,976800.0
NTJL26F2D9BE0232,TOKOu8EU,TOKOk3CZ,2024-01-05 20:54:18,9,360000,146410.91999999998,213589.08000000002,39600.0,399600.0
NTJL307B6D57C690,TOKOu8EU,TOKOk3CZ,2024-01-05 16:14:45,8,320000,130143.04,189856.96000000002,35200.0,355200.0
NTJL82DB810F1F65,TOKOeLig,TOKOeLig,2024-01-05 09:51:35,2,66000,60122.95294117647,5877.047058823533,7260.0,73260.0
NTJL2085C4CA7770,TOKOeLig,TOKOeLig,2024-01-05 17:14:24,16,528000,480983.62352941174,47016.376470588264,58080.0,586080.0
NTJLC1F93A7472D9,TOKOrvYu,TOKOjtqG,2024-01-05 12:12:55,19,627000,571168.0529411765,55831.94705882354,68970.0,695970.0
NTJLA49315F167D0,TOKOrvYu,TOKOjtqG,2024-01-05 14:30:19,2,66000,60122.95294117647,5877.047058823533,7260.0,73260.0
NTJLAE18787DBF40,TOKOu8EU,TOKOk3CZ,2024-01-05 09:24:59,2,66000,60122.95294117647,5877.047058823533,7260.0,73260.0
NTJL8F85D3238A51,TOKOu8EU,TOKOk3CZ,2024-01-05 12:46:22,14,462000,420860.67058823525,41139.329411764746,50820.0,512820.0
NTJL52563F01CB50,TOKOu8EU,TOKOk3CZ,2024-01-05 14:56:39,20,660000,601229.5294117647,58770.4705882353,72600.0,732600.0
NTJLC8049C538FD9,TOKOeLig,TOKOeLig,2024-01-06 14:32:16,21,840000,341625.48,498374.52,92400.0,932400.0
NTJLC855B8569862,TOKOeLig,TOKOeLig,2024-01-06 12:02:29,27,1080000,439232.75999999995,640767.24,118800.0,1198800.0
NTJL4D0E02D96C46,TOKOeLig,TOKOeLig,2024-01-06 08:39:13,21,840000,341625.48,498374.52,92400.0,932400.0
NTJL370D890A4706,TOKOeLig,TOKOeLig,2024-01-06 08:57:12,15,600000,244018.19999999998,355981.80000000005,66000.0,666000.0
NTJLF9BB4F8C9539,TOKOeLig,TOKOeLig,2024-01-06 12:29:17,15,600000,244018.19999999998,355981.80000000005,66000.0,666000.0
NTJL2BCCC45C4509,TOKOrvYu,TOKOjtqG,2024-01-06 18:57:17,12,480000,195214.56,284785.44,52800.0,532800.0
NTJLF8A075071375,TOKOrvYu,TOKOjtqG,2024-01-06 09:21:22,8,320000,130143.04,189856.96000000002,35200.0,355200.0
NTJLF04E8BE90A23,TOKOrvYu,TOKOjtqG,2024-01-06 08:25:07,6,240000,97607.28,142392.72,26400.0,266400.0
NTJL33D1245F161C,TOKOrvYu,TOKOjtqG,2024-01-06 12:44:22,24,960000,390429.12,569570.88,105600.0,1065600.0
NTJLBF305951ECF9,TOKOu8EU,TOKOk3CZ,2024-01-06 14:51:19,11,440000,178946.68,261053.32,48400.0,488400.0
NTJLAA398ED4AEC8,TOKOu8EU,TOKOk3CZ,2024-01-06 15:49:35,11,440000,178946.68,261053.32,48400.0,488400.0
NTJLE33B254D9083,TOKOeLig,TOKOeLig,2024-01-06 14:07:17,12,396000,360737.7176470588,35262.28235294123,43560.0,439560.0
NTJL2760B7E77EA1,TOKOeLig,TOKOeLig,2024-01-06 08:34:42,1,33000,30061.476470588233,2938.5235294117665,3630.0,36630.0
NTJL26D65A58820B,TOKOeLig,TOKOeLig,2024-01-06 11:47:19,8,264000,240491.81176470587,23508.188235294132,29040.0,293040.0
NTJL8770DFD301D4,TOKOeLig,TOKOeLig,2024-01-06 17:03:10,14,462000,420860.67058823525,41139.329411764746,50820.0,512820.0
NTJLBE415B1CDA4E,TOKOrvYu,TOKOjtqG,2024-01-06 10:29:52,10,330000,300614.76470588235,29385.23529411765,36300.0,366300.0
NTJL676B24094CAB,TOKOrvYu,TOKOjtqG,2024-01-06 15:06:58,15,495000,450922.1470588235,44077.852941176505,54450.0,549450.0
NTJL1823BBAFA210,TOKOrvYu,TOKOjtqG,2024-01-06 14:10:25,6,198000,180368.8588235294,17631.141176470614,21780.0,219780.0
NTJL5DB4BB1C1BBE,TOKOrvYu,TOKOjtqG,2024-01-06 20:46:11,2,66000,60122.95294117647,5877.047058823533,7260.0,73260.0
NTJL410FF70E0531,TOKOrvYu,TOKOjtqG,2024-01-06 11:56:37,4,132000,120245.90588235293,11754.094117647066,14520.0,146520.0
NTJLC369926688A8,TOKOu8EU,TOKOk3CZ,2024-01-06 15:34:20,21,693000,631291.0058823529,61708.99411764706,76230.0,769230.0
NTJL12921EF3D592,TOKOeLig,TOKOeLig,2024-01-07 14:34:07,15,600000,244018.19999999998,355981.80000000005,66000.0,666000.0
NTJL8093E5736BBE,TOKOeLig,TOKOeLig,2024-01-07 11:36:12,6,240000,97607.28,142392.72,26400.0,266400.0
NTJL5CEF316C32F5,TOKOeLig,TOKOeLig,2024-01-07 08:28:14,1,40000,16267.88,23732.120000000003,4400.0,44400.0
NTJL0A5D17D254CC,TOKOrvYu,TOKOjtqG,2024-01-07 12:40:38,28,1120000,455500.63999999996,664499.3600000001,123200.0,1243200.0
NTJL5408AC09CFB2,TOKOrvYu,TOKOjtqG,2024-01-07 18:23:47,23,920000,374161.24,545838.76,101200.0,1021200.0
NTJL1B5EAB9E9900,TOKOrvYu,TOKOjtqG,2024-01-07 17:05:26,12,480000,195214.56,284785.44,52800.0,532800.0
NTJL19A80702A8DC,TOKOrvYu,TOKOjtqG,2024-01-07 15:11:41,21,840000,341625.48,498374.52,92400.0,932400.0
NTJL5E5659FAD0D3,TOKOrvYu,TOKOjtqG,2024-01-07 20:39:26,1,40000,16267.88,23732.120000000003,4400.0,44400.0
NTJLB6F320865FBE,TOKOu8EU,TOKOk3CZ,2024-01-07 20:52:25,27,1080000,439232.75999999995,640767.24,118800.0,1198800.0
NTJL57E41E342577,TOKOu8EU,TOKOk3CZ,2024-01-07 19:52:25,1,40000,16267.88,23732.120000000003,4400.0,44400.0
NTJL7DCD2E19816B,TOKOu8EU,TOKOk3CZ,2024-01-07 12:55:39,25,1000000,406697.0,593303.0,110000.0,1110000.0
NTJL225129207C70,TOKOu8EU,TOKOk3CZ,2024-01-07 14:45:16,21,840000,341625.48,498374.52,92400.0,932400.0
NTJL401A2E2246FA,TOKOeLig,TOKOeLig,2024-01-07 12:36:50,3,99000,90184.4294117647,8815.570588235307,10890.0,109890.0
NTJL84AE9575D7D5,TOKOeLig,TOKOeLig,2024-01-07 11:59:04,12,396000,360737.7176470588,35262.28235294123,43560.0,439560.0
NTJL35EB864FE8AF,TOKOrvYu,TOKOjtqG,2024-01-07 10:36:45,15,495000,450922.1470588235,44077.852941176505,54450.0,549450.0
NTJLE7F151C7AA0A,TOKOrvYu,TOKOjtqG,2024-01-07 11:54:07,23,759000,691413.9588235294,67586.04117647058,83490.0,842490.0
NTJLB34E2AD3B5F5,TOKOrvYu,TOKOjtqG,2024-01-07 19:06:09,4,132000,120245.90588235293,11754.094117647066,14520.0,146520.0
NTJL5C5DA1E2A3AD,TOKOu8EU,TOKOk3CZ,2024-01-07 16:40:04,24,792000,721475.4352941175,70524.56470588245,87120.0,879120.0
NTJL7FD971CAA59C,TOKOu8EU,TOKOk3CZ,2024-01-07 09:09:51,4,132000,120245.90588235293,11754.094117647066,14520.0,146520.0
NTJLB6C8B28E4B81,TOKOu8EU,TOKOk3CZ,2024-01-07 17:10:59,9,297000,270553.2882352941,26446.71176470589,32670.0,329670.0
NTJL9602DB90AC46,TOKOu8EU,TOKOk3CZ,2024-01-07 15:53:34,8,264000,240491.81176470587,23508.188235294132,29040.0,293040.0
NTJL2494E46EF9B9,TOKOu8EU,TOKOk3CZ,2024-01-07 12:31:04,1,33000,30061.476470588233,2938.5235294117665,3630.0,36630.0
NTJLE303AA0A688E,TOKOeLig,TOKOeLig,2024-01-08 11:42:52,22,880000,357893.36,522106.64,96800.0,976800.0
NTJL2CBAF3AA8E48,TOKOeLig,TOKOeLig,2024-01-08 18:48:22,7,280000,113875.15999999999,166124.84000000003,30800.0,310800.0
NTJL7CE9F7D9D647,TOKOrvYu,TOKOjtqG,2024-01-08 14:20:45,3,120000,48803.64,71196.36,13200.0,133200.0
NTJL7783AB2803BB,TOKOrvYu,TOKOjtqG,2024-01-08 11:10:54,2,80000,32535.76,47464.240000000005,8800.0,88800.0
NTJLFE7F2AF42C43,TOKOu8EU,TOKOk3CZ,2024-01-08 19:59:53,2,80000,32535.76,47464.240000000005,8800.0,88800.0
NTJL9BF1E99411EE,TOKOu8EU,TOKOk3CZ,2024-01-08 18:59:18,7,280000,113875.15999999999,166124.84000000003,30800.0,310800.0
NTJLF7ACB739F8FD,TOKOeLig,TOKOeLig,2024-01-08 09:04:50,10,330000,302053.26086956525,27946.739130434755,36300.0,366300.0
NTJL0A0FF4CBE337,TOKOeLig,TOKOeLig,2024-01-08 08:31:13,23,759000,694722.5,64277.5,83490.0,842490.0
NTJL35E12DDA3AAE,TOKOeLig,TOKOeLig,2024-01-08 17:24:58,4,132000,120821.3043478261,11178.695652173905,14520.0,146520.0
NTJLE54342A5A5CB,TOKOeLig,TOKOeLig,2024-01-08 14:54:30,3,99000,90615.97826086957,8384.021739130432,10890.0,109890.0
NTJL689CC305874C,TOKOrvYu,TOKOjtqG,2024-01-08 09:39:30,2,66000,60410.65217391305,5589.347826086952,7260.0,73260.0
NTJL85793AE6ED9F,TOKOrvYu,TOKOjtqG,2024-01-08 16:38:32,26,858000,785338.4782608696,72661.52173913037,94380.0,952380.0
NTJL546687E23581,TOKOrvYu,TOKOjtqG,2024-01-08 18:04:46,17,561000,513490.5434782609,47509.45652173908,61710.0,622710.0
NTJL6E4EC551FFCC,TOKOrvYu,TOKOjtqG,2024-01-08 18:50:17,4,132000,120821.3043478261,11178.695652173905,14520.0,146520.0
NTJL9EE52BEB6CE7,TOKOrvYu,TOKOjtqG,2024-01-08 09:52:11,7,231000,211437.28260869568,19562.717391304323,25410.0,256410.0
NTJLC500D1892F21,TOKOu8EU,TOKOk3CZ,2024-01-08 18:52:45,8,264000,241642.6086956522,22357.39130434781,29040.0,293040.0
NTJLD9256E403E35,TOKOu8EU,TOKOk3CZ,2024-01-08 11:59:47,24,792000,724927.8260869565,67072.17391304346,87120.0,879120.0
NTJL64BE943787A8,TOKOu8EU,TOKOk3CZ,2024-01-08 19:26:07,21,693000,634311.847826087,58688.15217391297,76230.0,769230.0
NTJLF154AFE8872A,TOKOu8EU,TOKOk3CZ,2024-01-08 15:26:50,1,33000,30205.326086956524,2794.673913043476,3630.0,36630.0
NTJL1BA085C9DA2D,TOKOeLig,TOKOeLig,2024-01-09 14:16:46,19,760000,309089.72,450910.28,83600.0,843600.0
NTJLD7B710CBF38F,TOKOeLig,TOKOeLig,2024-01-09 09:59:25,3,120000,48803.64,71196.36,13200.0,133200.0
NTJL7939EA3A2A02,TOKOrvYu,TOKOjtqG,2024-01-09 09:57:53,8,320000,130143.04,189856.96000000002,35200.0,355200.0
NTJLF05E0836F0F6,TOKOrvYu,TOKOjtqG,2024-01-09 20:59:58,19,760000,309089.72,450910.28,83600.0,843600.0
NTJL760B90197DE4,TOKOrvYu,TOKOjtqG,2024-01-09 10:39:53,25,1000000,406697.0,593303.0,110000.0,1110000.0
NTJL37F39E5FC5E4,TOKOrvYu,TOKOjtqG,2024-01-09 15:50:53,16,640000,260286.08,379713.92000000004,70400.0,710400.0
NTJL831AE90B16D0,TOKOrvYu,TOKOjtqG,2024-01-09 12:05:13,16,640000,260286.08,379713.92000000004,70400.0,710400.0
NTJL606CD3BFE8F7,TOKOu8EU,TOKOk3CZ,2024-01-09 20:15:51,19,760000,309089.72,450910.28,83600.0,843600.0
NTJL90124EC5E5AD,TOKOu8EU,TOKOk3CZ,2024-01-09 19:22:01,1,40000,16267.88,23732.120000000003,4400.0,44400.0
NTJL663C4FFA4D1A,TOKOu8EU,TOKOk3CZ,2024-01-09 19:27:06,5,200000,81339.4,118660.6,22000.0,222000.0
NTJL2839CF5AC296,TOKOeLig,TOKOeLig,2024-01-09 18:54:19,5,165000,151026.63043478262,13973.369565217377,18150.0,183150.0
NTJL32CFEEB102BE,TOKOeLig,TOKOeLig,2024-01-09 20:25:49,18,594000,543695.8695652174,50304.13043478259,65340.0,659340.0
NTJL8745FBDFB2FD,TOKOeLig,TOKOeLig,2024-01-09 18:31:06,18,594000,543695.8695652174,50304.13043478259,65340.0,659340.0
NTJL7DBEF905D06B,TOKOeLig,TOKOeLig,2024-01-09 19:25:31,10,330000,302053.26086956525,27946.739130434755,36300.0,366300.0
NTJL906E54308825,TOKOrvYu,TOKOjtqG,2024-01-09 16:55:41,5,165000,151026.63043478262,13973.369565217377,18150.0,183150.0
NTJLFBAD8B5560C2,TOKOrvYu,TOKOjtqG,2024-01-09 13:07:48,1,33000,30205.326086956524,2794.673913043476,3630.0,36630.0
