ID_TRANSFER_BARANG,ID_USERS_PENGIRIM,ID_USERS_PENERIMA,KD_LOKASI_ASAL,KD_LOKASI_TUJUAN,WAKTU_PESAN_TRANSFER,WAKTU_KIRIM_TRANSFER,WAKTU_SELESAI_TRANSFER,STATUS
TRFR9FD5EE6449B6,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-14 22:00:00,2024-01-14 23:00:00,2024-01-15 00:00:00,SELESAI
TRFRE74B9FAC1504,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-14 22:00:00,2024-01-14 23:00:00,2024-01-15 00:00:00,SELESAI
TRFRFC7D394A503F,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-15 22:00:00,2024-01-15 23:00:00,2024-01-16 00:00:00,SELESAI
TRFR3BA128E02A51,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-15 22:00:00,2024-01-15 23:00:00,2024-01-16 00:00:00,SELESAI
TRFR3CE6BB776878,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-16 22:00:00,2024-01-16 23:00:00,2024-01-17 00:00:00,SELESAI
TRFR663562A1132A,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-16 22:00:00,2024-01-16 23:00:00,2024-01-17 00:00:00,SELESAI
TRFR44221B9C575D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-17 22:00:00,2024-01-17 23:00:00,2024-01-18 00:00:00,SELESAI
TRFR2609626E1CA1,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-17 22:00:00,2024-01-17 23:00:00,2024-01-18 00:00:00,SELESAI
TRFR591C5BF1505C,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-18 22:00:00,2024-01-18 23:00:00,2024-01-19 00:00:00,SELESAI
TRFR95649BE1ABBB,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-18 22:00:00,2024-01-18 23:00:00,2024-01-19 00:00:00,SELESAI
TRFR33E24A618A9C,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-18 22:00:00,2024-01-18 23:00:00,2024-01-19 00:00:00,SELESAI
TRFR77110DACDFDE,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-19 22:00:00,2024-01-19 23:00:00,2024-01-20 00:00:00,SELESAI
TRFRE9EE62FBADAE,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-19 22:00:00,2024-01-19 23:00:00,2024-01-20 00:00:00,SELESAI
TRFR02FF2538035A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-19 22:00:00,2024-01-19 23:00:00,2024-01-20 00:00:00,SELESAI
TRFR00C9A56F9C2F,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-19 22:00:00,2024-01-19 23:00:00,2024-01-20 00:00:00,SELESAI
TRFR6F84ED278D15,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-20 22:00:00,2024-01-20 23:00:00,2024-01-21 00:00:00,SELESAI
TRFRC2BA84CA5852,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-20 22:00:00,2024-01-20 23:00:00,2024-01-21 00:00:00,SELESAI
TRFREFB0C59DA0DE,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-21 22:00:00,2024-01-21 23:00:00,2024-01-22 00:00:00,SELESAI
TRFR197AD8D20800,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-21 22:00:00,2024-01-21 23:00:00,2024-01-22 00:00:00,SELESAI
TRFRC28C65A7EB67,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-22 22:00:00,2024-01-22 23:00:00,2024-01-23 00:00:00,SELESAI
TRFRD5A9FD0B61B4,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-22 22:00:00,2024-01-22 23:00:00,2024-01-23 00:00:00,SELESAI
TRFREBA5EEDE821E,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-23 22:00:00,2024-01-23 23:00:00,2024-01-24 00:00:00,SELESAI
TRFR014BBB387D91,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-23 22:00:00,2024-01-23 23:00:00,2024-01-24 00:00:00,SELESAI
TRFRCFBE0AD07226,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-24 22:00:00,2024-01-24 23:00:00,2024-01-25 00:00:00,SELESAI
TRFRAC8EE4016607,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-24 22:00:00,2024-01-24 23:00:00,2024-01-25 00:00:00,SELESAI
TRFRE20EDA92419F,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-24 22:00:00,2024-01-24 23:00:00,2024-01-25 00:00:00,SELESAI
TRFR80CCAA79E6E4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-25 22:00:00,2024-01-25 23:00:00,2024-01-26 00:00:00,SELESAI
TRFR177D3473DB40,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-25 22:00:00,2024-01-25 23:00:00,2024-01-26 00:00:00,SELESAI
TRFR60073446C943,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-25 22:00:00,2024-01-25 23:00:00,2024-01-26 00:00:00,SELESAI
TRFREB224DA1D0BE,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-26 22:00:00,2024-01-26 23:00:00,2024-01-27 00:00:00,SELESAI
TRFRB83D6F9AD86B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-27 22:00:00,2024-01-27 23:00:00,2024-01-28 00:00:00,SELESAI
TRFR276D3417A842,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-27 22:00:00,2024-01-27 23:00:00,2024-01-28 00:00:00,SELESAI
TRFRAB37571BD47F,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-27 22:00:00,2024-01-27 23:00:00,2024-01-28 00:00:00,SELESAI
TRFRCC3E851ABAB4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-28 22:00:00,2024-01-28 23:00:00,2024-01-29 00:00:00,SELESAI
TRFR1DE60092350E,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-28 22:00:00,2024-01-28 23:00:00,2024-01-29 00:00:00,SELESAI
TRFR2F15E58B6C6B,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-28 22:00:00,2024-01-28 23:00:00,2024-01-29 00:00:00,SELESAI
TRFR3F37B31A7477,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-29 22:00:00,2024-01-29 23:00:00,2024-01-30 00:00:00,SELESAI
TRFR8228A9FB14F2,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-29 22:00:00,2024-01-29 23:00:00,2024-01-30 00:00:00,SELESAI
TRFR2141822EC6C2,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-29 22:00:00,2024-01-29 23:00:00,2024-01-30 00:00:00,SELESAI
TRFR8D1D77C0BA6B,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-30 22:00:00,2024-01-30 23:00:00,2024-01-31 00:00:00,SELESAI
TRFR2DBD89A025D4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-31 22:00:00,2024-01-31 23:00:00,2024-02-01 00:00:00,SELESAI
TRFR0476AF005221,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-31 22:00:00,2024-01-31 23:00:00,2024-02-01 00:00:00,SELESAI
TRFRB90C902E78C1,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-31 22:00:00,2024-01-31 23:00:00,2024-02-01 00:00:00,SELESAI
TRFRA13604B5AC46,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-01 22:00:00,2024-02-01 23:00:00,2024-02-02 00:00:00,SELESAI
TRFREC5FF72258D4,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-01 22:00:00,2024-02-01 23:00:00,2024-02-02 00:00:00,SELESAI
TRFRC794673A3AC8,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-01 22:00:00,2024-02-01 23:00:00,2024-02-02 00:00:00,SELESAI
TRFR1E9E84EBDE07,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-02 22:00:00,2024-02-02 23:00:00,2024-02-03 00:00:00,SELESAI
TRFR4DAD2F365F9A,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-02 22:00:00,2024-02-02 23:00:00,2024-02-03 00:00:00,SELESAI
TRFRCD3A80B28904,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-02 22:00:00,2024-02-02 23:00:00,2024-02-03 00:00:00,SELESAI
TRFR1B325ECF0FD4,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-03 22:00:00,2024-02-03 23:00:00,2024-02-04 00:00:00,SELESAI
TRFRFA8069BE554D,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-03 22:00:00,2024-02-03 23:00:00,2024-02-04 00:00:00,SELESAI
TRFR8479AA0FF816,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-04 22:00:00,2024-02-04 23:00:00,2024-02-05 00:00:00,SELESAI
TRFR095C18873BB2,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-04 22:00:00,2024-02-04 23:00:00,2024-02-05 00:00:00,SELESAI
TRFR5DC9F286B565,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-04 22:00:00,2024-02-04 23:00:00,2024-02-05 00:00:00,SELESAI
TRFR53E2598A4504,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-04 22:00:00,2024-02-04 23:00:00,2024-02-05 00:00:00,SELESAI
TRFRA59D536C04B6,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-05 22:00:00,2024-02-05 23:00:00,2024-02-06 00:00:00,SELESAI
TRFRFDD1B58EF9B6,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-05 22:00:00,2024-02-05 23:00:00,2024-02-06 00:00:00,SELESAI
TRFRA0E745F60FE4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-05 22:00:00,2024-02-05 23:00:00,2024-02-06 00:00:00,SELESAI
TRFRD55CBC7917B3,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-05 22:00:00,2024-02-05 23:00:00,2024-02-06 00:00:00,SELESAI
TRFRC6521DF5C61B,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-06 22:00:00,2024-02-06 23:00:00,2024-02-07 00:00:00,SELESAI
TRFR4870F49BFDC4,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-06 22:00:00,2024-02-06 23:00:00,2024-02-07 00:00:00,SELESAI
TRFR00F867720A2A,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-07 22:00:00,2024-02-07 23:00:00,2024-02-08 00:00:00,SELESAI
TRFR519FB5488CB0,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-08 22:00:00,2024-02-08 23:00:00,2024-02-09 00:00:00,SELESAI
TRFR20CCA82ED175,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-08 22:00:00,2024-02-08 23:00:00,2024-02-09 00:00:00,SELESAI
TRFRF4FDBB36B75B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-09 22:00:00,2024-02-09 23:00:00,2024-02-10 00:00:00,SELESAI
TRFR90291A032CD3,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-09 22:00:00,2024-02-09 23:00:00,2024-02-10 00:00:00,SELESAI
TRFR16A4E89E88B1,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-10 22:00:00,2024-02-10 23:00:00,2024-02-11 00:00:00,SELESAI
TRFR8F9B3F44A001,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-10 22:00:00,2024-02-10 23:00:00,2024-02-11 00:00:00,SELESAI
TRFR47E5B7B0A012,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-11 22:00:00,2024-02-11 23:00:00,2024-02-12 00:00:00,SELESAI
TRFR05B3B63603B6,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-11 22:00:00,2024-02-11 23:00:00,2024-02-12 00:00:00,SELESAI
TRFR12718D4DFB26,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-11 22:00:00,2024-02-11 23:00:00,2024-02-12 00:00:00,SELESAI
TRFR29D3069DBB97,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-12 22:00:00,2024-02-12 23:00:00,2024-02-13 00:00:00,SELESAI
TRFRFC1BC56C64F6,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-12 22:00:00,2024-02-12 23:00:00,2024-02-13 00:00:00,SELESAI
TRFRC9B5F6A97BEC,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-13 22:00:00,2024-02-13 23:00:00,2024-02-14 00:00:00,SELESAI
TRFR8F8F199DDB25,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-13 22:00:00,2024-02-13 23:00:00,2024-02-14 00:00:00,SELESAI
TRFR8A2A6D718CEE,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-13 22:00:00,2024-02-13 23:00:00,2024-02-14 00:00:00,SELESAI
TRFR292E3FC37B06,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-14 22:00:00,2024-02-14 23:00:00,2024-02-15 00:00:00,SELESAI
TRFRFFB005E4FDD0,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-14 22:00:00,2024-02-14 23:00:00,2024-02-15 00:00:00,SELESAI
TRFRF9B261BB506B,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-14 22:00:00,2024-02-14 23:00:00,2024-02-15 00:00:00,SELESAI
TRFRB0984FD4CE0F,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-15 22:00:00,2024-02-15 23:00:00,2024-02-16 00:00:00,SELESAI
TRFRFBBB4154D078,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-15 22:00:00,2024-02-15 23:00:00,2024-02-16 00:00:00,SELESAI
TRFR037DDAEC8110,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-15 22:00:00,2024-02-15 23:00:00,2024-02-16 00:00:00,SELESAI
TRFRC28106A54AB2,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-16 22:00:00,2024-02-16 23:00:00,2024-02-17 00:00:00,SELESAI
TRFRC53445154B82,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-16 22:00:00,2024-02-16 23:00:00,2024-02-17 00:00:00,SELESAI
TRFRFF967765C640,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-17 22:00:00,2024-02-17 23:00:00,2024-02-18 00:00:00,SELESAI
TRFRCF26237CFA93,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-17 22:00:00,2024-02-17 23:00:00,2024-02-18 00:00:00,SELESAI
TRFR3F721AAE0836,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-17 22:00:00,2024-02-17 23:00:00,2024-02-18 00:00:00,SELESAI
TRFR47C715466993,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-18 22:00:00,2024-02-18 23:00:00,2024-02-19 00:00:00,SELESAI
TRFRA8C438C3E4F1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-19 22:00:00,2024-02-19 23:00:00,2024-02-20 00:00:00,SELESAI
TRFR95A160283726,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-20 22:00:00,2024-02-20 23:00:00,2024-02-21 00:00:00,SELESAI
TRFR5CF44B8C5B44,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-20 22:00:00,2024-02-20 23:00:00,2024-02-21 00:00:00,SELESAI
TRFR712CE68FDA12,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-20 22:00:00,2024-02-20 23:00:00,2024-02-21 00:00:00,SELESAI
TRFRA0ABFBFD842D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-21 22:00:00,2024-02-21 23:00:00,2024-02-22 00:00:00,SELESAI
TRFREF5973FE2376,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-21 22:00:00,2024-02-21 23:00:00,2024-02-22 00:00:00,SELESAI
TRFRFA159BE851D1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-22 22:00:00,2024-02-22 23:00:00,2024-02-23 00:00:00,SELESAI
TRFRE5DDCF8C9BA9,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-22 22:00:00,2024-02-22 23:00:00,2024-02-23 00:00:00,SELESAI
TRFR99A4662809A4,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-22 22:00:00,2024-02-22 23:00:00,2024-02-23 00:00:00,SELESAI
TRFR40BD5D9DCF27,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-23 22:00:00,2024-02-23 23:00:00,2024-02-24 00:00:00,SELESAI
TRFRDBE25F68A425,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-23 22:00:00,2024-02-23 23:00:00,2024-02-24 00:00:00,SELESAI
TRFRDD6283E7A239,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-23 22:00:00,2024-02-23 23:00:00,2024-02-24 00:00:00,SELESAI
TRFRAB50F7DEF167,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-24 22:00:00,2024-02-24 23:00:00,2024-02-25 00:00:00,SELESAI
TRFRE4A997CBA7D4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-24 22:00:00,2024-02-24 23:00:00,2024-02-25 00:00:00,SELESAI
TRFR30B298D8FE0F,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-24 22:00:00,2024-02-24 23:00:00,2024-02-25 00:00:00,SELESAI
TRFR152DF628DC3C,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-25 22:00:00,2024-02-25 23:00:00,2024-02-26 00:00:00,SELESAI
TRFR7ADB272F7D19,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-25 22:00:00,2024-02-25 23:00:00,2024-02-26 00:00:00,SELESAI
TRFR57AEDDC22B28,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-26 22:00:00,2024-02-26 23:00:00,2024-02-27 00:00:00,SELESAI
TRFR60E364E2FDD5,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-26 22:00:00,2024-02-26 23:00:00,2024-02-27 00:00:00,SELESAI
TRFRD79E04ECA6E7,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-27 22:00:00,2024-02-27 23:00:00,2024-02-28 00:00:00,SELESAI
TRFR236708192F5D,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-27 22:00:00,2024-02-27 23:00:00,2024-02-28 00:00:00,SELESAI
TRFRE3C074B0D041,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-27 22:00:00,2024-02-27 23:00:00,2024-02-28 00:00:00,SELESAI
TRFRE1E6B96AC201,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-28 22:00:00,2024-02-28 23:00:00,2024-02-29 00:00:00,SELESAI
TRFR7300F8E58A46,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-29 22:00:00,2024-02-29 23:00:00,2024-03-01 00:00:00,SELESAI
TRFRFD0DB5C57B2D,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-29 22:00:00,2024-02-29 23:00:00,2024-03-01 00:00:00,SELESAI
TRFRDD25718F4343,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-01 22:00:00,2024-03-01 23:00:00,2024-03-02 00:00:00,SELESAI
