ID_NOTA_JUAL,ID_USERS,KD_LOKASI,WAKTU_NOTA,TOTAL_JUAL_BARANG,SUB_TOTAL_JUAL,PAJAK,GRAND_TOTAL,SUB_TOTAL_BELI,GROSS_PROFIT
NOTA000017,TOKOeLig,NsHmYgfe,2024-01-05 15:48:23,8,120000,13200.0,133200.0,38789.44,81210.56
NOTA000022,TOKOeLig,NsHmYgfe,2024-01-06 09:48:45,14,210000,23100.0,233100.0,67881.52,142118.47999999998
NOTA000021,TOKOeLig,NsHmYgfe,2024-01-06 11:40:23,11,165000,18150.0,183150.0,53335.48,111664.51999999999
NOTA000019,TOKOeLig,NsHmYgfe,2024-01-06 16:09:12,8,120000,13200.0,133200.0,38789.44,81210.56
NOTA000020,TOKOeLig,NsHmYgfe,2024-01-06 17:59:27,25,375000,41250.0,416250.0,121217.0,253783.0
NOTA000025,TOKOeLig,NsHmYgfe,2024-01-07 08:14:22,11,165000,18150.0,183150.0,53335.48,111664.51999999999
NOTA000023,TOKOeLig,NsHmYgfe,2024-01-07 18:38:32,6,90000,9900.0,99900.0,29092.08,60907.92
NOTA000024,TOKOeLig,NsHmYgfe,2024-01-07 19:15:19,9,135000,14850.0,149850.0,43638.12,91361.88
NOTA000027,TOKOeLig,NsHmYgfe,2024-01-08 08:12:16,5,75000,8250.0,83250.0,24243.4,50756.6
NOTA000028,TOKOeLig,NsHmYgfe,2024-01-08 09:38:20,10,150000,16500.0,166500.0,48486.8,101513.2
NOTA000029,TOKOeLig,NsHmYgfe,2024-01-08 12:48:27,4,60000,6600.0,66600.0,19394.72,40605.28
NOTA000026,TOKOeLig,NsHmYgfe,2024-01-08 15:26:58,6,90000,9900.0,99900.0,29092.08,60907.92
NOTA000030,TOKOeLig,NsHmYgfe,2024-01-09 16:30:41,24,360000,39600.0,399600.0,116368.32,243631.68
NOTA000031,TOKOeLig,NsHmYgfe,2024-01-09 20:39:12,14,210000,23100.0,233100.0,67881.52,142118.47999999998
NOTA000034,TOKOeLig,NsHmYgfe,2024-01-10 08:54:28,7,105000,11550.0,116550.0,33940.76,71059.23999999999
NOTA000033,TOKOeLig,NsHmYgfe,2024-01-10 11:38:49,19,285000,31350.0,316350.0,92124.92000000001,192875.08
NOTA000035,TOKOeLig,NsHmYgfe,2024-01-10 13:21:35,13,195000,21450.0,216450.0,63032.840000000004,131967.16
NOTA000032,TOKOeLig,NsHmYgfe,2024-01-10 16:34:11,26,390000,42900.0,432900.0,126065.68000000001,263934.32
NOTA000038,TOKOeLig,NsHmYgfe,2024-01-11 08:23:19,9,135000,14850.0,149850.0,43638.12,91361.88
NOTA000037,TOKOeLig,NsHmYgfe,2024-01-11 12:53:43,17,255000,28050.0,283050.0,82427.56,172572.44
NOTA000039,TOKOeLig,NsHmYgfe,2024-01-11 19:22:55,18,270000,29700.0,299700.0,87276.24,182723.76
NOTA000036,TOKOeLig,NsHmYgfe,2024-01-11 20:01:20,21,315000,34650.0,349650.0,101822.28,213177.72
NOTA000040,TOKOeLig,NsHmYgfe,2024-01-12 08:23:44,17,255000,28050.0,283050.0,82427.56,172572.44
NOTA000041,TOKOeLig,NsHmYgfe,2024-01-12 13:14:13,12,180000,19800.0,199800.0,58184.16,121815.84
NOTA000043,TOKOeLig,NsHmYgfe,2024-01-13 08:58:54,30,450000,49500.0,499500.0,145460.40000000002,304539.6
NOTA000042,TOKOeLig,NsHmYgfe,2024-01-13 11:41:09,30,450000,49500.0,499500.0,145460.40000000002,304539.6
NOTA000045,TOKOeLig,NsHmYgfe,2024-01-13 12:41:24,15,225000,24750.0,249750.0,72730.20000000001,152269.8
NOTA000044,TOKOeLig,NsHmYgfe,2024-01-13 19:20:14,12,180000,19800.0,199800.0,58184.16,121815.84
NOTA000048,TOKOeLig,NsHmYgfe,2024-01-14 12:08:17,3,45000,4950.0,49950.0,14546.04,30453.96
NOTA000049,TOKOeLig,NsHmYgfe,2024-01-14 14:45:29,27,405000,44550.0,449550.0,130914.36000000002,274085.64
NOTA000047,TOKOeLig,NsHmYgfe,2024-01-14 14:52:09,9,135000,14850.0,149850.0,43638.12,91361.88
NOTA000050,TOKOeLig,NsHmYgfe,2024-01-14 18:49:14,14,210000,23100.0,233100.0,67881.52,142118.47999999998
NOTA000046,TOKOeLig,NsHmYgfe,2024-01-14 20:32:33,8,120000,13200.0,133200.0,38789.44,81210.56
NOTA000052,TOKOeLig,NsHmYgfe,2024-01-15 12:19:31,17,255000,28050.0,283050.0,82427.56,172572.44
NOTA000051,TOKOeLig,NsHmYgfe,2024-01-15 17:46:06,30,450000,49500.0,499500.0,145460.40000000002,304539.6
NOTA000055,TOKOeLig,NsHmYgfe,2024-01-16 08:14:33,14,210000,23100.0,233100.0,67881.52,142118.47999999998
NOTA000054,TOKOeLig,NsHmYgfe,2024-01-16 10:29:25,15,225000,24750.0,249750.0,72730.20000000001,152269.8
NOTA000053,TOKOeLig,NsHmYgfe,2024-01-16 14:28:56,7,105000,11550.0,116550.0,33940.76,71059.23999999999
NOTA000056,TOKOeLig,NsHmYgfe,2024-01-16 14:53:53,22,330000,36300.0,366300.0,106670.96,223329.03999999998
NOTA000057,TOKOeLig,NsHmYgfe,2024-01-16 15:10:14,18,270000,29700.0,299700.0,87276.24,182723.76
NOTA000058,TOKOeLig,NsHmYgfe,2024-01-17 12:59:07,7,105000,11550.0,116550.0,33940.76,71059.23999999999
NOTA000059,TOKOeLig,NsHmYgfe,2024-01-17 14:21:29,4,60000,6600.0,66600.0,19394.72,40605.28
NOTA000062,TOKOeLig,NsHmYgfe,2024-01-18 12:33:52,15,225000,24750.0,249750.0,72730.20000000001,152269.8
NOTA000063,TOKOeLig,NsHmYgfe,2024-01-18 15:29:46,6,90000,9900.0,99900.0,29092.08,60907.92
NOTA000061,TOKOeLig,NsHmYgfe,2024-01-18 15:42:21,28,420000,46200.0,466200.0,135763.04,284236.95999999996
NOTA000060,TOKOeLig,NsHmYgfe,2024-01-18 15:44:05,29,435000,47850.0,482850.0,140611.72,294388.28
NOTA000068,TOKOeLig,NsHmYgfe,2024-01-19 09:44:43,10,150000,16500.0,166500.0,48486.8,101513.2
NOTA000066,TOKOeLig,NsHmYgfe,2024-01-19 18:20:12,10,150000,16500.0,166500.0,48486.8,101513.2
NOTA000067,TOKOeLig,NsHmYgfe,2024-01-19 18:29:05,5,75000,8250.0,83250.0,24243.4,50756.6
NOTA000064,TOKOeLig,NsHmYgfe,2024-01-19 18:41:00,4,60000,6600.0,66600.0,19394.72,40605.28
NOTA000065,TOKOeLig,NsHmYgfe,2024-01-19 20:13:53,4,60000,6600.0,66600.0,19394.72,40605.28
NOTA000069,TOKOeLig,NsHmYgfe,2024-01-20 08:44:13,12,180000,19800.0,199800.0,58184.16,121815.84
NOTA000070,TOKOeLig,NsHmYgfe,2024-01-20 15:51:25,29,435000,47850.0,482850.0,140611.72,294388.28
NOTA000074,TOKOeLig,NsHmYgfe,2024-01-21 08:25:32,11,165000,18150.0,183150.0,53335.48,111664.51999999999
NOTA000073,TOKOeLig,NsHmYgfe,2024-01-21 16:04:08,7,105000,11550.0,116550.0,33940.76,71059.23999999999
NOTA000071,TOKOeLig,NsHmYgfe,2024-01-21 20:31:08,19,285000,31350.0,316350.0,92124.92000000001,192875.08
NOTA000072,TOKOeLig,NsHmYgfe,2024-01-21 20:41:33,19,285000,31350.0,316350.0,92124.92000000001,192875.08
NOTA000076,TOKOeLig,NsHmYgfe,2024-01-22 11:12:17,16,240000,26400.0,266400.0,77578.88,162421.12
NOTA000079,TOKOeLig,NsHmYgfe,2024-01-22 16:49:10,17,255000,28050.0,283050.0,82427.56,172572.44
NOTA000078,TOKOeLig,NsHmYgfe,2024-01-22 17:38:19,28,420000,46200.0,466200.0,135763.04,284236.95999999996
NOTA000075,TOKOeLig,NsHmYgfe,2024-01-22 18:45:10,17,255000,28050.0,283050.0,82427.56,172572.44
NOTA000077,TOKOeLig,NsHmYgfe,2024-01-22 18:59:01,14,210000,23100.0,233100.0,67881.52,142118.47999999998
NOTA000083,TOKOeLig,NsHmYgfe,2024-01-23 11:11:46,13,195000,21450.0,216450.0,63032.840000000004,131967.16
NOTA000082,TOKOeLig,NsHmYgfe,2024-01-23 12:27:08,23,345000,37950.0,382950.0,111519.64000000001,233480.36
NOTA000084,TOKOeLig,NsHmYgfe,2024-01-23 13:01:10,20,300000,33000.0,333000.0,96973.6,203026.4
NOTA000081,TOKOeLig,NsHmYgfe,2024-01-23 15:18:55,24,360000,39600.0,399600.0,116368.32,243631.68
NOTA000080,TOKOeLig,NsHmYgfe,2024-01-23 15:50:44,7,105000,11550.0,116550.0,33940.76,71059.23999999999
NOTA000086,TOKOeLig,NsHmYgfe,2024-01-24 09:03:00,27,405000,44550.0,449550.0,130914.36000000002,274085.64
NOTA000085,TOKOeLig,NsHmYgfe,2024-01-24 09:56:16,24,360000,39600.0,399600.0,116368.32,243631.68
NOTA000087,TOKOeLig,NsHmYgfe,2024-01-24 14:15:32,22,330000,36300.0,366300.0,106670.96,223329.03999999998
NOTA000089,TOKOeLig,NsHmYgfe,2024-01-24 16:43:37,15,225000,24750.0,249750.0,72730.20000000001,152269.8
NOTA000088,TOKOeLig,NsHmYgfe,2024-01-24 20:27:11,15,225000,24750.0,249750.0,72730.20000000001,152269.8
NOTA000092,TOKOeLig,NsHmYgfe,2024-01-25 10:27:17,4,60000,6600.0,66600.0,19394.72,40605.28
NOTA000093,TOKOeLig,NsHmYgfe,2024-01-25 12:13:36,26,390000,42900.0,432900.0,126065.68000000001,263934.32
NOTA000090,TOKOeLig,NsHmYgfe,2024-01-25 13:20:19,9,135000,14850.0,149850.0,43638.12,91361.88
NOTA000094,TOKOeLig,NsHmYgfe,2024-01-25 14:01:14,16,240000,26400.0,266400.0,77578.88,162421.12
NOTA000091,TOKOeLig,NsHmYgfe,2024-01-25 14:46:35,12,180000,19800.0,199800.0,58184.16,121815.84
NOTA000095,TOKOeLig,NsHmYgfe,2024-01-26 09:16:47,17,255000,28050.0,283050.0,82427.56,172572.44
NOTA000099,TOKOeLig,NsHmYgfe,2024-01-26 11:55:09,22,330000,36300.0,366300.0,106670.96,223329.03999999998
NOTA000097,TOKOeLig,NsHmYgfe,2024-01-26 15:45:36,7,105000,11550.0,116550.0,33940.76,71059.23999999999
NOTA000096,TOKOeLig,NsHmYgfe,2024-01-26 17:31:18,19,285000,31350.0,316350.0,92124.92000000001,192875.08
NOTA000098,TOKOeLig,NsHmYgfe,2024-01-26 17:40:17,18,270000,29700.0,299700.0,87276.24,182723.76
NOTA000102,TOKOeLig,NsHmYgfe,2024-01-27 09:01:36,25,375000,41250.0,416250.0,121217.0,253783.0
NOTA000104,TOKOeLig,NsHmYgfe,2024-01-27 10:20:04,16,240000,26400.0,266400.0,77578.88,162421.12
NOTA000101,TOKOeLig,NsHmYgfe,2024-01-27 10:29:12,18,270000,29700.0,299700.0,87276.24,182723.76
NOTA000103,TOKOeLig,NsHmYgfe,2024-01-27 17:28:36,3,45000,4950.0,49950.0,14546.04,30453.96
NOTA000100,TOKOeLig,NsHmYgfe,2024-01-27 19:59:51,3,45000,4950.0,49950.0,14546.04,30453.96
NOTA000107,TOKOeLig,NsHmYgfe,2024-01-28 15:27:17,24,360000,39600.0,399600.0,116368.32,243631.68
NOTA000109,TOKOeLig,NsHmYgfe,2024-01-28 16:23:09,25,375000,41250.0,416250.0,121217.0,253783.0
NOTA000106,TOKOeLig,NsHmYgfe,2024-01-28 16:38:33,3,45000,4950.0,49950.0,14546.04,30453.96
NOTA000105,TOKOeLig,NsHmYgfe,2024-01-28 18:00:19,13,195000,21450.0,216450.0,63032.840000000004,131967.16
NOTA000108,TOKOeLig,NsHmYgfe,2024-01-28 18:03:26,3,45000,4950.0,49950.0,14546.04,30453.96
NOTA000111,TOKOeLig,NsHmYgfe,2024-01-29 09:07:18,27,405000,44550.0,449550.0,130914.36000000002,274085.64
NOTA000110,TOKOeLig,NsHmYgfe,2024-01-29 14:39:25,5,75000,8250.0,83250.0,24243.4,50756.6
NOTA000115,TOKOeLig,NsHmYgfe,2024-01-30 08:30:21,30,450000,49500.0,499500.0,145460.40000000002,304539.6
NOTA000113,TOKOeLig,NsHmYgfe,2024-01-30 10:59:43,19,285000,31350.0,316350.0,92124.92000000001,192875.08
NOTA000114,TOKOeLig,NsHmYgfe,2024-01-30 11:21:37,3,45000,4950.0,49950.0,14546.04,30453.96
NOTA000116,TOKOeLig,NsHmYgfe,2024-01-30 17:04:01,6,90000,9900.0,99900.0,29092.08,60907.92
NOTA000112,TOKOeLig,NsHmYgfe,2024-01-30 19:46:54,30,450000,49500.0,499500.0,145460.40000000002,304539.6
NOTA000118,TOKOeLig,NsHmYgfe,2024-01-31 13:07:03,11,165000,18150.0,183150.0,53335.48,111664.51999999999
NOTA000119,TOKOeLig,NsHmYgfe,2024-01-31 16:11:39,27,405000,44550.0,449550.0,130914.36000000002,274085.64
NOTA000117,TOKOeLig,NsHmYgfe,2024-01-31 20:08:43,10,150000,16500.0,166500.0,48486.8,101513.2
NOTA000120,TOKOeLig,NsHmYgfe,2024-02-01 12:20:00,5,75000,8250.0,83250.0,24243.4,50756.6
NOTA000121,TOKOeLig,NsHmYgfe,2024-02-01 12:22:39,17,255000,28050.0,283050.0,82427.56,172572.44
NOTA000122,TOKOeLig,NsHmYgfe,2024-02-02 13:03:30,28,420000,46200.0,466200.0,135763.04,284236.95999999996
NOTA000125,TOKOeLig,NsHmYgfe,2024-02-02 13:23:12,29,435000,47850.0,482850.0,140611.72,294388.28
NOTA000124,TOKOeLig,NsHmYgfe,2024-02-02 15:29:37,4,60000,6600.0,66600.0,19394.72,40605.28
NOTA000123,TOKOeLig,NsHmYgfe,2024-02-02 18:45:29,23,345000,37950.0,382950.0,111519.64000000001,233480.36
NOTA000129,TOKOeLig,NsHmYgfe,2024-02-03 13:38:48,21,315000,34650.0,349650.0,101822.28,213177.72
NOTA000126,TOKOeLig,NsHmYgfe,2024-02-03 14:14:20,30,450000,49500.0,499500.0,145460.40000000002,304539.6
NOTA000127,TOKOeLig,NsHmYgfe,2024-02-03 15:54:17,23,345000,37950.0,382950.0,111519.64000000001,233480.36
NOTA000128,TOKOeLig,NsHmYgfe,2024-02-03 17:40:57,24,360000,39600.0,399600.0,116368.32,243631.68
NOTA000133,TOKOeLig,NsHmYgfe,2024-02-04 09:17:32,17,255000,28050.0,283050.0,82427.56,172572.44
NOTA000130,TOKOeLig,NsHmYgfe,2024-02-04 12:51:33,17,255000,28050.0,283050.0,82427.56,172572.44
NOTA000131,TOKOeLig,NsHmYgfe,2024-02-04 13:43:47,14,210000,23100.0,233100.0,67881.52,142118.47999999998
NOTA000134,TOKOeLig,NsHmYgfe,2024-02-04 14:31:33,20,300000,33000.0,333000.0,96973.6,203026.4
NOTA000132,TOKOeLig,NsHmYgfe,2024-02-04 17:18:33,8,120000,13200.0,133200.0,38789.44,81210.56
NOTA000136,TOKOeLig,NsHmYgfe,2024-02-05 08:52:01,11,165000,18150.0,183150.0,53335.48,111664.51999999999
NOTA000137,TOKOeLig,NsHmYgfe,2024-02-05 11:58:48,18,270000,29700.0,299700.0,87276.24,182723.76
NOTA000135,TOKOeLig,NsHmYgfe,2024-02-05 13:55:15,5,75000,8250.0,83250.0,24243.4,50756.6
NOTA000138,TOKOeLig,NsHmYgfe,2024-02-05 17:39:32,27,405000,44550.0,449550.0,130914.36000000002,274085.64
NOTA000139,TOKOeLig,NsHmYgfe,2024-02-06 11:41:45,10,150000,16500.0,166500.0,48486.8,101513.2
NOTA000140,TOKOeLig,NsHmYgfe,2024-02-06 13:18:04,30,450000,49500.0,499500.0,145460.40000000002,304539.6
NOTA000143,TOKOeLig,NsHmYgfe,2024-02-06 17:41:34,17,255000,28050.0,283050.0,82427.56,172572.44
NOTA000142,TOKOeLig,NsHmYgfe,2024-02-06 18:51:20,5,75000,8250.0,83250.0,24243.4,50756.6
NOTA000141,TOKOeLig,NsHmYgfe,2024-02-06 20:30:27,18,270000,29700.0,299700.0,87276.24,182723.76
NOTA000148,TOKOeLig,NsHmYgfe,2024-02-07 08:02:07,19,285000,31350.0,316350.0,92124.92000000001,192875.08
NOTA000146,TOKOeLig,NsHmYgfe,2024-02-07 09:59:37,10,150000,16500.0,166500.0,48486.8,101513.2
NOTA000147,TOKOeLig,NsHmYgfe,2024-02-07 12:55:15,11,165000,18150.0,183150.0,53335.48,111664.51999999999
NOTA000145,TOKOeLig,NsHmYgfe,2024-02-07 17:28:25,28,420000,46200.0,466200.0,135763.04,284236.95999999996
NOTA000144,TOKOeLig,NsHmYgfe,2024-02-07 19:26:54,16,240000,26400.0,266400.0,77578.88,162421.12
NOTA000149,TOKOeLig,NsHmYgfe,2024-02-08 08:13:19,18,270000,29700.0,299700.0,87276.24,182723.76
NOTA000152,TOKOeLig,NsHmYgfe,2024-02-08 09:09:39,20,300000,33000.0,333000.0,96973.6,203026.4
NOTA000151,TOKOeLig,NsHmYgfe,2024-02-08 18:03:30,26,390000,42900.0,432900.0,126065.68000000001,263934.32
NOTA000150,TOKOeLig,NsHmYgfe,2024-02-08 18:43:09,28,420000,46200.0,466200.0,135763.04,284236.95999999996
NOTA000154,TOKOeLig,NsHmYgfe,2024-02-09 09:47:09,4,60000,6600.0,66600.0,19394.72,40605.28
NOTA000155,TOKOeLig,NsHmYgfe,2024-02-09 10:44:09,11,165000,18150.0,183150.0,53335.48,111664.51999999999
NOTA000157,TOKOeLig,NsHmYgfe,2024-02-09 12:19:36,14,210000,23100.0,233100.0,67881.52,142118.47999999998
NOTA000153,TOKOeLig,NsHmYgfe,2024-02-09 12:20:54,27,405000,44550.0,449550.0,130914.36000000002,274085.64
NOTA000156,TOKOeLig,NsHmYgfe,2024-02-09 13:00:23,12,180000,19800.0,199800.0,58184.16,121815.84
NOTA000159,TOKOeLig,NsHmYgfe,2024-02-10 08:46:11,29,435000,47850.0,482850.0,140611.72,294388.28
NOTA000158,TOKOeLig,NsHmYgfe,2024-02-10 19:34:58,13,195000,21450.0,216450.0,63032.840000000004,131967.16
NOTA000161,TOKOeLig,NsHmYgfe,2024-02-11 10:29:47,14,210000,23100.0,233100.0,67881.52,142118.47999999998
NOTA000164,TOKOeLig,NsHmYgfe,2024-02-11 12:45:57,7,105000,11550.0,116550.0,33940.76,71059.23999999999
NOTA000163,TOKOeLig,NsHmYgfe,2024-02-11 15:06:09,29,435000,47850.0,482850.0,140611.72,294388.28
NOTA000160,TOKOeLig,NsHmYgfe,2024-02-11 15:36:58,20,300000,33000.0,333000.0,96973.6,203026.4
NOTA000162,TOKOeLig,NsHmYgfe,2024-02-11 15:50:21,21,315000,34650.0,349650.0,101822.28,213177.72
NOTA000165,TOKOeLig,NsHmYgfe,2024-02-12 11:48:57,25,375000,41250.0,416250.0,121217.0,253783.0
NOTA000166,TOKOeLig,NsHmYgfe,2024-02-12 12:21:52,4,60000,6600.0,66600.0,19394.72,40605.28
NOTA000170,TOKOeLig,NsHmYgfe,2024-02-13 08:33:31,13,195000,21450.0,216450.0,63032.840000000004,131967.16
NOTA000169,TOKOeLig,NsHmYgfe,2024-02-13 14:27:49,18,270000,29700.0,299700.0,87276.24,182723.76
NOTA000167,TOKOeLig,NsHmYgfe,2024-02-13 15:39:49,19,285000,31350.0,316350.0,92124.92000000001,192875.08
NOTA000171,TOKOeLig,NsHmYgfe,2024-02-13 16:42:53,13,195000,21450.0,216450.0,63032.840000000004,131967.16
NOTA000168,TOKOeLig,NsHmYgfe,2024-02-13 18:52:52,28,420000,46200.0,466200.0,135763.04,284236.95999999996
NOTA000176,TOKOeLig,NsHmYgfe,2024-02-14 10:09:08,26,390000,42900.0,432900.0,126065.68000000001,263934.32
NOTA000173,TOKOeLig,NsHmYgfe,2024-02-14 14:58:13,22,330000,36300.0,366300.0,106670.96,223329.03999999998
NOTA000174,TOKOeLig,NsHmYgfe,2024-02-14 15:53:05,4,60000,6600.0,66600.0,19394.72,40605.28
NOTA000172,TOKOeLig,NsHmYgfe,2024-02-14 17:20:21,16,240000,26400.0,266400.0,77578.88,162421.12
NOTA000175,TOKOeLig,NsHmYgfe,2024-02-14 20:59:42,4,60000,6600.0,66600.0,19394.72,40605.28
NOTA000179,TOKOeLig,NsHmYgfe,2024-02-15 08:20:23,12,180000,19800.0,199800.0,58184.16,121815.84
NOTA000180,TOKOeLig,NsHmYgfe,2024-02-15 10:46:34,6,90000,9900.0,99900.0,29092.08,60907.92
NOTA000181,TOKOeLig,NsHmYgfe,2024-02-15 12:31:16,25,375000,41250.0,416250.0,121217.0,253783.0
NOTA000178,TOKOeLig,NsHmYgfe,2024-02-15 16:10:24,16,240000,26400.0,266400.0,77578.88,162421.12
NOTA000177,TOKOeLig,NsHmYgfe,2024-02-15 19:10:06,28,420000,46200.0,466200.0,135763.04,284236.95999999996
NOTA000182,TOKOeLig,NsHmYgfe,2024-02-16 11:31:21,22,330000,36300.0,366300.0,106670.96,223329.03999999998
NOTA000183,TOKOeLig,NsHmYgfe,2024-02-16 12:54:57,9,135000,14850.0,149850.0,43638.12,91361.88
NOTA000186,TOKOeLig,NsHmYgfe,2024-02-16 17:12:06,24,360000,39600.0,399600.0,116368.32,243631.68
NOTA000185,TOKOeLig,NsHmYgfe,2024-02-16 20:56:21,3,45000,4950.0,49950.0,14546.04,30453.96
NOTA000184,TOKOeLig,NsHmYgfe,2024-02-16 20:59:05,28,420000,46200.0,466200.0,135763.04,284236.95999999996
NOTA000187,TOKOeLig,NsHmYgfe,2024-02-17 09:21:34,7,105000,11550.0,116550.0,34072.27058823529,70927.72941176471
NOTA000188,TOKOeLig,NsHmYgfe,2024-02-17 16:46:17,25,375000,41250.0,416250.0,121686.6806722689,253313.3193277311
NOTA000192,TOKOeLig,NsHmYgfe,2024-02-18 09:54:51,12,180000,19800.0,199800.0,58409.606722689074,121590.39327731093
NOTA000191,TOKOeLig,NsHmYgfe,2024-02-18 10:28:03,24,360000,39600.0,399600.0,116819.21344537815,243180.78655462185
NOTA000190,TOKOeLig,NsHmYgfe,2024-02-18 17:00:13,25,375000,41250.0,416250.0,121686.6806722689,253313.3193277311
NOTA000189,TOKOeLig,NsHmYgfe,2024-02-18 20:42:00,18,270000,29700.0,299700.0,87614.41008403362,182385.58991596638
NOTA000193,TOKOeLig,NsHmYgfe,2024-02-19 11:08:59,23,345000,37950.0,382950.0,111951.74621848739,233048.2537815126
NOTA000196,TOKOeLig,NsHmYgfe,2024-02-19 13:04:36,21,315000,34650.0,349650.0,102216.81176470588,212783.18823529413
NOTA000194,TOKOeLig,NsHmYgfe,2024-02-19 15:38:19,29,435000,47850.0,482850.0,141156.54957983192,293843.4504201681
NOTA000197,TOKOeLig,NsHmYgfe,2024-02-19 18:13:55,6,90000,9900.0,99900.0,29204.803361344537,60795.19663865546
NOTA000195,TOKOeLig,NsHmYgfe,2024-02-19 18:50:34,21,315000,34650.0,349650.0,102216.81176470588,212783.18823529413
NOTA000202,TOKOeLig,NsHmYgfe,2024-02-20 08:05:36,10,150000,16500.0,166500.0,48674.67226890756,101325.32773109243
NOTA000200,TOKOeLig,NsHmYgfe,2024-02-20 12:02:54,15,225000,24750.0,249750.0,73012.00840336134,151987.99159663866
NOTA000198,TOKOeLig,NsHmYgfe,2024-02-20 13:26:05,28,420000,46200.0,466200.0,136289.08235294116,283710.91764705884
NOTA000199,TOKOeLig,NsHmYgfe,2024-02-20 14:47:15,12,180000,19800.0,199800.0,58409.606722689074,121590.39327731093
NOTA000201,TOKOeLig,NsHmYgfe,2024-02-20 15:06:48,21,315000,34650.0,349650.0,102216.81176470588,212783.18823529413
NOTA000203,TOKOeLig,NsHmYgfe,2024-02-21 11:06:45,16,240000,26400.0,266400.0,77879.4756302521,162120.5243697479
NOTA000206,TOKOeLig,NsHmYgfe,2024-02-21 12:11:08,7,105000,11550.0,116550.0,34072.27058823529,70927.72941176471
NOTA000205,TOKOeLig,NsHmYgfe,2024-02-21 16:03:37,30,450000,49500.0,499500.0,146024.01680672268,303975.9831932773
NOTA000204,TOKOeLig,NsHmYgfe,2024-02-21 19:14:40,15,225000,24750.0,249750.0,73012.00840336134,151987.99159663866
NOTA000207,TOKOeLig,NsHmYgfe,2024-02-22 14:10:54,30,450000,49500.0,499500.0,146024.01680672268,303975.9831932773
NOTA000208,TOKOeLig,NsHmYgfe,2024-02-22 16:08:23,11,165000,18150.0,183150.0,53542.139495798314,111457.86050420169
NOTA000210,TOKOeLig,NsHmYgfe,2024-02-23 09:20:35,10,150000,16500.0,166500.0,48674.67226890756,101325.32773109243
NOTA000211,TOKOeLig,NsHmYgfe,2024-02-23 11:50:43,21,315000,34650.0,349650.0,102216.81176470588,212783.18823529413
NOTA000209,TOKOeLig,NsHmYgfe,2024-02-23 13:48:46,22,330000,36300.0,366300.0,107084.27899159663,222915.72100840337
NOTA000215,TOKOeLig,NsHmYgfe,2024-02-24 15:34:23,16,240000,26400.0,266400.0,77879.4756302521,162120.5243697479
NOTA000216,TOKOeLig,NsHmYgfe,2024-02-24 16:13:59,21,315000,34650.0,349650.0,102216.81176470588,212783.18823529413
NOTA000212,TOKOeLig,NsHmYgfe,2024-02-24 17:55:48,19,285000,31350.0,316350.0,92481.87731092436,192518.12268907565
NOTA000213,TOKOeLig,NsHmYgfe,2024-02-24 19:06:43,7,105000,11550.0,116550.0,34072.27058823529,70927.72941176471
