ID_HISTORY_STOCK,KD_BARANG,KD_LOKASI,UPDATED_BY,JUMLAH_AWAL,JUMLAH_PERUBAHAN,JUMLAH_AKHIR,TIPE_PERUBAHAN,REF,SATUAN,WAKTU_CHANGE
SH20240108161220,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20635,-5,20630,PENJUALAN,DNJB000020,PIECES,2024-01-08 16:12:51
SH20240108124521,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20630,-5,20625,PENJUALAN,DNJB000021,PIECES,2024-01-08 12:45:41
SH20240108170322,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20625,-9,20616,PENJUALAN,DNJB000022,PIECES,2024-01-08 17:03:22
SH20240109083023,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20616,-9,20607,PENJUALAN,DNJB000023,PIECES,2024-01-09 08:30:54
SH20240109111724,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20607,-20,20587,PENJUALAN,DNJB000024,PIECES,2024-01-09 11:17:17
SH20240109091925,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20587,-12,20575,PENJUALAN,DNJB000025,PIECES,2024-01-09 09:19:23
SH20240110171026,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20575,-8,20567,PENJUALAN,DNJB000026,PIECES,2024-01-10 17:10:12
SH20240110102327,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20567,-8,20559,PENJUALAN,DNJB000027,PIECES,2024-01-10 10:23:07
SH20240110192128,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20559,-5,20554,PENJUALAN,DNJB000028,PIECES,2024-01-10 19:21:25
SH20240110103929,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20554,-5,20549,PENJUALAN,DNJB000029,PIECES,2024-01-10 10:39:10
SH20240110130730,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20549,-15,20534,PENJUALAN,DNJB000030,PIECES,2024-01-10 13:07:35
SH20240111204631,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20534,-12,20522,PENJUALAN,DNJB000031,PIECES,2024-01-11 20:46:02
SH20240111125032,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20522,-22,20500,PENJUALAN,DNJB000032,PIECES,2024-01-11 12:50:37
SH20240112173533,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20500,-9,20491,PENJUALAN,DNJB000033,PIECES,2024-01-12 17:35:50
SH20240112173834,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20491,-3,20488,PENJUALAN,DNJB000034,PIECES,2024-01-12 17:38:54
SH20240112123735,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20488,-23,20465,PENJUALAN,DNJB000035,PIECES,2024-01-12 12:37:00
SH20240112190736,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20465,-13,20452,PENJUALAN,DNJB000036,PIECES,2024-01-12 19:07:36
SH20240113150737,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20452,-14,20438,PENJUALAN,DNJB000037,PIECES,2024-01-13 15:07:11
SH20240113115638,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20438,-17,20421,PENJUALAN,DNJB000038,PIECES,2024-01-13 11:56:57
SH20240113114539,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20421,-3,20418,PENJUALAN,DNJB000039,PIECES,2024-01-13 11:45:23
SH20240113124240,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20418,-16,20402,PENJUALAN,DNJB000040,PIECES,2024-01-13 12:42:37
SH20240114194741,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20402,-11,20391,PENJUALAN,DNJB000041,PIECES,2024-01-14 19:47:04
SH20240114132542,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20391,-9,20382,PENJUALAN,DNJB000042,PIECES,2024-01-14 13:25:58
SH20240114184343,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20382,-15,20367,PENJUALAN,DNJB000043,PIECES,2024-01-14 18:43:34
SH20240114133444,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20367,-17,20350,PENJUALAN,DNJB000044,PIECES,2024-01-14 13:34:41
SH20240115154445,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20350,-13,20337,PENJUALAN,DNJB000045,PIECES,2024-01-15 15:44:20
SH20240115165846,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20337,-22,20315,PENJUALAN,DNJB000046,PIECES,2024-01-15 16:58:34
SH20240115131647,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20315,-9,20306,PENJUALAN,DNJB000047,PIECES,2024-01-15 13:16:08
SH20240116130148,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20306,-5,20301,PENJUALAN,DNJB000048,PIECES,2024-01-16 13:01:38
SH20240116194449,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20301,-5,20296,PENJUALAN,DNJB000049,PIECES,2024-01-16 19:44:31
SH20240116093350,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20296,-15,20281,PENJUALAN,DNJB000050,PIECES,2024-01-16 09:33:36
SH20240117145651,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20281,-23,20258,PENJUALAN,DNJB000051,PIECES,2024-01-17 14:56:54
SH20240117135852,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20258,-25,20233,PENJUALAN,DNJB000052,PIECES,2024-01-17 13:58:52
SH20240117180953,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20233,-5,20228,PENJUALAN,DNJB000053,PIECES,2024-01-17 18:09:41
SH20240117132254,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20228,-3,20225,PENJUALAN,DNJB000054,PIECES,2024-01-17 13:22:07
SH20240117121255,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20225,-14,20211,PENJUALAN,DNJB000055,PIECES,2024-01-17 12:12:01
SH20240118121256,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20211,-9,20202,PENJUALAN,DNJB000056,PIECES,2024-01-18 12:12:04
SH20240118113157,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20202,-18,20184,PENJUALAN,DNJB000057,PIECES,2024-01-18 11:31:59
SH20240118093058,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20184,-4,20180,PENJUALAN,DNJB000058,PIECES,2024-01-18 09:30:13
SH20240118103659,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20180,-13,20167,PENJUALAN,DNJB000059,PIECES,2024-01-18 10:36:50
SH20240119202660,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20167,-19,20148,PENJUALAN,DNJB000060,PIECES,2024-01-19 20:26:38
SH20240119114061,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20148,-16,20132,PENJUALAN,DNJB000061,PIECES,2024-01-19 11:40:25
SH20240119101562,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20132,-5,20127,PENJUALAN,DNJB000062,PIECES,2024-01-19 10:15:43
SH20240119162163,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20127,-7,20120,PENJUALAN,DNJB000063,PIECES,2024-01-19 16:21:53
SH20240120115464,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20120,-8,20112,PENJUALAN,DNJB000064,PIECES,2024-01-20 11:54:55
SH20240120180565,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20112,-9,20103,PENJUALAN,DNJB000065,PIECES,2024-01-20 18:05:28
SH20240121161566,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20103,-6,20097,PENJUALAN,DNJB000066,PIECES,2024-01-21 16:15:22
SH20240121192267,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20097,-17,20080,PENJUALAN,DNJB000067,PIECES,2024-01-21 19:22:50
SH20240121142968,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20080,-11,20069,PENJUALAN,DNJB000068,PIECES,2024-01-21 14:29:48
SH20240121185169,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20069,-13,20056,PENJUALAN,DNJB000069,PIECES,2024-01-21 18:51:31
SH20240122101470,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20056,-5,20051,PENJUALAN,DNJB000070,PIECES,2024-01-22 10:14:33
SH20240122195271,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20051,-4,20047,PENJUALAN,DNJB000071,PIECES,2024-01-22 19:52:27
SH20240122193472,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20047,-23,20024,PENJUALAN,DNJB000072,PIECES,2024-01-22 19:34:10
SH20240122103473,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20024,-7,20017,PENJUALAN,DNJB000073,PIECES,2024-01-22 10:34:30
SH20240123112974,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20017,-13,20004,PENJUALAN,DNJB000074,PIECES,2024-01-23 11:29:00
SH20240123145875,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,20004,-13,19991,PENJUALAN,DNJB000075,PIECES,2024-01-23 14:58:50
SH20240123170176,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19991,-11,19980,PENJUALAN,DNJB000076,PIECES,2024-01-23 17:01:30
SH20240124130277,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19980,-7,19973,PENJUALAN,DNJB000077,PIECES,2024-01-24 13:02:57
SH20240124084378,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19973,-9,19964,PENJUALAN,DNJB000078,PIECES,2024-01-24 08:43:22
SH20240124135479,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19964,-9,19955,PENJUALAN,DNJB000079,PIECES,2024-01-24 13:54:32
SH20240125121680,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19955,-15,19940,PENJUALAN,DNJB000080,PIECES,2024-01-25 12:16:07
SH20240125131781,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19940,-14,19926,PENJUALAN,DNJB000081,PIECES,2024-01-25 13:17:35
SH20240125123882,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19926,-21,19905,PENJUALAN,DNJB000082,PIECES,2024-01-25 12:38:29
SH20240125091183,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19905,-13,19892,PENJUALAN,DNJB000083,PIECES,2024-01-25 09:11:58
SH20240125092584,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19892,-3,19889,PENJUALAN,DNJB000084,PIECES,2024-01-25 09:25:21
SH20240126125685,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19889,-11,19878,PENJUALAN,DNJB000085,PIECES,2024-01-26 12:56:48
SH20240126110786,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19878,-5,19873,PENJUALAN,DNJB000086,PIECES,2024-01-26 11:07:59
SH20240126155487,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19873,-4,19869,PENJUALAN,DNJB000087,PIECES,2024-01-26 15:54:42
SH20240127200988,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19869,-5,19864,PENJUALAN,DNJB000088,PIECES,2024-01-27 20:09:58
SH20240127165389,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19864,-20,19844,PENJUALAN,DNJB000089,PIECES,2024-01-27 16:53:37
SH20240127124690,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19844,-15,19829,PENJUALAN,DNJB000090,PIECES,2024-01-27 12:46:16
SH20240127205291,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19829,-11,19818,PENJUALAN,DNJB000091,PIECES,2024-01-27 20:52:15
SH20240127115792,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19818,-5,19813,PENJUALAN,DNJB000092,PIECES,2024-01-27 11:57:16
SH20240128103993,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19813,-15,19798,PENJUALAN,DNJB000093,PIECES,2024-01-28 10:39:56
SH20240128165094,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19798,-22,19776,PENJUALAN,DNJB000094,PIECES,2024-01-28 16:50:51
SH20240128201395,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19776,-9,19767,PENJUALAN,DNJB000095,PIECES,2024-01-28 20:13:00
SH20240128100296,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19767,-6,19761,PENJUALAN,DNJB000096,PIECES,2024-01-28 10:02:05
SH20240129093197,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19761,-9,19752,PENJUALAN,DNJB000097,PIECES,2024-01-29 09:31:03
SH20240129134698,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19752,-3,19749,PENJUALAN,DNJB000098,PIECES,2024-01-29 13:46:36
SH20240129181399,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19749,-9,19740,PENJUALAN,DNJB000099,PIECES,2024-01-29 18:13:35
SH20240129152200,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19740,-5,19735,PENJUALAN,DNJB000100,PIECES,2024-01-29 15:22:02
SH20240129150701,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19735,-24,19711,PENJUALAN,DNJB000101,PIECES,2024-01-29 15:07:23
SH20240130105902,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19711,-6,19705,PENJUALAN,DNJB000102,PIECES,2024-01-30 10:59:34
SH20240130144303,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19705,-26,19679,PENJUALAN,DNJB000103,PIECES,2024-01-30 14:43:41
SH20240131123604,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19679,-4,19675,PENJUALAN,DNJB000104,PIECES,2024-01-31 12:36:35
SH20240131150205,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19675,-8,19667,PENJUALAN,DNJB000105,PIECES,2024-01-31 15:02:43
SH20240201111206,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19667,-9,19658,PENJUALAN,DNJB000106,PIECES,2024-02-01 11:12:04
SH20240201170907,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19658,-11,19647,PENJUALAN,DNJB000107,PIECES,2024-02-01 17:09:40
SH20240201080108,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19647,-10,19637,PENJUALAN,DNJB000108,PIECES,2024-02-01 08:01:09
SH20240201132209,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19637,-5,19632,PENJUALAN,DNJB000109,PIECES,2024-02-01 13:22:03
SH20240202141610,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19632,-13,19619,PENJUALAN,DNJB000110,PIECES,2024-02-02 14:16:07
SH20240202111511,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19619,-6,19613,PENJUALAN,DNJB000111,PIECES,2024-02-02 11:15:29
SH20240202111512,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19613,-6,19607,PENJUALAN,DNJB000112,PIECES,2024-02-02 11:15:07
SH20240203191013,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19607,-5,19602,PENJUALAN,DNJB000113,PIECES,2024-02-03 19:10:21
SH20240203140414,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19602,-5,19597,PENJUALAN,DNJB000114,PIECES,2024-02-03 14:04:50
SH20240203180915,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19597,-3,19594,PENJUALAN,DNJB000115,PIECES,2024-02-03 18:09:51
SH20240204161616,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19594,-14,19580,PENJUALAN,DNJB000116,PIECES,2024-02-04 16:16:33
SH20240204105217,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19580,-9,19571,PENJUALAN,DNJB000117,PIECES,2024-02-04 10:52:53
SH20240204141318,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19571,-8,19563,PENJUALAN,DNJB000118,PIECES,2024-02-04 14:13:26
SH20240204102419,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19563,-5,19558,PENJUALAN,DNJB000119,PIECES,2024-02-04 10:24:35
SH20240205120220,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19558,-11,19547,PENJUALAN,DNJB000120,PIECES,2024-02-05 12:02:55
SH20240205185321,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19547,-4,19543,PENJUALAN,DNJB000121,PIECES,2024-02-05 18:53:53
SH20240206122722,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19543,-28,19515,PENJUALAN,DNJB000122,PIECES,2024-02-06 12:27:55
SH20240206172423,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19515,-7,19508,PENJUALAN,DNJB000123,PIECES,2024-02-06 17:24:13
SH20240206144524,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19508,-8,19500,PENJUALAN,DNJB000124,PIECES,2024-02-06 14:45:03
SH20240206111425,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19500,-16,19484,PENJUALAN,DNJB000125,PIECES,2024-02-06 11:14:58
SH20240207093426,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19484,-17,19467,PENJUALAN,DNJB000126,PIECES,2024-02-07 09:34:32
SH20240207153927,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19467,-3,19464,PENJUALAN,DNJB000127,PIECES,2024-02-07 15:39:14
SH20240207152228,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19464,-3,19461,PENJUALAN,DNJB000128,PIECES,2024-02-07 15:22:42
SH20240207132829,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19461,-7,19454,PENJUALAN,DNJB000129,PIECES,2024-02-07 13:28:14
SH20240207080430,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19454,-10,19444,PENJUALAN,DNJB000130,PIECES,2024-02-07 08:04:11
SH20240208181031,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19444,-14,19430,PENJUALAN,DNJB000131,PIECES,2024-02-08 18:10:27
SH20240208081332,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19430,-7,19423,PENJUALAN,DNJB000132,PIECES,2024-02-08 08:13:45
SH20240208163533,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19423,-6,19417,PENJUALAN,DNJB000133,PIECES,2024-02-08 16:35:25
SH20240208095734,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19417,-13,19404,PENJUALAN,DNJB000134,PIECES,2024-02-08 09:57:20
SH20240208100735,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19404,-15,19389,PENJUALAN,DNJB000135,PIECES,2024-02-08 10:07:07
SH20240209122636,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19389,-13,19376,PENJUALAN,DNJB000136,PIECES,2024-02-09 12:26:12
SH20240209194237,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19376,-14,19362,PENJUALAN,DNJB000137,PIECES,2024-02-09 19:42:09
SH20240210180738,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19362,-8,19354,PENJUALAN,DNJB000138,PIECES,2024-02-10 18:07:49
SH20240210182439,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19354,-3,19351,PENJUALAN,DNJB000139,PIECES,2024-02-10 18:24:25
SH20240210170740,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19351,-19,19332,PENJUALAN,DNJB000140,PIECES,2024-02-10 17:07:12
SH20240210185241,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19332,-26,19306,PENJUALAN,DNJB000141,PIECES,2024-02-10 18:52:38
SH20240210134142,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19306,-4,19302,PENJUALAN,DNJB000142,PIECES,2024-02-10 13:41:45
SH20240211142143,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19302,-8,19294,PENJUALAN,DNJB000143,PIECES,2024-02-11 14:21:02
SH20240211184944,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19294,-7,19287,PENJUALAN,DNJB000144,PIECES,2024-02-11 18:49:57
SH20240211162545,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19287,-4,19283,PENJUALAN,DNJB000145,PIECES,2024-02-11 16:25:08
SH20240211144146,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19283,-7,19276,PENJUALAN,DNJB000146,PIECES,2024-02-11 14:41:36
SH20240212101347,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19276,-6,19270,PENJUALAN,DNJB000147,PIECES,2024-02-12 10:13:46
SH20240212110048,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19270,-9,19261,PENJUALAN,DNJB000148,PIECES,2024-02-12 11:00:07
SH20240212144749,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19261,-19,19242,PENJUALAN,DNJB000149,PIECES,2024-02-12 14:47:41
SH20240212113650,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19242,-3,19239,PENJUALAN,DNJB000150,PIECES,2024-02-12 11:36:29
SH20240212191451,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19239,-7,19232,PENJUALAN,DNJB000151,PIECES,2024-02-12 19:14:34
SH20240213184752,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19232,-19,19213,PENJUALAN,DNJB000152,PIECES,2024-02-13 18:47:19
SH20240213092553,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19213,-5,19208,PENJUALAN,DNJB000153,PIECES,2024-02-13 09:25:34
SH20240213104354,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19208,-16,19192,PENJUALAN,DNJB000154,PIECES,2024-02-13 10:43:05
SH20240214092955,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19192,-12,19180,PENJUALAN,DNJB000155,PIECES,2024-02-14 09:29:07
SH20240214150556,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19180,-7,19173,PENJUALAN,DNJB000156,PIECES,2024-02-14 15:05:55
SH20240214153357,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19173,-7,19166,PENJUALAN,DNJB000157,PIECES,2024-02-14 15:33:59
SH20240214194958,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19166,-7,19159,PENJUALAN,DNJB000158,PIECES,2024-02-14 19:49:36
SH20240214095559,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19159,-7,19152,PENJUALAN,DNJB000159,PIECES,2024-02-14 09:55:50
SH20240215173360,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19152,-21,19131,PENJUALAN,DNJB000160,PIECES,2024-02-15 17:33:00
SH20240215121861,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19131,-15,19116,PENJUALAN,DNJB000161,PIECES,2024-02-15 12:18:56
SH20240215093462,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19116,-20,19096,PENJUALAN,DNJB000162,PIECES,2024-02-15 09:34:52
SH20240215141863,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19096,-3,19093,PENJUALAN,DNJB000163,PIECES,2024-02-15 14:18:20
SH20240215120164,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19093,-6,19087,PENJUALAN,DNJB000164,PIECES,2024-02-15 12:01:47
SH20240216160465,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19087,-7,19080,PENJUALAN,DNJB000165,PIECES,2024-02-16 16:04:06
