ID_DNJB,KD_BARANG,ID_NOTA_JUAL,JUMLAH_JUAL_BARANG,HARGA_JUAL_BARANG,TOTAL_JUAL_UANG,HARGA_BELI_BARANG,TOTAL_BELI_UANG
DNJB000064,4aCSBjQPd3TzFd90,NOTA000064,4,15000,60000,4848.68,19394.72
DNJB000065,4aCSBjQPd3TzFd90,NOTA000065,4,15000,60000,4848.68,19394.72
DNJB000066,4aCSBjQPd3TzFd90,NOTA000066,10,15000,150000,4848.68,48486.8
DNJB000067,4aCSBjQPd3TzFd90,NOTA000067,5,15000,75000,4848.68,24243.4
DNJB000068,4aCSBjQPd3TzFd90,NOTA000068,10,15000,150000,4848.68,48486.8
DNJB000069,4aCSBjQPd3TzFd90,NOTA000069,12,15000,180000,4848.68,58184.16
DNJB000070,4aCSBjQPd3TzFd90,NOTA000070,29,15000,435000,4848.68,140611.72
DNJB000071,4aCSBjQPd3TzFd90,NOTA000071,19,15000,285000,4848.68,92124.92000000001
DNJB000072,4aCSBjQPd3TzFd90,NOTA000072,19,15000,285000,4848.68,92124.92000000001
DNJB000073,4aCSBjQPd3TzFd90,NOTA000073,7,15000,105000,4848.68,33940.76
DNJB000074,4aCSBjQPd3TzFd90,NOTA000074,11,15000,165000,4848.68,53335.48
DNJB000075,4aCSBjQPd3TzFd90,NOTA000075,17,15000,255000,4848.68,82427.56
DNJB000076,4aCSBjQPd3TzFd90,NOTA000076,16,15000,240000,4848.68,77578.88
DNJB000077,4aCSBjQPd3TzFd90,NOTA000077,14,15000,210000,4848.68,67881.52
DNJB000078,4aCSBjQPd3TzFd90,NOTA000078,28,15000,420000,4848.68,135763.04
DNJB000079,4aCSBjQPd3TzFd90,NOTA000079,17,15000,255000,4848.68,82427.56
DNJB000080,4aCSBjQPd3TzFd90,NOTA000080,7,15000,105000,4848.68,33940.76
DNJB000081,4aCSBjQPd3TzFd90,NOTA000081,24,15000,360000,4848.68,116368.32
DNJB000082,4aCSBjQPd3TzFd90,NOTA000082,23,15000,345000,4848.68,111519.64000000001
DNJB000083,4aCSBjQPd3TzFd90,NOTA000083,13,15000,195000,4848.68,63032.840000000004
DNJB000084,4aCSBjQPd3TzFd90,NOTA000084,20,15000,300000,4848.68,96973.6
DNJB000085,4aCSBjQPd3TzFd90,NOTA000085,24,15000,360000,4848.68,116368.32
DNJB000086,4aCSBjQPd3TzFd90,NOTA000086,27,15000,405000,4848.68,130914.36000000002
DNJB000087,4aCSBjQPd3TzFd90,NOTA000087,22,15000,330000,4848.68,106670.96
DNJB000088,4aCSBjQPd3TzFd90,NOTA000088,15,15000,225000,4848.68,72730.20000000001
DNJB000089,4aCSBjQPd3TzFd90,NOTA000089,15,15000,225000,4848.68,72730.20000000001
DNJB000090,4aCSBjQPd3TzFd90,NOTA000090,9,15000,135000,4848.68,43638.12
DNJB000091,4aCSBjQPd3TzFd90,NOTA000091,12,15000,180000,4848.68,58184.16
DNJB000092,4aCSBjQPd3TzFd90,NOTA000092,4,15000,60000,4848.68,19394.72
DNJB000093,4aCSBjQPd3TzFd90,NOTA000093,26,15000,390000,4848.68,126065.68000000001
DNJB000094,4aCSBjQPd3TzFd90,NOTA000094,16,15000,240000,4848.68,77578.88
DNJB000095,4aCSBjQPd3TzFd90,NOTA000095,17,15000,255000,4848.68,82427.56
DNJB000096,4aCSBjQPd3TzFd90,NOTA000096,19,15000,285000,4848.68,92124.92000000001
DNJB000097,4aCSBjQPd3TzFd90,NOTA000097,7,15000,105000,4848.68,33940.76
DNJB000098,4aCSBjQPd3TzFd90,NOTA000098,18,15000,270000,4848.68,87276.24
DNJB000099,4aCSBjQPd3TzFd90,NOTA000099,22,15000,330000,4848.68,106670.96
DNJB000100,4aCSBjQPd3TzFd90,NOTA000100,3,15000,45000,4848.68,14546.04
DNJB000101,4aCSBjQPd3TzFd90,NOTA000101,18,15000,270000,4848.68,87276.24
DNJB000102,4aCSBjQPd3TzFd90,NOTA000102,25,15000,375000,4848.68,121217.0
DNJB000103,4aCSBjQPd3TzFd90,NOTA000103,3,15000,45000,4848.68,14546.04
DNJB000104,4aCSBjQPd3TzFd90,NOTA000104,16,15000,240000,4848.68,77578.88
DNJB000105,4aCSBjQPd3TzFd90,NOTA000105,13,15000,195000,4848.68,63032.840000000004
DNJB000106,4aCSBjQPd3TzFd90,NOTA000106,3,15000,45000,4848.68,14546.04
DNJB000107,4aCSBjQPd3TzFd90,NOTA000107,24,15000,360000,4848.68,116368.32
DNJB000108,4aCSBjQPd3TzFd90,NOTA000108,3,15000,45000,4848.68,14546.04
DNJB000109,4aCSBjQPd3TzFd90,NOTA000109,25,15000,375000,4848.68,121217.0
DNJB000110,4aCSBjQPd3TzFd90,NOTA000110,5,15000,75000,4848.68,24243.4
DNJB000111,4aCSBjQPd3TzFd90,NOTA000111,27,15000,405000,4848.68,130914.36000000002
DNJB000112,4aCSBjQPd3TzFd90,NOTA000112,30,15000,450000,4848.68,145460.40000000002
DNJB000113,4aCSBjQPd3TzFd90,NOTA000113,19,15000,285000,4848.68,92124.92000000001
DNJB000114,4aCSBjQPd3TzFd90,NOTA000114,3,15000,45000,4848.68,14546.04
DNJB000115,4aCSBjQPd3TzFd90,NOTA000115,30,15000,450000,4848.68,145460.40000000002
DNJB000116,4aCSBjQPd3TzFd90,NOTA000116,6,15000,90000,4848.68,29092.08
DNJB000117,4aCSBjQPd3TzFd90,NOTA000117,10,15000,150000,4848.68,48486.8
DNJB000118,4aCSBjQPd3TzFd90,NOTA000118,11,15000,165000,4848.68,53335.48
DNJB000119,4aCSBjQPd3TzFd90,NOTA000119,27,15000,405000,4848.68,130914.36000000002
DNJB000120,4aCSBjQPd3TzFd90,NOTA000120,5,15000,75000,4848.68,24243.4
DNJB000121,4aCSBjQPd3TzFd90,NOTA000121,17,15000,255000,4848.68,82427.56
DNJB000122,4aCSBjQPd3TzFd90,NOTA000122,28,15000,420000,4848.68,135763.04
DNJB000123,4aCSBjQPd3TzFd90,NOTA000123,23,15000,345000,4848.68,111519.64000000001
DNJB000124,4aCSBjQPd3TzFd90,NOTA000124,4,15000,60000,4848.68,19394.72
DNJB000125,4aCSBjQPd3TzFd90,NOTA000125,29,15000,435000,4848.68,140611.72
DNJB000126,4aCSBjQPd3TzFd90,NOTA000126,30,15000,450000,4848.68,145460.40000000002
DNJB000127,4aCSBjQPd3TzFd90,NOTA000127,23,15000,345000,4848.68,111519.64000000001
DNJB000128,4aCSBjQPd3TzFd90,NOTA000128,24,15000,360000,4848.68,116368.32
DNJB000129,4aCSBjQPd3TzFd90,NOTA000129,21,15000,315000,4848.68,101822.28
DNJB000130,4aCSBjQPd3TzFd90,NOTA000130,17,15000,255000,4848.68,82427.56
DNJB000131,4aCSBjQPd3TzFd90,NOTA000131,14,15000,210000,4848.68,67881.52
DNJB000132,4aCSBjQPd3TzFd90,NOTA000132,8,15000,120000,4848.68,38789.44
DNJB000133,4aCSBjQPd3TzFd90,NOTA000133,17,15000,255000,4848.68,82427.56
DNJB000134,4aCSBjQPd3TzFd90,NOTA000134,20,15000,300000,4848.68,96973.6
DNJB000135,4aCSBjQPd3TzFd90,NOTA000135,5,15000,75000,4848.68,24243.4
DNJB000136,4aCSBjQPd3TzFd90,NOTA000136,11,15000,165000,4848.68,53335.48
DNJB000137,4aCSBjQPd3TzFd90,NOTA000137,18,15000,270000,4848.68,87276.24
DNJB000138,4aCSBjQPd3TzFd90,NOTA000138,27,15000,405000,4848.68,130914.36000000002
DNJB000139,4aCSBjQPd3TzFd90,NOTA000139,10,15000,150000,4848.68,48486.8
DNJB000140,4aCSBjQPd3TzFd90,NOTA000140,30,15000,450000,4848.68,145460.40000000002
DNJB000141,4aCSBjQPd3TzFd90,NOTA000141,18,15000,270000,4848.68,87276.24
DNJB000142,4aCSBjQPd3TzFd90,NOTA000142,5,15000,75000,4848.68,24243.4
DNJB000143,4aCSBjQPd3TzFd90,NOTA000143,17,15000,255000,4848.68,82427.56
DNJB000144,4aCSBjQPd3TzFd90,NOTA000144,16,15000,240000,4848.68,77578.88
DNJB000145,4aCSBjQPd3TzFd90,NOTA000145,28,15000,420000,4848.68,135763.04
DNJB000146,4aCSBjQPd3TzFd90,NOTA000146,10,15000,150000,4848.68,48486.8
DNJB000147,4aCSBjQPd3TzFd90,NOTA000147,11,15000,165000,4848.68,53335.48
DNJB000148,4aCSBjQPd3TzFd90,NOTA000148,19,15000,285000,4848.68,92124.92000000001
DNJB000149,4aCSBjQPd3TzFd90,NOTA000149,18,15000,270000,4848.68,87276.24
DNJB000150,4aCSBjQPd3TzFd90,NOTA000150,28,15000,420000,4848.68,135763.04
DNJB000151,4aCSBjQPd3TzFd90,NOTA000151,26,15000,390000,4848.68,126065.68000000001
DNJB000152,4aCSBjQPd3TzFd90,NOTA000152,20,15000,300000,4848.68,96973.6
DNJB000153,4aCSBjQPd3TzFd90,NOTA000153,27,15000,405000,4848.68,130914.36000000002
DNJB000154,4aCSBjQPd3TzFd90,NOTA000154,4,15000,60000,4848.68,19394.72
DNJB000155,4aCSBjQPd3TzFd90,NOTA000155,11,15000,165000,4848.68,53335.48
DNJB000156,4aCSBjQPd3TzFd90,NOTA000156,12,15000,180000,4848.68,58184.16
DNJB000157,4aCSBjQPd3TzFd90,NOTA000157,14,15000,210000,4848.68,67881.52
DNJB000158,4aCSBjQPd3TzFd90,NOTA000158,13,15000,195000,4848.68,63032.840000000004
DNJB000159,4aCSBjQPd3TzFd90,NOTA000159,29,15000,435000,4848.68,140611.72
DNJB000160,4aCSBjQPd3TzFd90,NOTA000160,20,15000,300000,4848.68,96973.6
DNJB000161,4aCSBjQPd3TzFd90,NOTA000161,14,15000,210000,4848.68,67881.52
DNJB000162,4aCSBjQPd3TzFd90,NOTA000162,21,15000,315000,4848.68,101822.28
DNJB000163,4aCSBjQPd3TzFd90,NOTA000163,29,15000,435000,4848.68,140611.72
DNJB000164,4aCSBjQPd3TzFd90,NOTA000164,7,15000,105000,4848.68,33940.76
DNJB000165,4aCSBjQPd3TzFd90,NOTA000165,25,15000,375000,4848.68,121217.0
DNJB000166,4aCSBjQPd3TzFd90,NOTA000166,4,15000,60000,4848.68,19394.72
DNJB000167,4aCSBjQPd3TzFd90,NOTA000167,19,15000,285000,4848.68,92124.92000000001
DNJB000168,4aCSBjQPd3TzFd90,NOTA000168,28,15000,420000,4848.68,135763.04
DNJB000169,4aCSBjQPd3TzFd90,NOTA000169,18,15000,270000,4848.68,87276.24
DNJB000170,4aCSBjQPd3TzFd90,NOTA000170,13,15000,195000,4848.68,63032.840000000004
DNJB000171,4aCSBjQPd3TzFd90,NOTA000171,13,15000,195000,4848.68,63032.840000000004
DNJB000172,4aCSBjQPd3TzFd90,NOTA000172,16,15000,240000,4848.68,77578.88
DNJB000173,4aCSBjQPd3TzFd90,NOTA000173,22,15000,330000,4848.68,106670.96
DNJB000174,4aCSBjQPd3TzFd90,NOTA000174,4,15000,60000,4848.68,19394.72
DNJB000175,4aCSBjQPd3TzFd90,NOTA000175,4,15000,60000,4848.68,19394.72
DNJB000176,4aCSBjQPd3TzFd90,NOTA000176,26,15000,390000,4848.68,126065.68000000001
DNJB000177,4aCSBjQPd3TzFd90,NOTA000177,28,15000,420000,4848.68,135763.04
DNJB000178,4aCSBjQPd3TzFd90,NOTA000178,16,15000,240000,4848.68,77578.88
DNJB000179,4aCSBjQPd3TzFd90,NOTA000179,12,15000,180000,4848.68,58184.16
DNJB000180,4aCSBjQPd3TzFd90,NOTA000180,6,15000,90000,4848.68,29092.08
DNJB000181,4aCSBjQPd3TzFd90,NOTA000181,25,15000,375000,4848.68,121217.0
DNJB000182,4aCSBjQPd3TzFd90,NOTA000182,22,15000,330000,4848.68,106670.96
DNJB000183,4aCSBjQPd3TzFd90,NOTA000183,9,15000,135000,4848.68,43638.12
DNJB000184,4aCSBjQPd3TzFd90,NOTA000184,28,15000,420000,4848.68,135763.04
DNJB000185,4aCSBjQPd3TzFd90,NOTA000185,3,15000,45000,4848.68,14546.04
DNJB000186,4aCSBjQPd3TzFd90,NOTA000186,24,15000,360000,4848.68,116368.32
DNJB000187,4aCSBjQPd3TzFd90,NOTA000187,7,15000,105000,4867.467226890756,34072.27058823529
DNJB000188,4aCSBjQPd3TzFd90,NOTA000188,25,15000,375000,4867.467226890756,121686.6806722689
DNJB000189,4aCSBjQPd3TzFd90,NOTA000189,18,15000,270000,4867.467226890756,87614.41008403362
DNJB000190,4aCSBjQPd3TzFd90,NOTA000190,25,15000,375000,4867.467226890756,121686.6806722689
DNJB000191,4aCSBjQPd3TzFd90,NOTA000191,24,15000,360000,4867.467226890756,116819.21344537815
DNJB000192,4aCSBjQPd3TzFd90,NOTA000192,12,15000,180000,4867.467226890756,58409.606722689074
DNJB000193,4aCSBjQPd3TzFd90,NOTA000193,23,15000,345000,4867.467226890756,111951.74621848739
DNJB000194,4aCSBjQPd3TzFd90,NOTA000194,29,15000,435000,4867.467226890756,141156.54957983192
DNJB000195,4aCSBjQPd3TzFd90,NOTA000195,21,15000,315000,4867.467226890756,102216.81176470588
DNJB000196,4aCSBjQPd3TzFd90,NOTA000196,21,15000,315000,4867.467226890756,102216.81176470588
DNJB000197,4aCSBjQPd3TzFd90,NOTA000197,6,15000,90000,4867.467226890756,29204.803361344537
DNJB000198,4aCSBjQPd3TzFd90,NOTA000198,28,15000,420000,4867.467226890756,136289.08235294116
DNJB000199,4aCSBjQPd3TzFd90,NOTA000199,12,15000,180000,4867.467226890756,58409.606722689074
DNJB000200,4aCSBjQPd3TzFd90,NOTA000200,15,15000,225000,4867.467226890756,73012.00840336134
DNJB000201,4aCSBjQPd3TzFd90,NOTA000201,21,15000,315000,4867.467226890756,102216.81176470588
DNJB000202,4aCSBjQPd3TzFd90,NOTA000202,10,15000,150000,4867.467226890756,48674.67226890756
DNJB000203,4aCSBjQPd3TzFd90,NOTA000203,16,15000,240000,4867.467226890756,77879.4756302521
DNJB000204,4aCSBjQPd3TzFd90,NOTA000204,15,15000,225000,4867.467226890756,73012.00840336134
DNJB000205,4aCSBjQPd3TzFd90,NOTA000205,30,15000,450000,4867.467226890756,146024.01680672268
DNJB000206,4aCSBjQPd3TzFd90,NOTA000206,7,15000,105000,4867.467226890756,34072.27058823529
DNJB000207,4aCSBjQPd3TzFd90,NOTA000207,30,15000,450000,4867.467226890756,146024.01680672268
DNJB000208,4aCSBjQPd3TzFd90,NOTA000208,11,15000,165000,4867.467226890756,53542.139495798314
DNJB000209,4aCSBjQPd3TzFd90,NOTA000209,22,15000,330000,4867.467226890756,107084.27899159663
DNJB000210,4aCSBjQPd3TzFd90,NOTA000210,10,15000,150000,4867.467226890756,48674.67226890756
DNJB000211,4aCSBjQPd3TzFd90,NOTA000211,21,15000,315000,4867.467226890756,102216.81176470588
DNJB000212,4aCSBjQPd3TzFd90,NOTA000212,19,15000,285000,4867.467226890756,92481.87731092436
DNJB000213,4aCSBjQPd3TzFd90,NOTA000213,7,15000,105000,4867.467226890756,34072.27058823529
DNJB000214,4aCSBjQPd3TzFd90,NOTA000214,9,15000,135000,4867.467226890756,43807.20504201681
DNJB000215,4aCSBjQPd3TzFd90,NOTA000215,16,15000,240000,4867.467226890756,77879.4756302521
DNJB000216,4aCSBjQPd3TzFd90,NOTA000216,21,15000,315000,4867.467226890756,102216.81176470588
DNJB000217,4aCSBjQPd3TzFd90,NOTA000217,20,15000,300000,4867.467226890756,97349.34453781512
DNJB000218,4aCSBjQPd3TzFd90,NOTA000218,15,15000,225000,4867.467226890756,73012.00840336134
DNJB000219,4aCSBjQPd3TzFd90,NOTA000219,21,15000,315000,4867.467226890756,102216.81176470588
DNJB000220,4aCSBjQPd3TzFd90,NOTA000220,11,15000,165000,4867.467226890756,53542.139495798314
DNJB000221,4aCSBjQPd3TzFd90,NOTA000221,20,15000,300000,4867.467226890756,97349.34453781512
DNJB000222,4aCSBjQPd3TzFd90,NOTA000222,24,15000,360000,4867.467226890756,116819.21344537815
DNJB000223,4aCSBjQPd3TzFd90,NOTA000223,17,15000,255000,4867.467226890756,82746.94285714286
DNJB000224,4aCSBjQPd3TzFd90,NOTA000224,27,15000,405000,4867.467226890756,131421.61512605043
DNJB000225,4aCSBjQPd3TzFd90,NOTA000225,27,15000,405000,4867.467226890756,131421.61512605043
DNJB000226,4aCSBjQPd3TzFd90,NOTA000226,26,15000,390000,4867.467226890756,126554.14789915967
DNJB000227,4aCSBjQPd3TzFd90,NOTA000227,18,15000,270000,4867.467226890756,87614.41008403362
DNJB000228,4aCSBjQPd3TzFd90,NOTA000228,19,15000,285000,4867.467226890756,92481.87731092436
DNJB000229,4aCSBjQPd3TzFd90,NOTA000229,26,15000,390000,4867.467226890756,126554.14789915967
DNJB000230,4aCSBjQPd3TzFd90,NOTA000230,23,15000,345000,4867.467226890756,111951.74621848739
DNJB000231,4aCSBjQPd3TzFd90,NOTA000231,24,15000,360000,4867.467226890756,116819.21344537815
DNJB000232,4aCSBjQPd3TzFd90,NOTA000232,28,15000,420000,4867.467226890756,136289.08235294116
DNJB000233,4aCSBjQPd3TzFd90,NOTA000233,13,15000,195000,4867.467226890756,63277.07394957983
DNJB000234,4aCSBjQPd3TzFd90,NOTA000234,29,15000,435000,4867.467226890756,141156.54957983192
DNJB000235,4aCSBjQPd3TzFd90,NOTA000235,26,15000,390000,4867.467226890756,126554.14789915967
DNJB000236,4aCSBjQPd3TzFd90,NOTA000236,6,15000,90000,4867.467226890756,29204.803361344537
DNJB000237,4aCSBjQPd3TzFd90,NOTA000237,15,15000,225000,4867.467226890756,73012.00840336134
DNJB000238,4aCSBjQPd3TzFd90,NOTA000238,25,15000,375000,4867.467226890756,121686.6806722689
DNJB000239,4aCSBjQPd3TzFd90,NOTA000239,8,15000,120000,4867.467226890756,38939.73781512605
DNJB000240,4aCSBjQPd3TzFd90,NOTA000240,30,15000,450000,4867.467226890756,146024.01680672268
DNJB000241,4aCSBjQPd3TzFd90,NOTA000241,22,15000,330000,4867.467226890756,107084.27899159663
DNJB000242,4aCSBjQPd3TzFd90,NOTA000242,17,15000,255000,4867.467226890756,82746.94285714286
DNJB000243,4aCSBjQPd3TzFd90,NOTA000243,16,15000,240000,4867.467226890756,77879.4756302521
DNJB000244,4aCSBjQPd3TzFd90,NOTA000244,6,15000,90000,4867.467226890756,29204.803361344537
DNJB000245,4aCSBjQPd3TzFd90,NOTA000245,26,15000,390000,4867.467226890756,126554.14789915967
DNJB000246,4aCSBjQPd3TzFd90,NOTA000246,7,15000,105000,4867.467226890756,34072.27058823529
DNJB000247,4aCSBjQPd3TzFd90,NOTA000247,13,15000,195000,4867.467226890756,63277.07394957983
DNJB000248,4aCSBjQPd3TzFd90,NOTA000248,25,15000,375000,4867.467226890756,121686.6806722689
DNJB000249,4aCSBjQPd3TzFd90,NOTA000249,19,15000,285000,4867.467226890756,92481.87731092436
DNJB000250,4aCSBjQPd3TzFd90,NOTA000250,24,15000,360000,4867.467226890756,116819.21344537815
DNJB000251,4aCSBjQPd3TzFd90,NOTA000251,28,15000,420000,4867.467226890756,136289.08235294116
DNJB000252,4aCSBjQPd3TzFd90,NOTA000252,29,15000,435000,4867.467226890756,141156.54957983192
DNJB000253,4aCSBjQPd3TzFd90,NOTA000253,26,15000,390000,4867.467226890756,126554.14789915967
DNJB000254,4aCSBjQPd3TzFd90,NOTA000254,4,15000,60000,4867.467226890756,19469.868907563025
DNJB000255,4aCSBjQPd3TzFd90,NOTA000255,20,15000,300000,4867.467226890756,97349.34453781512
DNJB000256,4aCSBjQPd3TzFd90,NOTA000256,20,15000,300000,4867.467226890756,97349.34453781512
DNJB000257,4aCSBjQPd3TzFd90,NOTA000257,17,15000,255000,4867.467226890756,82746.94285714286
DNJB000258,4aCSBjQPd3TzFd90,NOTA000258,9,15000,135000,4867.467226890756,43807.20504201681
DNJB000259,4aCSBjQPd3TzFd90,NOTA000259,14,15000,210000,4867.467226890756,68144.54117647058
DNJB000260,4aCSBjQPd3TzFd90,NOTA000260,13,15000,195000,4867.467226890756,63277.07394957983
DNJB000261,4aCSBjQPd3TzFd90,NOTA000261,27,15000,405000,4867.467226890756,131421.61512605043
DNJB000262,4aCSBjQPd3TzFd90,NOTA000262,14,15000,210000,4867.467226890756,68144.54117647058
DNJB000263,4aCSBjQPd3TzFd90,NOTA000263,17,15000,255000,4867.467226890756,82746.94285714286
DNJB000264,4aCSBjQPd3TzFd90,NOTA000264,3,15000,45000,4867.467226890756,14602.401680672268
DNJB000265,4aCSBjQPd3TzFd90,NOTA000265,29,15000,435000,4867.467226890756,141156.54957983192
DNJB000266,4aCSBjQPd3TzFd90,NOTA000266,26,15000,390000,4867.467226890756,126554.14789915967
DNJB000267,4aCSBjQPd3TzFd90,NOTA000267,7,15000,105000,4867.467226890756,34072.27058823529
DNJB000268,4aCSBjQPd3TzFd90,NOTA000268,7,15000,105000,4867.467226890756,34072.27058823529
DNJB000269,4aCSBjQPd3TzFd90,NOTA000269,8,15000,120000,4867.467226890756,38939.73781512605
DNJB000270,4aCSBjQPd3TzFd90,NOTA000270,5,15000,75000,4867.467226890756,24337.33613445378
DNJB000271,4aCSBjQPd3TzFd90,NOTA000271,20,15000,300000,4867.467226890756,97349.34453781512
DNJB000272,4aCSBjQPd3TzFd90,NOTA000272,15,15000,225000,4867.467226890756,73012.00840336134
DNJB000273,4aCSBjQPd3TzFd90,NOTA000273,20,15000,300000,4867.467226890756,97349.34453781512
