ID_HISTORY_STOCK,KD_BARANG,KD_LOKASI,UPDATED_BY,JUMLAH_AWAL,JUMLAH_PERUBAHAN,JUMLAH_AKHIR,TIPE_PERUBAHAN,REF,SATUAN,WAKTU_CHANGE
SH20240109000017,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1570,-27,1543,TRANSFER,TRF20240109009,DUS,2024-01-09 00:00:00
SH20240109000018,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,1980,324,2304,TRANSFER,TRF20240109009,PIECES,2024-01-09 00:00:00
SH20240112000019,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1543,-24,1519,TRANSFER,TRF20240112010,DUS,2024-01-12 00:00:00
SH20240112000020,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,2304,288,2592,TRANSFER,TRF20240112010,PIECES,2024-01-12 00:00:00
SH20240112000021,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1519,-11,1508,TRANSFER,TRF20240112011,DUS,2024-01-12 00:00:00
SH20240112000022,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,2592,132,2724,TRANSFER,TRF20240112011,PIECES,2024-01-12 00:00:00
SH20240112000023,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1508,-25,1483,TRANSFER,TRF20240112012,DUS,2024-01-12 00:00:00
SH20240112000024,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,2724,300,3024,TRANSFER,TRF20240112012,PIECES,2024-01-12 00:00:00
SH20240113000025,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1483,-19,1464,TRANSFER,TRF20240113013,DUS,2024-01-13 00:00:00
SH20240113000026,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,3024,228,3252,TRANSFER,TRF20240113013,PIECES,2024-01-13 00:00:00
SH20240113000027,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1464,-30,1434,TRANSFER,TRF20240113014,DUS,2024-01-13 00:00:00
SH20240113000028,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,3252,360,3612,TRANSFER,TRF20240113014,PIECES,2024-01-13 00:00:00
SH20240115000029,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1434,-12,1422,TRANSFER,TRF20240115015,DUS,2024-01-15 00:00:00
SH20240115000030,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,3612,144,3756,TRANSFER,TRF20240115015,PIECES,2024-01-15 00:00:00
SH20240115000031,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1422,-11,1411,TRANSFER,TRF20240115016,DUS,2024-01-15 00:00:00
SH20240115000032,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,3756,132,3888,TRANSFER,TRF20240115016,PIECES,2024-01-15 00:00:00
SH20240115000033,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1411,-22,1389,TRANSFER,TRF20240115017,DUS,2024-01-15 00:00:00
SH20240115000034,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,3888,264,4152,TRANSFER,TRF20240115017,PIECES,2024-01-15 00:00:00
SH20240118000035,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1389,-13,1376,TRANSFER,TRF20240118018,DUS,2024-01-18 00:00:00
SH20240118000036,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,4152,156,4308,TRANSFER,TRF20240118018,PIECES,2024-01-18 00:00:00
SH20240121000037,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1376,-26,1350,TRANSFER,TRF20240121019,DUS,2024-01-21 00:00:00
SH20240121000038,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,4308,312,4620,TRANSFER,TRF20240121019,PIECES,2024-01-21 00:00:00
SH20240121000039,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1350,-25,1325,TRANSFER,TRF20240121020,DUS,2024-01-21 00:00:00
SH20240121000040,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,4620,300,4920,TRANSFER,TRF20240121020,PIECES,2024-01-21 00:00:00
SH20240121000041,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1325,-15,1310,TRANSFER,TRF20240121021,DUS,2024-01-21 00:00:00
SH20240121000042,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,4920,180,5100,TRANSFER,TRF20240121021,PIECES,2024-01-21 00:00:00
SH20240124000043,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1310,-21,1289,TRANSFER,TRF20240124022,DUS,2024-01-24 00:00:00
SH20240124000044,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,5100,252,5352,TRANSFER,TRF20240124022,PIECES,2024-01-24 00:00:00
SH20240124000045,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1289,-27,1262,TRANSFER,TRF20240124023,DUS,2024-01-24 00:00:00
SH20240124000046,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,5352,324,5676,TRANSFER,TRF20240124023,PIECES,2024-01-24 00:00:00
SH20240126000047,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1262,-21,1241,TRANSFER,TRF20240126024,DUS,2024-01-26 00:00:00
SH20240126000048,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,5676,252,5928,TRANSFER,TRF20240126024,PIECES,2024-01-26 00:00:00
SH20240126000049,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1241,-17,1224,TRANSFER,TRF20240126025,DUS,2024-01-26 00:00:00
SH20240126000050,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,5928,204,6132,TRANSFER,TRF20240126025,PIECES,2024-01-26 00:00:00
SH20240126000051,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1224,-20,1204,TRANSFER,TRF20240126026,DUS,2024-01-26 00:00:00
SH20240126000052,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,6132,240,6372,TRANSFER,TRF20240126026,PIECES,2024-01-26 00:00:00
SH20240128000053,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1204,-27,1177,TRANSFER,TRF20240128027,DUS,2024-01-28 00:00:00
SH20240128000054,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,6372,324,6696,TRANSFER,TRF20240128027,PIECES,2024-01-28 00:00:00
SH20240129000055,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1177,-18,1159,TRANSFER,TRF20240129028,DUS,2024-01-29 00:00:00
SH20240129000056,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,6696,216,6912,TRANSFER,TRF20240129028,PIECES,2024-01-29 00:00:00
SH20240131000057,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1159,-21,1138,TRANSFER,TRF20240131029,DUS,2024-01-31 00:00:00
SH20240131000058,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,6912,252,7164,TRANSFER,TRF20240131029,PIECES,2024-01-31 00:00:00
SH20240131000059,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1138,-15,1123,TRANSFER,TRF20240131030,DUS,2024-01-31 00:00:00
SH20240131000060,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,7164,180,7344,TRANSFER,TRF20240131030,PIECES,2024-01-31 00:00:00
SH20240131000061,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1123,-15,1108,TRANSFER,TRF20240131031,DUS,2024-01-31 00:00:00
SH20240131000062,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,7344,180,7524,TRANSFER,TRF20240131031,PIECES,2024-01-31 00:00:00
SH20240203000063,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1108,-10,1098,TRANSFER,TRF20240203032,DUS,2024-02-03 00:00:00
SH20240203000064,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,7524,120,7644,TRANSFER,TRF20240203032,PIECES,2024-02-03 00:00:00
SH20240203000065,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1098,-16,1082,TRANSFER,TRF20240203033,DUS,2024-02-03 00:00:00
SH20240203000066,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,7644,192,7836,TRANSFER,TRF20240203033,PIECES,2024-02-03 00:00:00
SH20240205000067,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1082,-14,1068,TRANSFER,TRF20240205034,DUS,2024-02-05 00:00:00
SH20240205000068,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,7836,168,8004,TRANSFER,TRF20240205034,PIECES,2024-02-05 00:00:00
SH20240205000069,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1068,-18,1050,TRANSFER,TRF20240205035,DUS,2024-02-05 00:00:00
SH20240205000070,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,8004,216,8220,TRANSFER,TRF20240205035,PIECES,2024-02-05 00:00:00
SH20240205000071,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1050,-13,1037,TRANSFER,TRF20240205036,DUS,2024-02-05 00:00:00
SH20240205000072,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,8220,156,8376,TRANSFER,TRF20240205036,PIECES,2024-02-05 00:00:00
SH20240208000073,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1037,-15,1022,TRANSFER,TRF20240208037,DUS,2024-02-08 00:00:00
SH20240208000074,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,8376,180,8556,TRANSFER,TRF20240208037,PIECES,2024-02-08 00:00:00
SH20240208000075,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1022,-12,1010,TRANSFER,TRF20240208038,DUS,2024-02-08 00:00:00
SH20240208000076,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,8556,144,8700,TRANSFER,TRF20240208038,PIECES,2024-02-08 00:00:00
SH20240209000077,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,1010,-11,999,TRANSFER,TRF20240209039,DUS,2024-02-09 00:00:00
SH20240209000078,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,8700,132,8832,TRANSFER,TRF20240209039,PIECES,2024-02-09 00:00:00
SH20240209000079,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,999,-28,971,TRANSFER,TRF20240209040,DUS,2024-02-09 00:00:00
SH20240209000080,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,8832,336,9168,TRANSFER,TRF20240209040,PIECES,2024-02-09 00:00:00
SH20240212000081,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,971,-22,949,TRANSFER,TRF20240212041,DUS,2024-02-12 00:00:00
SH20240212000082,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,9168,264,9432,TRANSFER,TRF20240212041,PIECES,2024-02-12 00:00:00
SH20240215000083,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,949,-14,935,TRANSFER,TRF20240215042,DUS,2024-02-15 00:00:00
SH20240215000084,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,9432,168,9600,TRANSFER,TRF20240215042,PIECES,2024-02-15 00:00:00
SH20240216000085,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,935,-25,910,TRANSFER,TRF20240216043,DUS,2024-02-16 00:00:00
SH20240216000086,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,9600,300,9900,TRANSFER,TRF20240216043,PIECES,2024-02-16 00:00:00
SH20240216000087,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,910,-26,884,TRANSFER,TRF20240216044,DUS,2024-02-16 00:00:00
SH20240216000088,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,9900,312,10212,TRANSFER,TRF20240216044,PIECES,2024-02-16 00:00:00
SH20240216000089,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,884,-23,861,TRANSFER,TRF20240216045,DUS,2024-02-16 00:00:00
SH20240216000090,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,10212,276,10488,TRANSFER,TRF20240216045,PIECES,2024-02-16 00:00:00
SH20240218000091,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,861,-25,836,TRANSFER,TRF20240218046,DUS,2024-02-18 00:00:00
SH20240218000092,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,10488,300,10788,TRANSFER,TRF20240218046,PIECES,2024-02-18 00:00:00
SH20240218000093,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,836,-30,806,TRANSFER,TRF20240218047,DUS,2024-02-18 00:00:00
SH20240218000094,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,10788,360,11148,TRANSFER,TRF20240218047,PIECES,2024-02-18 00:00:00
SH20240221000095,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,806,-23,783,TRANSFER,TRF20240221048,DUS,2024-02-21 00:00:00
SH20240221000096,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,11148,276,11424,TRANSFER,TRF20240221048,PIECES,2024-02-21 00:00:00
SH20240221000097,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,783,-12,771,TRANSFER,TRF20240221049,DUS,2024-02-21 00:00:00
SH20240221000098,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,11424,144,11568,TRANSFER,TRF20240221049,PIECES,2024-02-21 00:00:00
SH20240221000099,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,771,-30,741,TRANSFER,TRF20240221050,DUS,2024-02-21 00:00:00
SH20240221000000,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,11568,360,11928,TRANSFER,TRF20240221050,PIECES,2024-02-21 00:00:00
SH20240223000001,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,741,-17,724,TRANSFER,TRF20240223051,DUS,2024-02-23 00:00:00
SH20240223000002,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,11928,204,12132,TRANSFER,TRF20240223051,PIECES,2024-02-23 00:00:00
SH20240223000003,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,724,-20,704,TRANSFER,TRF20240223052,DUS,2024-02-23 00:00:00
SH20240223000004,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,12132,240,12372,TRANSFER,TRF20240223052,PIECES,2024-02-23 00:00:00
SH20240223000005,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,704,-26,678,TRANSFER,TRF20240223053,DUS,2024-02-23 00:00:00
SH20240223000006,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,12372,312,12684,TRANSFER,TRF20240223053,PIECES,2024-02-23 00:00:00
SH20240226000007,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,678,-15,663,TRANSFER,TRF20240226054,DUS,2024-02-26 00:00:00
SH20240226000008,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,12684,180,12864,TRANSFER,TRF20240226054,PIECES,2024-02-26 00:00:00
SH20240227000009,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,663,-13,650,TRANSFER,TRF20240227055,DUS,2024-02-27 00:00:00
SH20240227000010,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,12864,156,13020,TRANSFER,TRF20240227055,PIECES,2024-02-27 00:00:00
SH20240227000011,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,650,-27,623,TRANSFER,TRF20240227056,DUS,2024-02-27 00:00:00
SH20240227000012,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,13020,324,13344,TRANSFER,TRF20240227056,PIECES,2024-02-27 00:00:00
SH20240227000013,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,623,-28,595,TRANSFER,TRF20240227057,DUS,2024-02-27 00:00:00
SH20240227000014,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,13344,336,13680,TRANSFER,TRF20240227057,PIECES,2024-02-27 00:00:00
SH20240229000015,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,595,-19,576,TRANSFER,TRF20240229058,DUS,2024-02-29 00:00:00
SH20240229000016,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,13680,228,13908,TRANSFER,TRF20240229058,PIECES,2024-02-29 00:00:00
SH20240229000017,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,576,-14,562,TRANSFER,TRF20240229059,DUS,2024-02-29 00:00:00
SH20240229000018,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,13908,168,14076,TRANSFER,TRF20240229059,PIECES,2024-02-29 00:00:00
SH20240302000019,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,562,-10,552,TRANSFER,TRF20240302060,DUS,2024-03-02 00:00:00
SH20240302000020,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,14076,120,14196,TRANSFER,TRF20240302060,PIECES,2024-03-02 00:00:00
SH20240304000021,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,552,-13,539,TRANSFER,TRF20240304061,DUS,2024-03-04 00:00:00
SH20240304000022,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,14196,156,14352,TRANSFER,TRF20240304061,PIECES,2024-03-04 00:00:00
SH20240304000023,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,539,-30,509,TRANSFER,TRF20240304062,DUS,2024-03-04 00:00:00
SH20240304000024,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,14352,360,14712,TRANSFER,TRF20240304062,PIECES,2024-03-04 00:00:00
SH20240304000025,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,509,-27,482,TRANSFER,TRF20240304063,DUS,2024-03-04 00:00:00
SH20240304000026,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,14712,324,15036,TRANSFER,TRF20240304063,PIECES,2024-03-04 00:00:00
SH20240305000027,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,482,-12,470,TRANSFER,TRF20240305064,DUS,2024-03-05 00:00:00
SH20240305000028,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,15036,144,15180,TRANSFER,TRF20240305064,PIECES,2024-03-05 00:00:00
SH20240307000029,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,470,-10,460,TRANSFER,TRF20240307065,DUS,2024-03-07 00:00:00
SH20240307000030,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,15180,120,15300,TRANSFER,TRF20240307065,PIECES,2024-03-07 00:00:00
SH20240307000031,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,460,-23,437,TRANSFER,TRF20240307066,DUS,2024-03-07 00:00:00
SH20240307000032,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,15300,276,15576,TRANSFER,TRF20240307066,PIECES,2024-03-07 00:00:00
SH20240310000033,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,437,-19,418,TRANSFER,TRF20240310067,DUS,2024-03-10 00:00:00
SH20240310000034,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,15576,228,15804,TRANSFER,TRF20240310067,PIECES,2024-03-10 00:00:00
SH20240311000035,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,418,-19,399,TRANSFER,TRF20240311068,DUS,2024-03-11 00:00:00
SH20240311000036,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,15804,228,16032,TRANSFER,TRF20240311068,PIECES,2024-03-11 00:00:00
SH20240312000037,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,399,-28,371,TRANSFER,TRF20240312069,DUS,2024-03-12 00:00:00
SH20240312000038,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,16032,336,16368,TRANSFER,TRF20240312069,PIECES,2024-03-12 00:00:00
SH20240312000039,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,371,-11,360,TRANSFER,TRF20240312070,DUS,2024-03-12 00:00:00
SH20240312000040,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,16368,132,16500,TRANSFER,TRF20240312070,PIECES,2024-03-12 00:00:00
SH20240312000041,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,360,-10,350,TRANSFER,TRF20240312071,DUS,2024-03-12 00:00:00
SH20240312000042,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,16500,120,16620,TRANSFER,TRF20240312071,PIECES,2024-03-12 00:00:00
SH20240315000043,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,350,-18,332,TRANSFER,TRF20240315072,DUS,2024-03-15 00:00:00
SH20240315000044,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,16620,216,16836,TRANSFER,TRF20240315072,PIECES,2024-03-15 00:00:00
SH20240315000045,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,332,-13,319,TRANSFER,TRF20240315073,DUS,2024-03-15 00:00:00
SH20240315000046,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,16836,156,16992,TRANSFER,TRF20240315073,PIECES,2024-03-15 00:00:00
SH20240318000047,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,319,-21,298,TRANSFER,TRF20240318074,DUS,2024-03-18 00:00:00
SH20240318000048,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,16992,252,17244,TRANSFER,TRF20240318074,PIECES,2024-03-18 00:00:00
SH20240321000049,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,298,-19,279,TRANSFER,TRF20240321075,DUS,2024-03-21 00:00:00
SH20240321000050,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,17244,228,17472,TRANSFER,TRF20240321075,PIECES,2024-03-21 00:00:00
SH20240321000051,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,279,-25,254,TRANSFER,TRF20240321076,DUS,2024-03-21 00:00:00
SH20240321000052,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,17472,300,17772,TRANSFER,TRF20240321076,PIECES,2024-03-21 00:00:00
SH20240323000053,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,254,-22,232,TRANSFER,TRF20240323077,DUS,2024-03-23 00:00:00
SH20240323000054,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,17772,264,18036,TRANSFER,TRF20240323077,PIECES,2024-03-23 00:00:00
SH20240325000055,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,232,-12,220,TRANSFER,TRF20240325078,DUS,2024-03-25 00:00:00
SH20240325000056,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,18036,144,18180,TRANSFER,TRF20240325078,PIECES,2024-03-25 00:00:00
SH20240325000057,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,220,-18,202,TRANSFER,TRF20240325079,DUS,2024-03-25 00:00:00
SH20240325000058,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,18180,216,18396,TRANSFER,TRF20240325079,PIECES,2024-03-25 00:00:00
SH20240325000059,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,202,-18,184,TRANSFER,TRF20240325080,DUS,2024-03-25 00:00:00
SH20240325000060,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,18396,216,18612,TRANSFER,TRF20240325080,PIECES,2024-03-25 00:00:00
SH20240328000061,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,184,-16,168,TRANSFER,TRF20240328081,DUS,2024-03-28 00:00:00
SH20240328000062,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,18612,192,18804,TRANSFER,TRF20240328081,PIECES,2024-03-28 00:00:00
SH20240331000063,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,168,-28,140,TRANSFER,TRF20240331082,DUS,2024-03-31 00:00:00
SH20240331000064,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,18804,336,19140,TRANSFER,TRF20240331082,PIECES,2024-03-31 00:00:00
SH20240402000065,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,140,-17,123,TRANSFER,TRF20240402083,DUS,2024-04-02 00:00:00
SH20240402000066,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19140,204,19344,TRANSFER,TRF20240402083,PIECES,2024-04-02 00:00:00
SH20240402000067,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,123,-22,101,TRANSFER,TRF20240402084,DUS,2024-04-02 00:00:00
SH20240402000068,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19344,264,19608,TRANSFER,TRF20240402084,PIECES,2024-04-02 00:00:00
SH20240405000069,4aCSBjQPd3TzFd90,NRb2W8VG,GDNGj825,101,-20,81,TRANSFER,TRF20240405085,DUS,2024-04-05 00:00:00
SH20240405000070,4aCSBjQPd3TzFd90,NsHmYgfe,TOKOeLig,19608,240,19848,TRANSFER,TRF20240405085,PIECES,2024-04-05 00:00:00
