ID_DETAIL_TRANSFER_BARANG_BATCH,ID_DETAIL_TRANSFER_BARANG,ID_PESAN_BARANG,JUMLAH_PESAN_TRANSFER_BATCH_DUS,JUMLAH_KIRIM_DUS,JUMLAH_TIBA_DUS,JUMLAH_DITOLAK_DUS,JUMLAH_MASUK_DUS
BTCH20241103129,DTL20241103106,PB20240930026,5,5,5,0,5
BTCH20241107130,DTL20241107107,PB20241031029,23,23,23,0,23
BTCH20241109131,DTL20241109108,PB20241031029,16,16,16,0,16
BTCH20241111132,DTL20241111109,PB20241031029,24,24,24,0,24
BTCH20241114133,DTL20241114110,PB20241031029,17,17,17,0,17
BTCH20241117134,DTL20241117111,PB20241115030,19,19,19,0,19
BTCH20241120135,DTL20241120112,PB20241115030,25,25,25,0,25
BTCH20241123136,DTL20241123113,PB20241115030,26,26,26,0,26
BTCH20241126137,DTL20241126114,PB20241115030,17,17,17,0,17
BTCH20241126138,DTL20241126114,PB20241031029,13,13,13,0,13
BTCH20241130139,DTL20241130115,PB20241127031,28,28,28,0,28
BTCH20241204140,DTL20241204116,PB20241127031,10,10,10,0,10
BTCH20241208141,DTL20241208117,PB20241127031,29,29,29,0,29
BTCH20241211142,DTL20241211118,PB20241127031,19,19,19,0,19
BTCH20241211143,DTL20241211118,PB20241209032,11,11,11,0,11
BTCH20241213144,DTL20241213119,PB20241209032,17,17,17,0,17
BTCH20241216145,DTL20241216120,PB20241209032,10,10,10,0,10
BTCH20241218146,DTL20241218121,PB20241209032,27,27,27,0,27
BTCH20241221147,DTL20241221122,PB20241209032,11,11,11,0,11
BTCH20241223148,DTL20241223123,PB20241209032,21,21,21,0,21
BTCH20241223149,DTL20241223123,PB20241031029,2,2,2,0,2
BTCH20241223150,DTL20241223123,PB20241222033,2,2,2,0,2
BTCH20241227151,DTL20241227124,PB20241222033,21,21,21,0,21
BTCH20241230152,DTL20241230125,PB20241222033,17,17,17,0,17
BTCH20250103153,DTL20250103126,PB20241222033,26,26,26,0,26
BTCH20250107154,DTL20250107127,PB20250104034,28,28,28,0,28
BTCH20250110155,DTL20250110128,PB20250104034,16,16,16,0,16
BTCH20250113156,DTL20250113129,PB20250104034,23,23,23,0,23
BTCH20250116157,DTL20250116130,PB20250104034,6,6,6,0,6
BTCH20250116158,DTL20250116130,PB20241222033,9,9,9,0,9
BTCH20250118159,DTL20250118131,PB20241222033,15,15,15,0,15
BTCH20250118160,DTL20250118131,PB20250117035,6,6,6,0,6
BTCH20250121161,DTL20250121132,PB20250117035,24,24,24,0,24
BTCH20250123162,DTL20250123133,PB20250117035,19,19,19,0,19
BTCH20250126163,DTL20250126134,PB20250117035,27,27,27,0,27
BTCH20250129164,DTL20250129135,PB20250127036,28,28,28,0,28
BTCH20250202165,DTL20250202136,PB20250127036,27,27,27,0,27
BTCH20250205166,DTL20250205137,PB20250127036,10,10,10,0,10
BTCH20250208167,DTL20250208138,PB20250127036,9,9,9,0,9
BTCH20250208168,DTL20250208138,PB20250117035,4,4,4,0,4
BTCH20250211169,DTL20250211139,PB20250209037,15,15,15,0,15
BTCH20250215170,DTL20250215140,PB20250209037,28,28,28,0,28
BTCH20250219171,DTL20250219141,PB20250209037,16,16,16,0,16
BTCH20250221172,DTL20250221142,PB20250209037,24,24,24,0,24
BTCH20250224173,DTL20250224143,PB20250222038,28,28,28,0,28
BTCH20250226174,DTL20250226144,PB20250222038,11,11,11,0,11
BTCH20250301175,DTL20250301145,PB20250222038,18,18,18,0,18
BTCH20250304176,DTL20250304146,PB20250222038,29,29,29,0,29
BTCH20250306177,DTL20250306147,PB20250222038,11,11,11,0,11
BTCH20250306178,DTL20250306147,PB20250305039,16,16,16,0,16
BTCH20250309179,DTL20250309148,PB20250305039,16,16,16,0,16
BTCH20250313180,DTL20250313149,PB20250305039,15,15,15,0,15
BTCH20250315181,DTL20250315150,PB20250305039,14,14,14,0,14
BTCH20250319182,DTL20250319151,PB20250305039,12,12,12,0,12
BTCH20250323183,DTL20250323152,PB20250305039,10,10,10,0,10
BTCH20250325184,DTL20250325153,PB20250305039,6,6,6,0,6
BTCH20250325185,DTL20250325153,PB20250318040,18,18,18,0,18
BTCH20250329186,DTL20250329154,PB20250318040,25,25,25,0,25
BTCH20250331187,DTL20250331155,PB20250318040,27,27,27,0,27
BTCH20250403188,DTL20250403156,PB20250318040,7,7,7,0,7
BTCH20250403189,DTL20250403156,PB20250401041,8,8,8,0,8
BTCH20250406190,DTL20250406157,PB20250401041,25,25,25,0,25
BTCH20250409191,DTL20250409158,PB20250401041,17,17,17,0,17
BTCH20250412192,DTL20250412159,PB20250401041,15,15,15,0,15
BTCH20250416193,DTL20250416160,PB20250414042,16,16,16,0,16
BTCH20250419194,DTL20250419161,PB20250414042,15,15,15,0,15
BTCH20250422195,DTL20250422162,PB20250414042,16,16,16,0,16
BTCH20250425196,DTL20250425163,PB20250414042,15,15,15,0,15
BTCH20250425197,DTL20250425163,PB20250401041,3,3,3,0,3
BTCH20250429198,DTL20250429164,PB20250401041,10,10,10,0,10
BTCH20250429199,DTL20250429164,PB20250426043,19,19,19,0,19
BTCH20250501200,DTL20250501165,PB20250426043,25,25,25,0,25
BTCH20250504201,DTL20250504166,PB20250426043,29,29,29,0,29
BTCH20250508202,DTL20250508167,PB20250505044,10,10,10,0,10
BTCH20250511203,DTL20250511168,PB20250505044,19,19,19,0,19
BTCH20250515204,DTL20250515169,PB20250505044,15,15,15,0,15
BTCH20250518205,DTL20250518170,PB20250505044,10,10,10,0,10
BTCH20250518206,DTL20250518170,PB20250426043,7,7,7,0,7
BTCH20250518207,DTL20250518170,PB20250209037,1,1,1,0,1
BTCH20250518208,DTL20250518170,PB20250117035,10,10,10,0,10
BTCH20250520209,DTL20250520171,PB20250519045,21,21,21,0,21
BTCH20250522210,DTL20250522172,PB20250519045,25,25,25,0,25
BTCH20250525211,DTL20250525173,PB20250523046,23,23,23,0,23
BTCH20250527212,DTL20250527174,PB20250523046,14,14,14,0,14
BTCH20250530213,DTL20250530175,PB20250523046,27,27,27,0,27
BTCH20250602214,DTL20250602176,PB20250523046,26,26,26,0,26
BTCH20250605215,DTL20250605177,PB20250523046,9,9,9,0,9
BTCH20250605216,DTL20250605177,PB20250519045,11,11,11,0,11
BTCH20250608217,DTL20250608178,PB20250606047,27,27,27,0,27
BTCH20250610218,DTL20250610179,PB20250606047,29,29,29,0,29
BTCH20250612219,DTL20250612180,PB20250606047,19,19,19,0,19
BTCH20250614220,DTL20250614181,PB20250613048,17,17,17,0,17
BTCH20250618221,DTL20250618182,PB20250613048,18,18,18,0,18
BTCH20250620222,DTL20250620183,PB20250613048,17,17,17,0,17
BTCH20250624223,DTL20250624184,PB20250613048,19,19,19,0,19
BTCH20250626224,DTL20250626185,PB20250613048,27,27,27,0,27
BTCH20250626225,DTL20250626185,PB20250606047,1,1,1,0,1
BTCH20250626226,DTL20250626185,PB20250519045,2,2,2,0,2
BTCH20250628227,DTL20250628186,PB20250519045,7,7,7,0,7
BTCH20250628228,DTL20250628186,PB20250627049,11,11,11,0,11
BTCH20250701229,DTL20250701187,PB20250627049,19,19,19,0,19
BTCH20250705230,DTL20250705188,PB20250627049,26,26,26,0,26
BTCH20250709231,DTL20250709189,PB20250627049,15,15,15,0,15
BTCH20250712232,DTL20250712190,PB20250710050,16,16,16,0,16
BTCH20250714233,DTL20250714191,PB20250710050,21,21,21,0,21
BTCH20250716234,DTL20250716192,PB20250710050,13,13,13,0,13
BTCH20250720235,DTL20250720193,PB20250710050,11,11,11,0,11
BTCH20250720236,DTL20250720193,PB20250627049,4,4,4,0,4
BTCH20250724237,DTL20250724194,PB20250721051,19,19,19,0,19
BTCH20250727238,DTL20250727195,PB20250721051,26,26,26,0,26
BTCH20250729239,DTL20250729196,PB20250721051,10,10,10,0,10
BTCH20250801240,DTL20250801197,PB20250721051,2,2,2,0,2
BTCH20250801241,DTL20250801197,PB20250728052,23,23,23,0,23
BTCH20250803242,DTL20250803198,PB20250728052,27,27,27,0,27
BTCH20250805243,DTL20250805199,PB20250804053,10,10,10,0,10
BTCH20250808244,DTL20250808200,PB20250804053,15,15,15,0,15
BTCH20250811245,DTL20250811201,PB20250804053,11,11,11,0,11
BTCH20250814246,DTL20250814202,PB20250804053,21,21,21,0,21
BTCH20250814247,DTL20250814202,PB20250728052,2,2,2,0,2
BTCH20250816248,DTL20250816203,PB20250815054,14,14,14,0,14
BTCH20250819249,DTL20250819204,PB20250815054,20,20,20,0,20
BTCH20250821250,DTL20250821205,PB20250815054,28,28,28,0,28
BTCH20250825251,DTL20250825206,PB20250815054,13,13,13,0,13
BTCH20250827252,DTL20250827207,PB20250815054,1,1,1,0,1
BTCH20250827253,DTL20250827207,PB20250728052,9,9,9,0,9
BTCH20250827254,DTL20250827207,PB20250627049,8,8,8,0,8
BTCH20250827255,DTL20250827207,PB20250117035,1,1,1,0,1
BTCH20250830256,DTL20250830208,PB20240325009,20,20,20,0,20
BTCH20250902257,DTL20250902209,PB20240325009,6,6,6,0,6
BTCH20250902258,DTL20250902209,PB20250826055,10,10,10,0,10
BTCH20250905259,DTL20250905210,PB20250826055,17,17,17,0,17
BTCH20250908260,DTL20250908211,PB20250826055,28,28,28,0,28
BTCH20250911261,DTL20250911212,PB20250909056,25,25,25,0,25
BTCH20250915262,DTL20250915213,PB20250909056,14,14,14,0,14
BTCH20250917263,DTL20250917214,PB20250909056,30,30,30,0,30
BTCH20250920264,DTL20250920215,PB20250909056,1,1,1,0,1
BTCH20250920265,DTL20250920215,PB20250918057,28,28,28,0,28
BTCH20250924266,DTL20250924216,PB20250918057,29,29,29,0,29
BTCH20250928267,DTL20250928217,PB20250925058,20,20,20,0,20
BTCH20251002268,DTL20251002218,PB20250925058,25,25,25,0,25
BTCH20251004269,DTL20251004219,PB20250925058,25,25,25,0,25
BTCH20251007270,DTL20251007220,PB20250925058,11,11,11,0,11
BTCH20251011271,DTL20251011221,PB20251008059,30,30,30,0,30
BTCH20251013272,DTL20251013222,PB20251008059,26,26,26,0,26
BTCH20251017273,DTL20251017223,PB20251008059,15,15,15,0,15
BTCH20251019274,DTL20251019224,PB20251008059,24,24,24,0,24
BTCH20251019275,DTL20251019224,PB20250925058,4,4,4,0,4
BTCH20251022276,DTL20251022225,PB20250925058,8,8,8,0,8
BTCH20251022277,DTL20251022225,PB20250918057,4,4,4,0,4
BTCH20251025278,DTL20251025226,PB20251023060,11,11,11,0,11
BTCH20251027279,DTL20251027227,PB20251023060,27,27,27,0,27
BTCH20251030280,DTL20251030228,PB20251023060,15,15,15,0,15
BTCH20251101281,DTL20251101229,PB20251023060,19,19,19,0,19
BTCH20251101282,DTL20251101229,PB20250918057,2,2,2,0,2
BTCH20251103283,DTL20251103230,PB20251102061,22,22,22,0,22
BTCH20251107284,DTL20251107231,PB20251102061,28,28,28,0,28
BTCH20251109285,DTL20251109232,PB20251102061,11,11,11,0,11
BTCH20251111286,DTL20251111233,PB20251102061,18,18,18,0,18
BTCH20251114287,DTL20251114234,PB20251102061,8,8,8,0,8
BTCH20251114288,DTL20251114234,PB20250826055,16,16,16,0,16
BTCH20251117289,DTL20251117235,PB20251115062,27,27,27,0,27
BTCH20251119290,DTL20251119236,PB20251115062,28,28,28,0,28
BTCH20251122291,DTL20251122237,PB20251120063,11,11,11,0,11
BTCH20251126292,DTL20251126238,PB20251120063,17,17,17,0,17
BTCH20251129293,DTL20251129239,PB20251120063,26,26,26,0,26
BTCH20251202294,DTL20251202240,PB20251120063,15,15,15,0,15
