ID_DETAIL_TRANSFER_BARANG,ID_TRANSFER_BARANG,KD_BARANG,TOTAL_PESAN_TRANSFER_DUS,TOTAL_KIRIM_DUS,TOTAL_TIBA_DUS,TOTAL_DITOLAK_DUS,TOTAL_MASUK_DUS,STATUS
DTL20241213119,TRF20241213119,4aCSBjQPd3TzFd90,17,17,17,0,17,SELESAI
DTL20241216120,TRF20241216120,4aCSBjQPd3TzFd90,10,10,10,0,10,SELESAI
DTL20241218121,TRF20241218121,4aCSBjQPd3TzFd90,27,27,27,0,27,SELESAI
DTL20241221122,TRF20241221122,4aCSBjQPd3TzFd90,11,11,11,0,11,SELESAI
DTL20241223123,TRF20241223123,4aCSBjQPd3TzFd90,25,25,25,0,25,SELESAI
DTL20241227124,TRF20241227124,4aCSBjQPd3TzFd90,21,21,21,0,21,SELESAI
DTL20241230125,TRF20241230125,4aCSBjQPd3TzFd90,17,17,17,0,17,SELESAI
DTL20250103126,TRF20250103126,4aCSBjQPd3TzFd90,26,26,26,0,26,SELESAI
DTL20250107127,TRF20250107127,4aCSBjQPd3TzFd90,28,28,28,0,28,SELESAI
DTL20250110128,TRF20250110128,4aCSBjQPd3TzFd90,16,16,16,0,16,SELESAI
DTL20250113129,TRF20250113129,4aCSBjQPd3TzFd90,23,23,23,0,23,SELESAI
DTL20250116130,TRF20250116130,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20250118131,TRF20250118131,4aCSBjQPd3TzFd90,21,21,21,0,21,SELESAI
DTL20250121132,TRF20250121132,4aCSBjQPd3TzFd90,24,24,24,0,24,SELESAI
DTL20250123133,TRF20250123133,4aCSBjQPd3TzFd90,19,19,19,0,19,SELESAI
DTL20250126134,TRF20250126134,4aCSBjQPd3TzFd90,27,27,27,0,27,SELESAI
DTL20250129135,TRF20250129135,4aCSBjQPd3TzFd90,28,28,28,0,28,SELESAI
DTL20250202136,TRF20250202136,4aCSBjQPd3TzFd90,27,27,27,0,27,SELESAI
DTL20250205137,TRF20250205137,4aCSBjQPd3TzFd90,10,10,10,0,10,SELESAI
DTL20250208138,TRF20250208138,4aCSBjQPd3TzFd90,13,13,13,0,13,SELESAI
DTL20250211139,TRF20250211139,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20250215140,TRF20250215140,4aCSBjQPd3TzFd90,28,28,28,0,28,SELESAI
DTL20250219141,TRF20250219141,4aCSBjQPd3TzFd90,16,16,16,0,16,SELESAI
DTL20250221142,TRF20250221142,4aCSBjQPd3TzFd90,24,24,24,0,24,SELESAI
DTL20250224143,TRF20250224143,4aCSBjQPd3TzFd90,28,28,28,0,28,SELESAI
DTL20250226144,TRF20250226144,4aCSBjQPd3TzFd90,11,11,11,0,11,SELESAI
DTL20250301145,TRF20250301145,4aCSBjQPd3TzFd90,18,18,18,0,18,SELESAI
DTL20250304146,TRF20250304146,4aCSBjQPd3TzFd90,29,29,29,0,29,SELESAI
DTL20250306147,TRF20250306147,4aCSBjQPd3TzFd90,27,27,27,0,27,SELESAI
DTL20250309148,TRF20250309148,4aCSBjQPd3TzFd90,16,16,16,0,16,SELESAI
DTL20250313149,TRF20250313149,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20250315150,TRF20250315150,4aCSBjQPd3TzFd90,14,14,14,0,14,SELESAI
DTL20250319151,TRF20250319151,4aCSBjQPd3TzFd90,12,12,12,0,12,SELESAI
DTL20250323152,TRF20250323152,4aCSBjQPd3TzFd90,10,10,10,0,10,SELESAI
DTL20250325153,TRF20250325153,4aCSBjQPd3TzFd90,24,24,24,0,24,SELESAI
DTL20250329154,TRF20250329154,4aCSBjQPd3TzFd90,25,25,25,0,25,SELESAI
DTL20250331155,TRF20250331155,4aCSBjQPd3TzFd90,27,27,27,0,27,SELESAI
DTL20250403156,TRF20250403156,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20250406157,TRF20250406157,4aCSBjQPd3TzFd90,25,25,25,0,25,SELESAI
DTL20250409158,TRF20250409158,4aCSBjQPd3TzFd90,17,17,17,0,17,SELESAI
DTL20250412159,TRF20250412159,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20250416160,TRF20250416160,4aCSBjQPd3TzFd90,16,16,16,0,16,SELESAI
DTL20250419161,TRF20250419161,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20250422162,TRF20250422162,4aCSBjQPd3TzFd90,16,16,16,0,16,SELESAI
DTL20250425163,TRF20250425163,4aCSBjQPd3TzFd90,18,18,18,0,18,SELESAI
DTL20250429164,TRF20250429164,4aCSBjQPd3TzFd90,29,29,29,0,29,SELESAI
DTL20250501165,TRF20250501165,4aCSBjQPd3TzFd90,25,25,25,0,25,SELESAI
DTL20250504166,TRF20250504166,4aCSBjQPd3TzFd90,29,29,29,0,29,SELESAI
DTL20250508167,TRF20250508167,4aCSBjQPd3TzFd90,10,10,10,0,10,SELESAI
DTL20250511168,TRF20250511168,4aCSBjQPd3TzFd90,19,19,19,0,19,SELESAI
DTL20250515169,TRF20250515169,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20250518170,TRF20250518170,4aCSBjQPd3TzFd90,28,28,28,0,28,SELESAI
DTL20250520171,TRF20250520171,4aCSBjQPd3TzFd90,21,21,21,0,21,SELESAI
DTL20250522172,TRF20250522172,4aCSBjQPd3TzFd90,25,25,25,0,25,SELESAI
DTL20250525173,TRF20250525173,4aCSBjQPd3TzFd90,23,23,23,0,23,SELESAI
DTL20250527174,TRF20250527174,4aCSBjQPd3TzFd90,14,14,14,0,14,SELESAI
DTL20250530175,TRF20250530175,4aCSBjQPd3TzFd90,27,27,27,0,27,SELESAI
DTL20250602176,TRF20250602176,4aCSBjQPd3TzFd90,26,26,26,0,26,SELESAI
DTL20250605177,TRF20250605177,4aCSBjQPd3TzFd90,20,20,20,0,20,SELESAI
DTL20250608178,TRF20250608178,4aCSBjQPd3TzFd90,27,27,27,0,27,SELESAI
DTL20250610179,TRF20250610179,4aCSBjQPd3TzFd90,29,29,29,0,29,SELESAI
DTL20250612180,TRF20250612180,4aCSBjQPd3TzFd90,19,19,19,0,19,SELESAI
DTL20250614181,TRF20250614181,4aCSBjQPd3TzFd90,17,17,17,0,17,SELESAI
DTL20250618182,TRF20250618182,4aCSBjQPd3TzFd90,18,18,18,0,18,SELESAI
DTL20250620183,TRF20250620183,4aCSBjQPd3TzFd90,17,17,17,0,17,SELESAI
DTL20250624184,TRF20250624184,4aCSBjQPd3TzFd90,19,19,19,0,19,SELESAI
DTL20250626185,TRF20250626185,4aCSBjQPd3TzFd90,30,30,30,0,30,SELESAI
DTL20250628186,TRF20250628186,4aCSBjQPd3TzFd90,18,18,18,0,18,SELESAI
DTL20250701187,TRF20250701187,4aCSBjQPd3TzFd90,19,19,19,0,19,SELESAI
DTL20250705188,TRF20250705188,4aCSBjQPd3TzFd90,26,26,26,0,26,SELESAI
DTL20250709189,TRF20250709189,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20250712190,TRF20250712190,4aCSBjQPd3TzFd90,16,16,16,0,16,SELESAI
DTL20250714191,TRF20250714191,4aCSBjQPd3TzFd90,21,21,21,0,21,SELESAI
DTL20250716192,TRF20250716192,4aCSBjQPd3TzFd90,13,13,13,0,13,SELESAI
DTL20250720193,TRF20250720193,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20250724194,TRF20250724194,4aCSBjQPd3TzFd90,19,19,19,0,19,SELESAI
DTL20250727195,TRF20250727195,4aCSBjQPd3TzFd90,26,26,26,0,26,SELESAI
DTL20250729196,TRF20250729196,4aCSBjQPd3TzFd90,10,10,10,0,10,SELESAI
DTL20250801197,TRF20250801197,4aCSBjQPd3TzFd90,25,25,25,0,25,SELESAI
DTL20250803198,TRF20250803198,4aCSBjQPd3TzFd90,27,27,27,0,27,SELESAI
DTL20250805199,TRF20250805199,4aCSBjQPd3TzFd90,10,10,10,0,10,SELESAI
DTL20250808200,TRF20250808200,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20250811201,TRF20250811201,4aCSBjQPd3TzFd90,11,11,11,0,11,SELESAI
DTL20250814202,TRF20250814202,4aCSBjQPd3TzFd90,23,23,23,0,23,SELESAI
DTL20250816203,TRF20250816203,4aCSBjQPd3TzFd90,14,14,14,0,14,SELESAI
DTL20250819204,TRF20250819204,4aCSBjQPd3TzFd90,20,20,20,0,20,SELESAI
DTL20250821205,TRF20250821205,4aCSBjQPd3TzFd90,28,28,28,0,28,SELESAI
DTL20250825206,TRF20250825206,4aCSBjQPd3TzFd90,13,13,13,0,13,SELESAI
DTL20250827207,TRF20250827207,4aCSBjQPd3TzFd90,19,19,19,0,19,SELESAI
DTL20250830208,TRF20250830208,4aCSBjQPd3TzFd90,20,20,20,0,20,SELESAI
DTL20250902209,TRF20250902209,4aCSBjQPd3TzFd90,16,16,16,0,16,SELESAI
DTL20250905210,TRF20250905210,4aCSBjQPd3TzFd90,17,17,17,0,17,SELESAI
DTL20250908211,TRF20250908211,4aCSBjQPd3TzFd90,28,28,28,0,28,SELESAI
DTL20250911212,TRF20250911212,4aCSBjQPd3TzFd90,25,25,25,0,25,SELESAI
DTL20250915213,TRF20250915213,4aCSBjQPd3TzFd90,14,14,14,0,14,SELESAI
DTL20250917214,TRF20250917214,4aCSBjQPd3TzFd90,30,30,30,0,30,SELESAI
DTL20250920215,TRF20250920215,4aCSBjQPd3TzFd90,29,29,29,0,29,SELESAI
DTL20250924216,TRF20250924216,4aCSBjQPd3TzFd90,29,29,29,0,29,SELESAI
DTL20250928217,TRF20250928217,4aCSBjQPd3TzFd90,20,20,20,0,20,SELESAI
DTL20251002218,TRF20251002218,4aCSBjQPd3TzFd90,25,25,25,0,25,SELESAI
DTL20251004219,TRF20251004219,4aCSBjQPd3TzFd90,25,25,25,0,25,SELESAI
DTL20251007220,TRF20251007220,4aCSBjQPd3TzFd90,11,11,11,0,11,SELESAI
DTL20251011221,TRF20251011221,4aCSBjQPd3TzFd90,30,30,30,0,30,SELESAI
DTL20251013222,TRF20251013222,4aCSBjQPd3TzFd90,26,26,26,0,26,SELESAI
DTL20251017223,TRF20251017223,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20251019224,TRF20251019224,4aCSBjQPd3TzFd90,28,28,28,0,28,SELESAI
DTL20251022225,TRF20251022225,4aCSBjQPd3TzFd90,12,12,12,0,12,SELESAI
DTL20251025226,TRF20251025226,4aCSBjQPd3TzFd90,11,11,11,0,11,SELESAI
DTL20251027227,TRF20251027227,4aCSBjQPd3TzFd90,27,27,27,0,27,SELESAI
DTL20251030228,TRF20251030228,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
DTL20251101229,TRF20251101229,4aCSBjQPd3TzFd90,21,21,21,0,21,SELESAI
DTL20251103230,TRF20251103230,4aCSBjQPd3TzFd90,22,22,22,0,22,SELESAI
DTL20251107231,TRF20251107231,4aCSBjQPd3TzFd90,28,28,28,0,28,SELESAI
DTL20251109232,TRF20251109232,4aCSBjQPd3TzFd90,11,11,11,0,11,SELESAI
DTL20251111233,TRF20251111233,4aCSBjQPd3TzFd90,18,18,18,0,18,SELESAI
DTL20251114234,TRF20251114234,4aCSBjQPd3TzFd90,24,24,24,0,24,SELESAI
DTL20251117235,TRF20251117235,4aCSBjQPd3TzFd90,27,27,27,0,27,SELESAI
DTL20251119236,TRF20251119236,4aCSBjQPd3TzFd90,28,28,28,0,28,SELESAI
DTL20251122237,TRF20251122237,4aCSBjQPd3TzFd90,11,11,11,0,11,SELESAI
DTL20251126238,TRF20251126238,4aCSBjQPd3TzFd90,17,17,17,0,17,SELESAI
DTL20251129239,TRF20251129239,4aCSBjQPd3TzFd90,26,26,26,0,26,SELESAI
DTL20251202240,TRF20251202240,4aCSBjQPd3TzFd90,15,15,15,0,15,SELESAI
