ID_DNJB,KD_BARANG,ID_NOTA_JUAL,JUMLAH_JUAL_BARANG,HARGA_JUAL_BARANG,TOTAL_JUAL_UANG,HARGA_BELI_BARANG,TOTAL_BELI_UANG
DNJB9B4E386C7360,W8r1LuGwd932W3Zq,NOTA384A7F222A3F,16,33000,528000,29008.7,464139.2
DNJB9E79EEE6C01F,W8r1LuGwd932W3Zq,NOTAE8BE0F32F01D,22,33000,726000,29008.7,638191.4
DNJB65A95EEF1BFA,W8r1LuGwd932W3Zq,NOTA05DFB6D90A67,16,33000,528000,29008.7,464139.2
DNJBD435FA3D6BA7,W8r1LuGwd932W3Zq,NOTA7A50CFA37FD4,19,33000,627000,29008.7,551165.3
DNJB421271F6CB22,W8r1LuGwd932W3Zq,NOTA571226BF69DA,23,33000,759000,29008.7,667200.1
DNJBB2BA86CA971A,W8r1LuGwd932W3Zq,NOTAF3AF7500D817,19,33000,627000,29008.7,551165.3
DNJB60546BECA2B7,W8r1LuGwd932W3Zq,NOTAB78A58FCBD4B,27,33000,891000,29008.7,783234.9
DNJB5D5BECD4A33C,W8r1LuGwd932W3Zq,NOTA823A3ADB30DF,16,33000,528000,29008.7,464139.2
DNJB90CAEC20967A,W8r1LuGwd932W3Zq,NOTA8B862D93C72D,17,33000,561000,29008.7,493147.9
DNJB5E1494566B89,W8r1LuGwd932W3Zq,NOTAF798BB7C29C4,9,33000,297000,29008.7,261078.30000000002
DNJBDA0417D96294,W8r1LuGwd932W3Zq,NOTA5FEEA8FEBB8C,2,33000,66000,29008.7,58017.4
DNJB9120BA8C65E7,W8r1LuGwd932W3Zq,NOTA92677DB87879,30,33000,990000,29008.7,870261.0
DNJBA2CA4C623215,W8r1LuGwd932W3Zq,NOTA30F1301DA780,10,33000,330000,29008.7,290087.0
DNJB8EE11D9A41F2,W8r1LuGwd932W3Zq,NOTA49B28602C93E,25,33000,825000,29008.7,725217.5
DNJBF45544589588,W8r1LuGwd932W3Zq,NOTAC5AFBEFCEBAD,11,33000,363000,29008.7,319095.7
DNJB66A55A321E10,W8r1LuGwd932W3Zq,NOTA2878FA5FD507,9,33000,297000,29008.7,261078.30000000002
DNJBBF5A162635E8,W8r1LuGwd932W3Zq,NOTAE294E60230BD,16,33000,528000,29008.7,464139.2
DNJB41713D74813D,W8r1LuGwd932W3Zq,NOTA80610F628060,10,33000,330000,29389.825581395347,293898.25581395347
DNJB0CDA8A3AAEC9,W8r1LuGwd932W3Zq,NOTAD488BD6698CB,18,33000,594000,29389.825581395347,529016.8604651162
DNJB97DF40D84618,W8r1LuGwd932W3Zq,NOTAB13DB241C47D,16,33000,528000,29389.825581395347,470237.20930232556
DNJB47F6FDF97A5F,W8r1LuGwd932W3Zq,NOTA9A9DA631132D,28,33000,924000,29389.825581395347,822915.1162790697
DNJB6308379C614D,W8r1LuGwd932W3Zq,NOTA7AE87ADF0475,1,33000,33000,29389.825581395347,29389.825581395347
DNJBF3818E1E834C,W8r1LuGwd932W3Zq,NOTA8E1035F44019,23,33000,759000,29389.825581395347,675965.988372093
DNJB3FA0F7A5A61F,W8r1LuGwd932W3Zq,NOTA2538578AEB71,3,33000,99000,29389.825581395347,88169.47674418605
DNJB4EA7F5616763,W8r1LuGwd932W3Zq,NOTA3524893B1AC5,26,33000,858000,29389.825581395347,764135.4651162791
DNJBAFFEB2205208,W8r1LuGwd932W3Zq,NOTA54400CF175CA,1,33000,33000,29389.825581395347,29389.825581395347
DNJBE12198B742BC,W8r1LuGwd932W3Zq,NOTA194E09B49BD5,29,33000,957000,29389.825581395347,852304.9418604651
DNJBC6E6E67CC7EC,W8r1LuGwd932W3Zq,NOTA6899E955C101,6,33000,198000,29389.825581395347,176338.9534883721
DNJBB3F4430CDBB0,W8r1LuGwd932W3Zq,NOTA69D7DA74401D,17,33000,561000,29389.825581395347,499627.0348837209
DNJB1F435446A9AD,W8r1LuGwd932W3Zq,NOTAA9E618814B4D,8,33000,264000,29389.825581395347,235118.60465116278
DNJBA784B6603676,W8r1LuGwd932W3Zq,NOTA0395C8EA5404,1,33000,33000,29389.825581395347,29389.825581395347
DNJBABDD209FB801,W8r1LuGwd932W3Zq,NOTA8A1DD7A32436,11,33000,363000,29389.825581395347,323288.0813953488
DNJB4AB8CE59D5D7,W8r1LuGwd932W3Zq,NOTABAA97A57965A,15,33000,495000,29389.825581395347,440847.3837209302
DNJBF39DE648197F,W8r1LuGwd932W3Zq,NOTA82B2A5C0DDA0,2,33000,66000,29389.825581395347,58779.651162790695
DNJB68162D229FE5,W8r1LuGwd932W3Zq,NOTA01D2C9250A53,19,33000,627000,29389.825581395347,558406.6860465116
DNJBDDB8A89C7DBD,W8r1LuGwd932W3Zq,NOTAB057A523B226,11,33000,363000,29389.825581395347,323288.0813953488
DNJB10554630C70E,W8r1LuGwd932W3Zq,NOTAC19B4C23E926,21,33000,693000,29389.825581395347,617186.3372093023
DNJB367B57B91319,W8r1LuGwd932W3Zq,NOTAAE66395B7099,21,33000,693000,29389.825581395347,617186.3372093023
DNJB974E3F5710E3,W8r1LuGwd932W3Zq,NOTA400C50A8BA23,15,33000,495000,29389.825581395347,440847.3837209302
DNJB9FAE5AF10E0C,W8r1LuGwd932W3Zq,NOTA7146912D2DF7,18,33000,594000,29389.825581395347,529016.8604651162
DNJB0D54DA358AE1,W8r1LuGwd932W3Zq,NOTA490AD6458B20,25,33000,825000,29389.825581395347,734745.6395348837
DNJBF37307737B8B,W8r1LuGwd932W3Zq,NOTA5EF3EAC61A69,13,33000,429000,29389.825581395347,382067.73255813954
DNJB52441D2451BE,W8r1LuGwd932W3Zq,NOTACF126B27DC85,14,33000,462000,29389.825581395347,411457.55813953484
DNJBEBFB360E15C9,W8r1LuGwd932W3Zq,NOTA17D90885AC2F,13,33000,429000,29389.825581395347,382067.73255813954
DNJBE27E4BCF3A4C,W8r1LuGwd932W3Zq,NOTA774190CFAA0D,1,33000,33000,29389.825581395347,29389.825581395347
DNJBD88AD555D40F,W8r1LuGwd932W3Zq,NOTAB84AF2314A62,2,33000,66000,29389.825581395347,58779.651162790695
DNJB0338C77C9032,W8r1LuGwd932W3Zq,NOTAE16C416D4B99,6,33000,198000,29389.825581395347,176338.9534883721
DNJB126173CA8EB4,W8r1LuGwd932W3Zq,NOTA62DA2573E3D6,2,33000,66000,29389.825581395347,58779.651162790695
DNJBA210E0D363A1,W8r1LuGwd932W3Zq,NOTADA106D9CEF4E,1,33000,33000,29389.825581395347,29389.825581395347
DNJB5C84157F3253,W8r1LuGwd932W3Zq,NOTAD08906067B5F,28,33000,924000,29389.825581395347,822915.1162790697
DNJB2533C25B6895,W8r1LuGwd932W3Zq,NOTA0E288FB7B19E,27,33000,891000,29389.825581395347,793525.2906976744
DNJB4FFC1B72D6F1,W8r1LuGwd932W3Zq,NOTAAB7DC018875D,4,33000,132000,29389.825581395347,117559.30232558139
DNJBBFCFE5C1AD9B,W8r1LuGwd932W3Zq,NOTA1A41FBF801AE,14,33000,462000,29389.825581395347,411457.55813953484
DNJB7E10338342C3,W8r1LuGwd932W3Zq,NOTAAC9960E57671,4,33000,132000,29389.825581395347,117559.30232558139
DNJB89D940ADD0CD,W8r1LuGwd932W3Zq,NOTA26DF73433617,5,33000,165000,29389.825581395347,146949.12790697673
DNJB386A0886D10B,W8r1LuGwd932W3Zq,NOTA9E31D01BFDFC,24,33000,792000,29389.825581395347,705355.8139534884
DNJBCAED35CA1109,W8r1LuGwd932W3Zq,NOTABA8CB2C52EDA,30,33000,990000,29389.825581395347,881694.7674418604
DNJBB9BD3F594BDC,W8r1LuGwd932W3Zq,NOTA499E4FFB0287,4,33000,132000,29389.825581395347,117559.30232558139
DNJB775C6FB6C875,W8r1LuGwd932W3Zq,NOTA4686506740A0,28,33000,924000,29389.825581395347,822915.1162790697
DNJB08EC2E84BF6D,W8r1LuGwd932W3Zq,NOTAFC0D3C50218D,19,33000,627000,29389.825581395347,558406.6860465116
DNJB539634837B6B,W8r1LuGwd932W3Zq,NOTA24FB8B80CF15,7,33000,231000,29389.825581395347,205728.77906976742
DNJB08FCA8209E59,W8r1LuGwd932W3Zq,NOTA213BE62D0D11,2,33000,66000,29389.825581395347,58779.651162790695
DNJB218C3103CEFC,W8r1LuGwd932W3Zq,NOTAE7DEBDAFE2C0,3,33000,99000,29389.825581395347,88169.47674418605
DNJB430FBAB873B3,W8r1LuGwd932W3Zq,NOTAA089441CEB4C,11,33000,363000,29389.825581395347,323288.0813953488
DNJBE8F25B99CD6F,W8r1LuGwd932W3Zq,NOTAF5DB03BB23B3,12,33000,396000,29389.825581395347,352677.9069767442
DNJB546D516535CE,W8r1LuGwd932W3Zq,NOTAF6BD95DD7E76,29,33000,957000,29389.825581395347,852304.9418604651
DNJBA63FDEF0E0B0,W8r1LuGwd932W3Zq,NOTA5C530CBE50AE,3,33000,99000,29389.825581395347,88169.47674418605
DNJB56576B71248F,W8r1LuGwd932W3Zq,NOTA9FFC03B06649,19,33000,627000,29389.825581395347,558406.6860465116
DNJBDBE16480CF01,W8r1LuGwd932W3Zq,NOTA205F3F239317,27,33000,891000,29389.825581395347,793525.2906976744
DNJB76C98C990598,W8r1LuGwd932W3Zq,NOTA6B39AA680F5F,16,33000,528000,29389.825581395347,470237.20930232556
DNJB19C50A62DE5C,W8r1LuGwd932W3Zq,NOTA06CC20051884,8,33000,264000,29389.825581395347,235118.60465116278
DNJB9F64578B28EC,W8r1LuGwd932W3Zq,NOTAAF5E3B1AA2E3,5,33000,165000,29389.825581395347,146949.12790697673
DNJB0DAEB011F829,W8r1LuGwd932W3Zq,NOTAFE2390B08D66,16,33000,528000,29389.825581395347,470237.20930232556
DNJBBD14CDF5E45C,W8r1LuGwd932W3Zq,NOTAC70A5A122029,9,33000,297000,29389.825581395347,264508.4302325581
DNJBCCEA5BEA41B6,W8r1LuGwd932W3Zq,NOTAB50E34BAEEE4,6,33000,198000,29389.825581395347,176338.9534883721
DNJB7C66A4C4AD00,W8r1LuGwd932W3Zq,NOTA52A660D96981,9,33000,297000,29389.825581395347,264508.4302325581
DNJBF92A08A3502A,W8r1LuGwd932W3Zq,NOTA412BFF8BA6A2,11,33000,363000,29389.825581395347,323288.0813953488
DNJB4B803B5FB245,W8r1LuGwd932W3Zq,NOTA14980F3ED757,19,33000,627000,29389.825581395347,558406.6860465116
DNJB5AFC35F425D7,W8r1LuGwd932W3Zq,NOTA85D52A0EF554,6,33000,198000,29389.825581395347,176338.9534883721
DNJB3A2771CEBAD7,W8r1LuGwd932W3Zq,NOTAE62A5DF2EDC0,10,33000,330000,29389.825581395347,293898.25581395347
DNJBA342580B6F60,W8r1LuGwd932W3Zq,NOTAAD834DE34B1A,4,33000,132000,29389.825581395347,117559.30232558139
DNJB08A1EA713BD9,W8r1LuGwd932W3Zq,NOTAB5BAB7687CDD,1,33000,33000,29389.825581395347,29389.825581395347
DNJB1777EE8CD082,W8r1LuGwd932W3Zq,NOTA6B24016325E4,27,33000,891000,29389.825581395347,793525.2906976744
DNJBD26D3531C393,W8r1LuGwd932W3Zq,NOTA1B224F6597B2,24,33000,792000,29389.825581395347,705355.8139534884
DNJBB181B84EA1C2,W8r1LuGwd932W3Zq,NOTA98E1424FCE7A,26,33000,858000,29389.825581395347,764135.4651162791
DNJB54132BC42B3A,W8r1LuGwd932W3Zq,NOTA7B54B9DBF879,3,33000,99000,29389.825581395347,88169.47674418605
DNJBEB66824748B8,W8r1LuGwd932W3Zq,NOTA6F7A4DB0DB80,24,33000,792000,29389.825581395347,705355.8139534884
DNJB70ADF1462684,W8r1LuGwd932W3Zq,NOTAD1673C1242A3,12,33000,396000,29389.825581395347,352677.9069767442
DNJB2B1F85D00195,W8r1LuGwd932W3Zq,NOTADD025369B7F6,16,33000,528000,29389.825581395347,470237.20930232556
DNJBEF2BBE8751E3,W8r1LuGwd932W3Zq,NOTA92472558A26F,2,33000,66000,29389.825581395347,58779.651162790695
DNJB3AD016FF3333,W8r1LuGwd932W3Zq,NOTA9EA5BFE3A9F0,17,33000,561000,29389.825581395347,499627.0348837209
DNJBC5273F19B155,W8r1LuGwd932W3Zq,NOTA690E400DD86C,8,33000,264000,29389.825581395347,235118.60465116278
DNJB6D437E636F26,W8r1LuGwd932W3Zq,NOTA437562EA14B0,27,33000,891000,29389.825581395347,793525.2906976744
DNJBF217D5E81DA0,W8r1LuGwd932W3Zq,NOTA0E48E020A0BD,2,33000,66000,29389.825581395347,58779.651162790695
DNJB44DF1727301D,W8r1LuGwd932W3Zq,NOTA43B07DC50CBB,21,33000,693000,29389.825581395347,617186.3372093023
DNJB2250E9A45B34,W8r1LuGwd932W3Zq,NOTACB6D808A9BAA,10,33000,330000,29389.825581395347,293898.25581395347
DNJBEA29B69B6B0E,W8r1LuGwd932W3Zq,NOTA8BD81457EFC9,17,33000,561000,29389.825581395347,499627.0348837209
DNJBE4F52053C076,W8r1LuGwd932W3Zq,NOTA96F359E5DCB2,29,33000,957000,29389.825581395347,852304.9418604651
DNJB53F5E4C7D01D,W8r1LuGwd932W3Zq,NOTA2D9F6A259BD5,3,33000,99000,29389.825581395347,88169.47674418605
DNJB5CCFA25754A0,W8r1LuGwd932W3Zq,NOTAA0CFAC891E60,30,33000,990000,29283.603125,878508.09375
DNJB4FC693094156,W8r1LuGwd932W3Zq,NOTA7B0D31D66791,19,33000,627000,29283.603125,556388.459375
DNJB9F1ECBCB7035,W8r1LuGwd932W3Zq,NOTA509B667BCC67,30,33000,990000,29283.603125,878508.09375
DNJB4B115EB60B35,W8r1LuGwd932W3Zq,NOTA83A394D2B580,26,33000,858000,29283.603125,761373.68125
DNJB44E3D725C308,W8r1LuGwd932W3Zq,NOTA2452EF1CF78C,13,33000,429000,29283.603125,380686.840625
DNJB15EF46B32EAA,W8r1LuGwd932W3Zq,NOTAEBD385719F98,2,33000,66000,29283.603125,58567.20625
DNJB7A4D05E193CB,W8r1LuGwd932W3Zq,NOTADCFEC817DF5B,30,33000,990000,29283.603125,878508.09375
DNJB6A212487093C,W8r1LuGwd932W3Zq,NOTA8F0A93F0A1C4,1,33000,33000,29283.603125,29283.603125
DNJB780A2BF6A2C4,W8r1LuGwd932W3Zq,NOTA3A324CC75433,1,33000,33000,29283.603125,29283.603125
DNJB3FD83853B0D4,W8r1LuGwd932W3Zq,NOTA747956490141,26,33000,858000,29283.603125,761373.68125
DNJB1BC2EC212646,W8r1LuGwd932W3Zq,NOTA350F4B8DF748,29,33000,957000,29283.603125,849224.4906250001
DNJBBAF1C566B1DF,W8r1LuGwd932W3Zq,NOTAD34554840E6E,1,33000,33000,29283.603125,29283.603125
DNJB37077D0A0F2F,W8r1LuGwd932W3Zq,NOTA86BABC4F4A33,14,33000,462000,29283.603125,409970.44375000003
DNJB516E19EB13BE,W8r1LuGwd932W3Zq,NOTADFED745DCA61,12,33000,396000,29283.603125,351403.23750000005
DNJBF9A14A9DC7D6,W8r1LuGwd932W3Zq,NOTA94558B5EF29B,30,33000,990000,29283.603125,878508.09375
DNJB8308BD8C63DD,W8r1LuGwd932W3Zq,NOTA8F72B0272252,24,33000,792000,29283.603125,702806.4750000001
DNJBB3C7658CE483,W8r1LuGwd932W3Zq,NOTAFACA612372F6,19,33000,627000,29283.603125,556388.459375
DNJBFDC13E68FC45,W8r1LuGwd932W3Zq,NOTAA504E3D8D00A,10,33000,330000,29283.603125,292836.03125
DNJB1FD21C030D87,W8r1LuGwd932W3Zq,NOTAA661F885AD05,3,33000,99000,29283.603125,87850.80937500001
DNJB050B492BF4DD,W8r1LuGwd932W3Zq,NOTA86E0180A2B64,17,33000,561000,29283.603125,497821.25312500005
DNJBCB6B19D24A63,W8r1LuGwd932W3Zq,NOTA1C76B96F72F3,25,33000,825000,29283.603125,732090.078125
DNJB911E5BB98FD1,W8r1LuGwd932W3Zq,NOTA7B74C8191259,6,33000,198000,29283.603125,175701.61875000002
DNJB5E9F62FC1919,W8r1LuGwd932W3Zq,NOTA5B0B4EFDB521,8,33000,264000,29283.603125,234268.825
DNJB4DA655FE9642,W8r1LuGwd932W3Zq,NOTAAB75F50AC9FE,24,33000,792000,29283.603125,702806.4750000001
DNJBA242A3027C30,W8r1LuGwd932W3Zq,NOTAF0A06EB90783,11,33000,363000,29283.603125,322119.634375
DNJBE4A2AB7959D4,W8r1LuGwd932W3Zq,NOTA23B830D0AD31,16,33000,528000,29283.603125,468537.65
DNJB511C16CF7F1F,W8r1LuGwd932W3Zq,NOTA6CC0494D3165,9,33000,297000,29283.603125,263552.42812500003
DNJBF7D07800A764,W8r1LuGwd932W3Zq,NOTAC3F2C7E8522A,2,33000,66000,29283.603125,58567.20625
DNJB0194C0ABEE48,W8r1LuGwd932W3Zq,NOTAABA2925CC79A,9,33000,297000,29283.603125,263552.42812500003
DNJBAF40F8C0783C,W8r1LuGwd932W3Zq,NOTA8D40DBB34D25,13,33000,429000,29283.603125,380686.840625
DNJBDA780C6533BD,W8r1LuGwd932W3Zq,NOTA45DD33190F0B,11,33000,363000,29283.603125,322119.634375
DNJBA3816519DBB9,W8r1LuGwd932W3Zq,NOTA51DDA6CC168E,21,33000,693000,29283.603125,614955.665625
DNJBFD7C7885EED2,W8r1LuGwd932W3Zq,NOTA68A8EA24CD7F,13,33000,429000,29283.603125,380686.840625
DNJB5E017CA4C061,W8r1LuGwd932W3Zq,NOTAB8B241FC6A2A,11,33000,363000,29283.603125,322119.634375
DNJBCB0CC37D30DB,W8r1LuGwd932W3Zq,NOTA9827A79CBFBB,17,33000,561000,29283.603125,497821.25312500005
DNJB6D64EB0AAC68,W8r1LuGwd932W3Zq,NOTAA9A904D450CA,19,33000,627000,29283.603125,556388.459375
DNJB891277346A9A,W8r1LuGwd932W3Zq,NOTA7CDEA64ACD15,5,33000,165000,29283.603125,146418.015625
DNJB6CDA9BC866E8,W8r1LuGwd932W3Zq,NOTAFFE1FDDE24ED,11,33000,363000,29283.603125,322119.634375
DNJB997522615ADF,W8r1LuGwd932W3Zq,NOTAAF13B5CD393A,4,33000,132000,29283.603125,117134.4125
DNJB560CB3BF0358,W8r1LuGwd932W3Zq,NOTA8E53C2E58F16,3,33000,99000,29283.603125,87850.80937500001
DNJB6E30E9CA8733,W8r1LuGwd932W3Zq,NOTA8856A061865D,29,33000,957000,29283.603125,849224.4906250001
DNJB0EDC161B5918,W8r1LuGwd932W3Zq,NOTAA6C3C2296659,1,33000,33000,29283.603125,29283.603125
DNJBC02A5D51DC4A,W8r1LuGwd932W3Zq,NOTA4889F96B6AE7,9,33000,297000,29283.603125,263552.42812500003
DNJB43C53DA34F83,W8r1LuGwd932W3Zq,NOTA0258DAE51081,1,33000,33000,29283.603125,29283.603125
DNJBE1A3380A4EC5,W8r1LuGwd932W3Zq,NOTA0E53D3BEE1E9,9,33000,297000,29283.603125,263552.42812500003
DNJB0AF817B33AC2,W8r1LuGwd932W3Zq,NOTAA404252CB506,4,33000,132000,29283.603125,117134.4125
DNJBDD0F6AEEB218,W8r1LuGwd932W3Zq,NOTA7F6CB8FE11AE,25,33000,825000,29283.603125,732090.078125
DNJB50F9142AF324,W8r1LuGwd932W3Zq,NOTA03FD5B63619D,8,33000,264000,29283.603125,234268.825
DNJB8392DA847245,W8r1LuGwd932W3Zq,NOTA3B6FA2E0A343,28,33000,924000,29283.603125,819940.8875000001
DNJB40626C9B06F9,W8r1LuGwd932W3Zq,NOTABF22A4F6DDFC,15,33000,495000,29283.603125,439254.046875
DNJBB205BE70F68C,W8r1LuGwd932W3Zq,NOTAB670A70A8E53,3,33000,99000,29283.603125,87850.80937500001
DNJB42503621E381,W8r1LuGwd932W3Zq,NOTA5759E01824B2,29,33000,957000,29283.603125,849224.4906250001
DNJBCD94A10B0572,W8r1LuGwd932W3Zq,NOTA196310E7129B,10,33000,330000,29283.603125,292836.03125
DNJBA80095EFFB4C,W8r1LuGwd932W3Zq,NOTAE6D42A4E86DB,30,33000,990000,29283.603125,878508.09375
DNJB8E4C1EFEAB4E,W8r1LuGwd932W3Zq,NOTAB696D56E8150,26,33000,858000,29283.603125,761373.68125
DNJB9C24C701DC1C,W8r1LuGwd932W3Zq,NOTA7638DC0079CD,23,33000,759000,29283.603125,673522.8718750001
DNJB0AAB105EC023,W8r1LuGwd932W3Zq,NOTA1A592DAE1288,25,33000,825000,29283.603125,732090.078125
DNJBF6E9267F58DB,W8r1LuGwd932W3Zq,NOTA8EAC204D75DB,6,33000,198000,29283.603125,175701.61875000002
DNJBFD74CBFFC026,W8r1LuGwd932W3Zq,NOTA45FB2EBBCFEF,30,33000,990000,29283.603125,878508.09375
DNJBDBF715F135E5,W8r1LuGwd932W3Zq,NOTA06380FA75523,12,33000,396000,29283.603125,351403.23750000005
DNJB14BD2BD41DEE,W8r1LuGwd932W3Zq,NOTAD28C5A964A1B,16,33000,528000,29283.603125,468537.65
DNJB9C0428B5D673,W8r1LuGwd932W3Zq,NOTA8730698B3E70,4,33000,132000,29283.603125,117134.4125
DNJB19C908DBF056,W8r1LuGwd932W3Zq,NOTA892FAA179761,23,33000,759000,29283.603125,673522.8718750001
DNJB8B86B35ACD89,W8r1LuGwd932W3Zq,NOTA5896F754DDDA,18,33000,594000,29283.603125,527104.8562500001
DNJBEEFDD1EEC0FF,W8r1LuGwd932W3Zq,NOTAD94D52882862,25,33000,825000,29283.603125,732090.078125
DNJBDAD026A9D77C,W8r1LuGwd932W3Zq,NOTA5B636E03C27B,7,33000,231000,29283.603125,204985.22187500002
DNJBA716FE250704,W8r1LuGwd932W3Zq,NOTA3B36F56AABE7,18,33000,594000,29283.603125,527104.8562500001
DNJB3D9D1CF5DD88,W8r1LuGwd932W3Zq,NOTA32EE7F237ACC,17,33000,561000,29283.603125,497821.25312500005
DNJBF803663329AB,W8r1LuGwd932W3Zq,NOTAB2EF0BA4BAFB,6,33000,198000,29283.603125,175701.61875000002
DNJBD1E329FD40C5,W8r1LuGwd932W3Zq,NOTA61B20895F54C,14,33000,462000,29283.603125,409970.44375000003
DNJBB6F7DA2C2430,W8r1LuGwd932W3Zq,NOTA317326B00AAD,21,33000,693000,29304.083529411764,615385.7541176471
DNJB3C2602C27F6A,W8r1LuGwd932W3Zq,NOTAC6FC5F9C214F,10,33000,330000,29304.083529411764,293040.8352941176
DNJB6A2B9D0144A3,W8r1LuGwd932W3Zq,NOTA7E391E89C9C0,2,33000,66000,29304.083529411764,58608.16705882353
DNJB8E0F2F0F2956,W8r1LuGwd932W3Zq,NOTA681B673E8325,22,33000,726000,29304.083529411764,644689.8376470588
DNJBD2CBBEAB40C2,W8r1LuGwd932W3Zq,NOTAC3820ED7CBCE,24,33000,792000,29304.083529411764,703298.0047058824
DNJB0BE83A7729B8,W8r1LuGwd932W3Zq,NOTA97A9D3F3FC82,13,33000,429000,29304.083529411764,380953.08588235296
DNJBBDE70CC436A9,W8r1LuGwd932W3Zq,NOTA1EFE6005A0A1,8,33000,264000,29304.083529411764,234432.6682352941
