ID_NOTA_JUAL,ID_USERS,KD_LOKASI,WAKTU_NOTA,TOTAL_JUAL_BARANG,SUB_TOTAL_JUAL,PAJAK,GRAND_TOTAL,SUB_TOTAL_BELI,GROSS_PROFIT
NOTA0395C8EA5404,TOKOeLig,TOKOeLig,2024-01-21 11:15:58,1,33000,3630.0,36630.0,29389.825581395347,3610.1744186046526
NOTAA9E618814B4D,TOKOeLig,TOKOeLig,2024-01-21 15:56:42,8,264000,29040.0,293040.0,235118.60465116278,28881.39534883722
NOTA69D7DA74401D,TOKOeLig,TOKOeLig,2024-01-21 16:29:14,17,561000,61710.0,622710.0,499627.0348837209,61372.96511627908
NOTABAA97A57965A,TOKOeLig,TOKOeLig,2024-01-22 09:42:09,15,495000,54450.0,549450.0,440847.3837209302,54152.6162790698
NOTA01D2C9250A53,TOKOeLig,TOKOeLig,2024-01-22 09:45:48,19,627000,68970.0,695970.0,558406.6860465116,68593.31395348837
NOTAB057A523B226,TOKOeLig,TOKOeLig,2024-01-22 15:16:05,11,363000,39930.0,402930.0,323288.0813953488,39711.918604651175
NOTA82B2A5C0DDA0,TOKOeLig,TOKOeLig,2024-01-22 16:24:15,2,66000,7260.0,73260.0,58779.651162790695,7220.348837209305
NOTA8A1DD7A32436,TOKOeLig,TOKOeLig,2024-01-22 17:40:49,11,363000,39930.0,402930.0,323288.0813953488,39711.918604651175
NOTAC19B4C23E926,TOKOeLig,TOKOeLig,2024-01-23 10:18:54,21,693000,76230.0,769230.0,617186.3372093023,75813.66279069765
NOTA7146912D2DF7,TOKOeLig,TOKOeLig,2024-01-23 11:16:28,18,594000,65340.0,659340.0,529016.8604651162,64983.13953488378
NOTAAE66395B7099,TOKOeLig,TOKOeLig,2024-01-23 15:04:52,21,693000,76230.0,769230.0,617186.3372093023,75813.66279069765
NOTA490AD6458B20,TOKOeLig,TOKOeLig,2024-01-23 17:19:21,25,825000,90750.0,915750.0,734745.6395348837,90254.36046511633
NOTA400C50A8BA23,TOKOeLig,TOKOeLig,2024-01-23 18:56:37,15,495000,54450.0,549450.0,440847.3837209302,54152.6162790698
NOTA17D90885AC2F,TOKOeLig,TOKOeLig,2024-01-24 09:41:03,13,429000,47190.0,476190.0,382067.73255813954,46932.26744186046
NOTACF126B27DC85,TOKOeLig,TOKOeLig,2024-01-24 13:46:45,14,462000,50820.0,512820.0,411457.55813953484,50542.44186046516
NOTA774190CFAA0D,TOKOeLig,TOKOeLig,2024-01-24 13:55:00,1,33000,3630.0,36630.0,29389.825581395347,3610.1744186046526
NOTA5EF3EAC61A69,TOKOeLig,TOKOeLig,2024-01-24 14:21:02,13,429000,47190.0,476190.0,382067.73255813954,46932.26744186046
NOTAB84AF2314A62,TOKOeLig,TOKOeLig,2024-01-25 17:10:56,2,66000,7260.0,73260.0,58779.651162790695,7220.348837209305
NOTADA106D9CEF4E,TOKOeLig,TOKOeLig,2024-01-25 18:24:15,1,33000,3630.0,36630.0,29389.825581395347,3610.1744186046526
NOTA62DA2573E3D6,TOKOeLig,TOKOeLig,2024-01-25 19:00:35,2,66000,7260.0,73260.0,58779.651162790695,7220.348837209305
NOTAE16C416D4B99,TOKOeLig,TOKOeLig,2024-01-25 20:14:51,6,198000,21780.0,219780.0,176338.9534883721,21661.04651162791
NOTA1A41FBF801AE,TOKOeLig,TOKOeLig,2024-01-26 10:19:23,14,462000,50820.0,512820.0,411457.55813953484,50542.44186046516
NOTA0E288FB7B19E,TOKOeLig,TOKOeLig,2024-01-26 10:41:20,27,891000,98010.0,989010.0,793525.2906976744,97474.70930232562
NOTAAC9960E57671,TOKOeLig,TOKOeLig,2024-01-26 13:04:20,4,132000,14520.0,146520.0,117559.30232558139,14440.69767441861
NOTAD08906067B5F,TOKOeLig,TOKOeLig,2024-01-26 19:34:17,28,924000,101640.0,1025640.0,822915.1162790697,101084.88372093032
NOTAAB7DC018875D,TOKOeLig,TOKOeLig,2024-01-26 19:52:53,4,132000,14520.0,146520.0,117559.30232558139,14440.69767441861
NOTA9E31D01BFDFC,TOKOeLig,TOKOeLig,2024-01-27 08:35:44,24,792000,87120.0,879120.0,705355.8139534884,86644.18604651163
NOTA4686506740A0,TOKOeLig,TOKOeLig,2024-01-27 10:38:03,28,924000,101640.0,1025640.0,822915.1162790697,101084.88372093032
NOTA499E4FFB0287,TOKOeLig,TOKOeLig,2024-01-27 12:36:06,4,132000,14520.0,146520.0,117559.30232558139,14440.69767441861
NOTA26DF73433617,TOKOeLig,TOKOeLig,2024-01-27 14:21:30,5,165000,18150.0,183150.0,146949.12790697673,18050.872093023267
NOTABA8CB2C52EDA,TOKOeLig,TOKOeLig,2024-01-27 17:22:12,30,990000,108900.0,1098900.0,881694.7674418604,108305.2325581396
NOTA213BE62D0D11,TOKOeLig,TOKOeLig,2024-01-28 10:31:30,2,66000,7260.0,73260.0,58779.651162790695,7220.348837209305
NOTAFC0D3C50218D,TOKOeLig,TOKOeLig,2024-01-28 11:18:13,19,627000,68970.0,695970.0,558406.6860465116,68593.31395348837
NOTA24FB8B80CF15,TOKOeLig,TOKOeLig,2024-01-28 17:22:07,7,231000,25410.0,256410.0,205728.77906976742,25271.22093023258
NOTAA089441CEB4C,TOKOeLig,TOKOeLig,2024-01-29 13:53:12,11,363000,39930.0,402930.0,323288.0813953488,39711.918604651175
NOTAE7DEBDAFE2C0,TOKOeLig,TOKOeLig,2024-01-29 15:18:12,3,99000,10890.0,109890.0,88169.47674418605,10830.523255813954
NOTA5C530CBE50AE,TOKOeLig,TOKOeLig,2024-01-30 08:48:44,3,99000,10890.0,109890.0,88169.47674418605,10830.523255813954
NOTAF5DB03BB23B3,TOKOeLig,TOKOeLig,2024-01-30 11:16:39,12,396000,43560.0,439560.0,352677.9069767442,43322.09302325582
NOTAF6BD95DD7E76,TOKOeLig,TOKOeLig,2024-01-30 20:26:00,29,957000,105270.0,1062270.0,852304.9418604651,104695.0581395349
NOTA6B39AA680F5F,TOKOeLig,TOKOeLig,2024-01-31 08:35:35,16,528000,58080.0,586080.0,470237.20930232556,57762.79069767444
NOTA9FFC03B06649,TOKOeLig,TOKOeLig,2024-01-31 20:16:49,19,627000,68970.0,695970.0,558406.6860465116,68593.31395348837
NOTA205F3F239317,TOKOeLig,TOKOeLig,2024-01-31 20:59:40,27,891000,98010.0,989010.0,793525.2906976744,97474.70930232562
NOTAAF5E3B1AA2E3,TOKOeLig,TOKOeLig,2024-02-01 09:47:39,5,165000,18150.0,183150.0,146949.12790697673,18050.872093023267
NOTAFE2390B08D66,TOKOeLig,TOKOeLig,2024-02-01 12:35:07,16,528000,58080.0,586080.0,470237.20930232556,57762.79069767444
NOTA06CC20051884,TOKOeLig,TOKOeLig,2024-02-01 15:23:16,8,264000,29040.0,293040.0,235118.60465116278,28881.39534883722
NOTAC70A5A122029,TOKOeLig,TOKOeLig,2024-02-01 20:43:44,9,297000,32670.0,329670.0,264508.4302325581,32491.56976744189
NOTA52A660D96981,TOKOeLig,TOKOeLig,2024-02-02 15:13:04,9,297000,32670.0,329670.0,264508.4302325581,32491.56976744189
NOTAB50E34BAEEE4,TOKOeLig,TOKOeLig,2024-02-02 17:58:13,6,198000,21780.0,219780.0,176338.9534883721,21661.04651162791
NOTA412BFF8BA6A2,TOKOeLig,TOKOeLig,2024-02-03 11:32:57,11,363000,39930.0,402930.0,323288.0813953488,39711.918604651175
NOTA14980F3ED757,TOKOeLig,TOKOeLig,2024-02-03 14:27:16,19,627000,68970.0,695970.0,558406.6860465116,68593.31395348837
NOTAE62A5DF2EDC0,TOKOeLig,TOKOeLig,2024-02-04 09:28:50,10,330000,36300.0,366300.0,293898.25581395347,36101.74418604653
NOTAAD834DE34B1A,TOKOeLig,TOKOeLig,2024-02-04 10:17:16,4,132000,14520.0,146520.0,117559.30232558139,14440.69767441861
NOTAB5BAB7687CDD,TOKOeLig,TOKOeLig,2024-02-04 14:14:06,1,33000,3630.0,36630.0,29389.825581395347,3610.1744186046526
NOTA85D52A0EF554,TOKOeLig,TOKOeLig,2024-02-04 20:42:32,6,198000,21780.0,219780.0,176338.9534883721,21661.04651162791
NOTA98E1424FCE7A,TOKOeLig,TOKOeLig,2024-02-05 08:18:57,26,858000,94380.0,952380.0,764135.4651162791,93864.53488372092
NOTA6B24016325E4,TOKOeLig,TOKOeLig,2024-02-05 11:01:06,27,891000,98010.0,989010.0,793525.2906976744,97474.70930232562
NOTA1B224F6597B2,TOKOeLig,TOKOeLig,2024-02-05 12:03:27,24,792000,87120.0,879120.0,705355.8139534884,86644.18604651163
NOTA6F7A4DB0DB80,TOKOeLig,TOKOeLig,2024-02-06 11:17:18,24,792000,87120.0,879120.0,705355.8139534884,86644.18604651163
NOTA7B54B9DBF879,TOKOeLig,TOKOeLig,2024-02-06 14:48:38,3,99000,10890.0,109890.0,88169.47674418605,10830.523255813954
NOTAD1673C1242A3,TOKOeLig,TOKOeLig,2024-02-07 14:29:50,12,396000,43560.0,439560.0,352677.9069767442,43322.09302325582
NOTADD025369B7F6,TOKOeLig,TOKOeLig,2024-02-07 17:15:57,16,528000,58080.0,586080.0,470237.20930232556,57762.79069767444
NOTA92472558A26F,TOKOeLig,TOKOeLig,2024-02-07 17:41:26,2,66000,7260.0,73260.0,58779.651162790695,7220.348837209305
NOTA9EA5BFE3A9F0,TOKOeLig,TOKOeLig,2024-02-07 18:47:37,17,561000,61710.0,622710.0,499627.0348837209,61372.96511627908
NOTA690E400DD86C,TOKOeLig,TOKOeLig,2024-02-07 19:01:29,8,264000,29040.0,293040.0,235118.60465116278,28881.39534883722
NOTA43B07DC50CBB,TOKOeLig,TOKOeLig,2024-02-08 13:21:25,21,693000,76230.0,769230.0,617186.3372093023,75813.66279069765
NOTA437562EA14B0,TOKOeLig,TOKOeLig,2024-02-08 15:00:41,27,891000,98010.0,989010.0,793525.2906976744,97474.70930232562
NOTA0E48E020A0BD,TOKOeLig,TOKOeLig,2024-02-08 17:53:46,2,66000,7260.0,73260.0,58779.651162790695,7220.348837209305
NOTA96F359E5DCB2,TOKOeLig,TOKOeLig,2024-02-09 09:08:51,29,957000,105270.0,1062270.0,852304.9418604651,104695.0581395349
NOTA8BD81457EFC9,TOKOeLig,TOKOeLig,2024-02-09 09:47:52,17,561000,61710.0,622710.0,499627.0348837209,61372.96511627908
NOTACB6D808A9BAA,TOKOeLig,TOKOeLig,2024-02-09 12:39:05,10,330000,36300.0,366300.0,293898.25581395347,36101.74418604653
NOTA2D9F6A259BD5,TOKOeLig,TOKOeLig,2024-02-09 15:19:47,3,99000,10890.0,109890.0,88169.47674418605,10830.523255813954
NOTA7B0D31D66791,TOKOeLig,TOKOeLig,2024-02-10 08:04:25,19,627000,68970.0,695970.0,556388.459375,70611.54062500002
NOTA509B667BCC67,TOKOeLig,TOKOeLig,2024-02-10 08:20:24,30,990000,108900.0,1098900.0,878508.09375,111491.90625
NOTAA0CFAC891E60,TOKOeLig,TOKOeLig,2024-02-10 09:26:10,30,990000,108900.0,1098900.0,878508.09375,111491.90625
NOTA83A394D2B580,TOKOeLig,TOKOeLig,2024-02-11 08:13:26,26,858000,94380.0,952380.0,761373.68125,96626.31874999998
NOTA2452EF1CF78C,TOKOeLig,TOKOeLig,2024-02-11 12:02:48,13,429000,47190.0,476190.0,380686.840625,48313.15937499999
NOTA3A324CC75433,TOKOeLig,TOKOeLig,2024-02-12 11:36:15,1,33000,3630.0,36630.0,29283.603125,3716.3968749999985
NOTA8F0A93F0A1C4,TOKOeLig,TOKOeLig,2024-02-12 13:23:05,1,33000,3630.0,36630.0,29283.603125,3716.3968749999985
NOTADCFEC817DF5B,TOKOeLig,TOKOeLig,2024-02-12 15:14:57,30,990000,108900.0,1098900.0,878508.09375,111491.90625
NOTAEBD385719F98,TOKOeLig,TOKOeLig,2024-02-12 15:22:15,2,66000,7260.0,73260.0,58567.20625,7432.793749999997
NOTAD34554840E6E,TOKOeLig,TOKOeLig,2024-02-13 08:22:08,1,33000,3630.0,36630.0,29283.603125,3716.3968749999985
NOTA350F4B8DF748,TOKOeLig,TOKOeLig,2024-02-13 11:50:50,29,957000,105270.0,1062270.0,849224.4906250001,107775.5093749999
NOTA86BABC4F4A33,TOKOeLig,TOKOeLig,2024-02-13 19:34:12,14,462000,50820.0,512820.0,409970.44375000003,52029.556249999965
NOTA747956490141,TOKOeLig,TOKOeLig,2024-02-13 19:46:01,26,858000,94380.0,952380.0,761373.68125,96626.31874999998
NOTADFED745DCA61,TOKOeLig,TOKOeLig,2024-02-14 13:27:35,12,396000,43560.0,439560.0,351403.23750000005,44596.76249999995
NOTA94558B5EF29B,TOKOeLig,TOKOeLig,2024-02-14 18:23:34,30,990000,108900.0,1098900.0,878508.09375,111491.90625
NOTA8F72B0272252,TOKOeLig,TOKOeLig,2024-02-15 12:25:14,24,792000,87120.0,879120.0,702806.4750000001,89193.5249999999
NOTAFACA612372F6,TOKOeLig,TOKOeLig,2024-02-15 16:32:19,19,627000,68970.0,695970.0,556388.459375,70611.54062500002
NOTAA504E3D8D00A,TOKOeLig,TOKOeLig,2024-02-15 20:52:29,10,330000,36300.0,366300.0,292836.03125,37163.96875
NOTA1C76B96F72F3,TOKOeLig,TOKOeLig,2024-02-16 12:44:35,25,825000,90750.0,915750.0,732090.078125,92909.921875
NOTA86E0180A2B64,TOKOeLig,TOKOeLig,2024-02-16 17:20:13,17,561000,61710.0,622710.0,497821.25312500005,63178.74687499995
NOTAA661F885AD05,TOKOeLig,TOKOeLig,2024-02-16 19:29:08,3,99000,10890.0,109890.0,87850.80937500001,11149.190624999988
NOTA7B74C8191259,TOKOeLig,TOKOeLig,2024-02-17 08:33:26,6,198000,21780.0,219780.0,175701.61875000002,22298.381249999977
NOTA5B0B4EFDB521,TOKOeLig,TOKOeLig,2024-02-17 16:45:32,8,264000,29040.0,293040.0,234268.825,29731.17499999999
NOTA23B830D0AD31,TOKOeLig,TOKOeLig,2024-02-18 11:29:07,16,528000,58080.0,586080.0,468537.65,59462.34999999998
NOTAAB75F50AC9FE,TOKOeLig,TOKOeLig,2024-02-18 14:42:39,24,792000,87120.0,879120.0,702806.4750000001,89193.5249999999
NOTAF0A06EB90783,TOKOeLig,TOKOeLig,2024-02-18 16:45:22,11,363000,39930.0,402930.0,322119.634375,40880.36562499998
NOTAC3F2C7E8522A,TOKOeLig,TOKOeLig,2024-02-19 10:49:05,2,66000,7260.0,73260.0,58567.20625,7432.793749999997
NOTA6CC0494D3165,TOKOeLig,TOKOeLig,2024-02-19 17:17:56,9,297000,32670.0,329670.0,263552.42812500003,33447.571874999965
NOTAABA2925CC79A,TOKOeLig,TOKOeLig,2024-02-19 19:59:20,9,297000,32670.0,329670.0,263552.42812500003,33447.571874999965
NOTA68A8EA24CD7F,TOKOeLig,TOKOeLig,2024-02-20 09:12:11,13,429000,47190.0,476190.0,380686.840625,48313.15937499999
NOTA45DD33190F0B,TOKOeLig,TOKOeLig,2024-02-20 09:37:01,11,363000,39930.0,402930.0,322119.634375,40880.36562499998
NOTA51DDA6CC168E,TOKOeLig,TOKOeLig,2024-02-20 15:39:14,21,693000,76230.0,769230.0,614955.665625,78044.33437499998
NOTA8D40DBB34D25,TOKOeLig,TOKOeLig,2024-02-20 18:57:58,13,429000,47190.0,476190.0,380686.840625,48313.15937499999
NOTAB8B241FC6A2A,TOKOeLig,TOKOeLig,2024-02-20 19:41:19,11,363000,39930.0,402930.0,322119.634375,40880.36562499998
NOTAA9A904D450CA,TOKOeLig,TOKOeLig,2024-02-21 09:00:54,19,627000,68970.0,695970.0,556388.459375,70611.54062500002
NOTA9827A79CBFBB,TOKOeLig,TOKOeLig,2024-02-21 10:40:06,17,561000,61710.0,622710.0,497821.25312500005,63178.74687499995
NOTA7CDEA64ACD15,TOKOeLig,TOKOeLig,2024-02-21 11:25:10,5,165000,18150.0,183150.0,146418.015625,18581.984375
NOTAFFE1FDDE24ED,TOKOeLig,TOKOeLig,2024-02-22 12:15:06,11,363000,39930.0,402930.0,322119.634375,40880.36562499998
NOTAAF13B5CD393A,TOKOeLig,TOKOeLig,2024-02-22 14:53:52,4,132000,14520.0,146520.0,117134.4125,14865.587499999994
NOTA8856A061865D,TOKOeLig,TOKOeLig,2024-02-23 10:04:16,29,957000,105270.0,1062270.0,849224.4906250001,107775.5093749999
NOTA8E53C2E58F16,TOKOeLig,TOKOeLig,2024-02-23 10:52:15,3,99000,10890.0,109890.0,87850.80937500001,11149.190624999988
NOTAA6C3C2296659,TOKOeLig,TOKOeLig,2024-02-24 14:28:39,1,33000,3630.0,36630.0,29283.603125,3716.3968749999985
NOTA0258DAE51081,TOKOeLig,TOKOeLig,2024-02-24 20:12:58,1,33000,3630.0,36630.0,29283.603125,3716.3968749999985
NOTA4889F96B6AE7,TOKOeLig,TOKOeLig,2024-02-24 20:55:12,9,297000,32670.0,329670.0,263552.42812500003,33447.571874999965
NOTA03FD5B63619D,TOKOeLig,TOKOeLig,2024-02-25 09:52:58,8,264000,29040.0,293040.0,234268.825,29731.17499999999
NOTA7F6CB8FE11AE,TOKOeLig,TOKOeLig,2024-02-25 10:23:57,25,825000,90750.0,915750.0,732090.078125,92909.921875
NOTA3B6FA2E0A343,TOKOeLig,TOKOeLig,2024-02-25 10:26:50,28,924000,101640.0,1025640.0,819940.8875000001,104059.11249999993
NOTAA404252CB506,TOKOeLig,TOKOeLig,2024-02-25 13:27:17,4,132000,14520.0,146520.0,117134.4125,14865.587499999994
NOTA0E53D3BEE1E9,TOKOeLig,TOKOeLig,2024-02-25 13:50:16,9,297000,32670.0,329670.0,263552.42812500003,33447.571874999965
NOTABF22A4F6DDFC,TOKOeLig,TOKOeLig,2024-02-26 10:29:02,15,495000,54450.0,549450.0,439254.046875,55745.953125
NOTA5759E01824B2,TOKOeLig,TOKOeLig,2024-02-26 10:30:50,29,957000,105270.0,1062270.0,849224.4906250001,107775.5093749999
NOTA196310E7129B,TOKOeLig,TOKOeLig,2024-02-26 14:24:25,10,330000,36300.0,366300.0,292836.03125,37163.96875
NOTAB670A70A8E53,TOKOeLig,TOKOeLig,2024-02-26 14:24:33,3,99000,10890.0,109890.0,87850.80937500001,11149.190624999988
NOTAE6D42A4E86DB,TOKOeLig,TOKOeLig,2024-02-26 17:40:03,30,990000,108900.0,1098900.0,878508.09375,111491.90625
