ID_TRANSFER_BARANG,ID_USERS_PENGIRIM,ID_USERS_PENERIMA,KD_LOKASI_ASAL,KD_LOKASI_TUJUAN,WAKTU_PESAN_TRANSFER,WAKTU_KIRIM_TRANSFER,WAKTU_SELESAI_TRANSFER,STATUS
TRFR733248F5BB7A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-22 22:00:00,2024-05-22 23:00:00,2024-05-23 00:00:00,SELESAI
TRFR40985DF3F4AD,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-27 22:00:00,2024-05-27 23:00:00,2024-05-28 00:00:00,SELESAI
TRFR85DF106C4458,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-05-31 22:00:00,2024-05-31 23:00:00,2024-06-01 00:00:00,SELESAI
TRFR398408908B83,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-06-05 22:00:00,2024-06-05 23:00:00,2024-06-06 00:00:00,SELESAI
TRFR43E241EC1D83,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-06-11 22:00:00,2024-06-11 23:00:00,2024-06-12 00:00:00,SELESAI
TRFRDBF6650E1B22,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-06-14 22:00:00,2024-06-14 23:00:00,2024-06-15 00:00:00,SELESAI
TRFRE7BC2D278903,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-06-19 22:00:00,2024-06-19 23:00:00,2024-06-20 00:00:00,SELESAI
TRFRD3291C639C1E,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-06-23 22:00:00,2024-06-23 23:00:00,2024-06-24 00:00:00,SELESAI
TRFR1727D0458EB0,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-06-27 22:00:00,2024-06-27 23:00:00,2024-06-28 00:00:00,SELESAI
TRFR7A62DE83CC3A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-07-01 22:00:00,2024-07-01 23:00:00,2024-07-02 00:00:00,SELESAI
TRFR31ADB202722E,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-07-05 22:00:00,2024-07-05 23:00:00,2024-07-06 00:00:00,SELESAI
TRFR0F8371A4D68D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-07-09 22:00:00,2024-07-09 23:00:00,2024-07-10 00:00:00,SELESAI
TRFR59875855C032,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-07-14 22:00:00,2024-07-14 23:00:00,2024-07-15 00:00:00,SELESAI
TRFRB5CF77554980,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-07-17 22:00:00,2024-07-17 23:00:00,2024-07-18 00:00:00,SELESAI
TRFRDF1B06A9D0A8,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-07-23 22:00:00,2024-07-23 23:00:00,2024-07-24 00:00:00,SELESAI
TRFR8ED8A5D03B08,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-07-27 22:00:00,2024-07-27 23:00:00,2024-07-28 00:00:00,SELESAI
TRFRF22A5300C787,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-07-31 22:00:00,2024-07-31 23:00:00,2024-08-01 00:00:00,SELESAI
TRFR694348C74316,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-08-04 22:00:00,2024-08-04 23:00:00,2024-08-05 00:00:00,SELESAI
TRFR1AA5079BD8E7,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-08-08 22:00:00,2024-08-08 23:00:00,2024-08-09 00:00:00,SELESAI
TRFR62AB33A32A82,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-08-12 22:00:00,2024-08-12 23:00:00,2024-08-13 00:00:00,SELESAI
TRFR065A93CB259F,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-08-17 22:00:00,2024-08-17 23:00:00,2024-08-18 00:00:00,SELESAI
TRFR5F344EAEFAC5,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-08-23 22:00:00,2024-08-23 23:00:00,2024-08-24 00:00:00,SELESAI
TRFRDCFD25A54AF6,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-08-28 22:00:00,2024-08-28 23:00:00,2024-08-29 00:00:00,SELESAI
TRFR06B67EAF7E1E,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-08-31 22:00:00,2024-08-31 23:00:00,2024-09-01 00:00:00,SELESAI
TRFRC514184890EE,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-09-03 22:00:00,2024-09-03 23:00:00,2024-09-04 00:00:00,SELESAI
TRFRD661831B61D7,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-09-06 22:00:00,2024-09-06 23:00:00,2024-09-07 00:00:00,SELESAI
TRFR9B115898FACC,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-09-09 22:00:00,2024-09-09 23:00:00,2024-09-10 00:00:00,SELESAI
TRFR8E5469FEE5AD,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-09-13 22:00:00,2024-09-13 23:00:00,2024-09-14 00:00:00,SELESAI
TRFRC0220E73F737,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-09-17 22:00:00,2024-09-17 23:00:00,2024-09-18 00:00:00,SELESAI
TRFRBB487DE19204,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-09-20 22:00:00,2024-09-20 23:00:00,2024-09-21 00:00:00,SELESAI
TRFR55D606E79243,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-09-25 22:00:00,2024-09-25 23:00:00,2024-09-26 00:00:00,SELESAI
TRFRDE6477E0ED41,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-09-29 22:00:00,2024-09-29 23:00:00,2024-09-30 00:00:00,SELESAI
TRFR964242F0442C,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-10-03 22:00:00,2024-10-03 23:00:00,2024-10-04 00:00:00,SELESAI
TRFRA142F85BB25B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-10-07 22:00:00,2024-10-07 23:00:00,2024-10-08 00:00:00,SELESAI
TRFR084CD921ACBF,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-10-11 22:00:00,2024-10-11 23:00:00,2024-10-12 00:00:00,SELESAI
TRFR2D44A1846C44,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-10-15 22:00:00,2024-10-15 23:00:00,2024-10-16 00:00:00,SELESAI
TRFRFA038DD070F2,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-10-19 22:00:00,2024-10-19 23:00:00,2024-10-20 00:00:00,SELESAI
TRFRDF6D7A09CBA3,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-10-24 22:00:00,2024-10-24 23:00:00,2024-10-25 00:00:00,SELESAI
TRFR3BFF6BEB60A2,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-10-28 22:00:00,2024-10-28 23:00:00,2024-10-29 00:00:00,SELESAI
TRFRBAFAD355096C,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-11-01 22:00:00,2024-11-01 23:00:00,2024-11-02 00:00:00,SELESAI
TRFR2A601B0EBBCC,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-11-06 22:00:00,2024-11-06 23:00:00,2024-11-07 00:00:00,SELESAI
TRFR78637EC7CFFD,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-11-11 22:00:00,2024-11-11 23:00:00,2024-11-12 00:00:00,SELESAI
TRFRA59F79A015EF,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-11-15 22:00:00,2024-11-15 23:00:00,2024-11-16 00:00:00,SELESAI
TRFRBE99FFC61E7B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-11-19 22:00:00,2024-11-19 23:00:00,2024-11-20 00:00:00,SELESAI
TRFR467276C99033,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-11-22 22:00:00,2024-11-22 23:00:00,2024-11-23 00:00:00,SELESAI
TRFR74168A103A1A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-11-26 22:00:00,2024-11-26 23:00:00,2024-11-27 00:00:00,SELESAI
TRFR53C5C81FF927,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-11-30 22:00:00,2024-11-30 23:00:00,2024-12-01 00:00:00,SELESAI
TRFRC41BE0FAA7EA,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-12-06 22:00:00,2024-12-06 23:00:00,2024-12-07 00:00:00,SELESAI
TRFRB1B981FB8B0B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-12-09 22:00:00,2024-12-09 23:00:00,2024-12-10 00:00:00,SELESAI
TRFRFE6CBBF499E9,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-12-13 22:00:00,2024-12-13 23:00:00,2024-12-14 00:00:00,SELESAI
TRFR575A774D8707,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-12-20 22:00:00,2024-12-20 23:00:00,2024-12-21 00:00:00,SELESAI
TRFR2FE61BA71231,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-12-25 22:00:00,2024-12-25 23:00:00,2024-12-26 00:00:00,SELESAI
TRFR7AE74ADE0A24,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-12-29 22:00:00,2024-12-29 23:00:00,2024-12-30 00:00:00,SELESAI
TRFR03661E9A49E2,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-01-02 22:00:00,2025-01-02 23:00:00,2025-01-03 00:00:00,SELESAI
TRFR4AB1C6C6A6BA,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-01-04 22:00:00,2025-01-04 23:00:00,2025-01-05 00:00:00,SELESAI
TRFR00DEC4555B3B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-01-09 22:00:00,2025-01-09 23:00:00,2025-01-10 00:00:00,SELESAI
TRFR9C88CF7E4082,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-01-12 22:00:00,2025-01-12 23:00:00,2025-01-13 00:00:00,SELESAI
TRFR0885453EE4D1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-01-19 22:00:00,2025-01-19 23:00:00,2025-01-20 00:00:00,SELESAI
TRFR47EBBED1D506,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-01-23 22:00:00,2025-01-23 23:00:00,2025-01-24 00:00:00,SELESAI
TRFRFFAF63B00750,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-01-27 22:00:00,2025-01-27 23:00:00,2025-01-28 00:00:00,SELESAI
TRFR3E417379DFB7,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-01-31 22:00:00,2025-01-31 23:00:00,2025-02-01 00:00:00,SELESAI
TRFR801A0F1FE065,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-02-05 22:00:00,2025-02-05 23:00:00,2025-02-06 00:00:00,SELESAI
TRFRCA17B83BC72D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-02-09 22:00:00,2025-02-09 23:00:00,2025-02-10 00:00:00,SELESAI
TRFR2ECA1252FE52,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-02-14 22:00:00,2025-02-14 23:00:00,2025-02-15 00:00:00,SELESAI
TRFR7574836A4D04,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-02-16 22:00:00,2025-02-16 23:00:00,2025-02-17 00:00:00,SELESAI
TRFREDF19C8DCDCE,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-02-19 22:00:00,2025-02-19 23:00:00,2025-02-20 00:00:00,SELESAI
TRFR20773D2CDF50,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-02-24 22:00:00,2025-02-24 23:00:00,2025-02-25 00:00:00,SELESAI
TRFR8C29FC3512A2,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-02-28 22:00:00,2025-02-28 23:00:00,2025-03-01 00:00:00,SELESAI
TRFR5E31DD4E44D3,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-03-05 22:00:00,2025-03-05 23:00:00,2025-03-06 00:00:00,SELESAI
TRFR5CF5E6C48733,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-03-09 22:00:00,2025-03-09 23:00:00,2025-03-10 00:00:00,SELESAI
TRFR5CB9E414EE7B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-03-14 22:00:00,2025-03-14 23:00:00,2025-03-15 00:00:00,SELESAI
TRFR59E4BB6AE4DE,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-03-19 22:00:00,2025-03-19 23:00:00,2025-03-20 00:00:00,SELESAI
TRFR136CC6DFD0F3,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-03-24 22:00:00,2025-03-24 23:00:00,2025-03-25 00:00:00,SELESAI
TRFR94CE66DBB4B5,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-03-29 22:00:00,2025-03-29 23:00:00,2025-03-30 00:00:00,SELESAI
TRFR89F413A2D0D1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-04-02 22:00:00,2025-04-02 23:00:00,2025-04-03 00:00:00,SELESAI
TRFRCA04BF6FE969,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-04-05 22:00:00,2025-04-05 23:00:00,2025-04-06 00:00:00,SELESAI
TRFR2D2E22EF270A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-04-09 22:00:00,2025-04-09 23:00:00,2025-04-10 00:00:00,SELESAI
TRFR73391315AC91,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-04-14 22:00:00,2025-04-14 23:00:00,2025-04-15 00:00:00,SELESAI
TRFREF3CCA1AF207,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-04-18 22:00:00,2025-04-18 23:00:00,2025-04-19 00:00:00,SELESAI
TRFRE2D5511D7E3D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-04-22 22:00:00,2025-04-22 23:00:00,2025-04-23 00:00:00,SELESAI
TRFRB5A30F4E9FBD,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-04-26 22:00:00,2025-04-26 23:00:00,2025-04-27 00:00:00,SELESAI
TRFRF5E8B0E6950D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-04-30 22:00:00,2025-04-30 23:00:00,2025-05-01 00:00:00,SELESAI
TRFR0F0FCD97984D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-05-03 22:00:00,2025-05-03 23:00:00,2025-05-04 00:00:00,SELESAI
TRFR74D172896EF7,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-05-08 22:00:00,2025-05-08 23:00:00,2025-05-09 00:00:00,SELESAI
TRFR85DEE1386452,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-05-13 22:00:00,2025-05-13 23:00:00,2025-05-14 00:00:00,SELESAI
TRFRA3DB910CEDA1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-05-18 22:00:00,2025-05-18 23:00:00,2025-05-19 00:00:00,SELESAI
TRFR1550CBB6CEA0,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-05-23 22:00:00,2025-05-23 23:00:00,2025-05-24 00:00:00,SELESAI
TRFRD259FEAC3EBC,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-05-26 22:00:00,2025-05-26 23:00:00,2025-05-27 00:00:00,SELESAI
TRFR8F436D5E6D11,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-05-30 22:00:00,2025-05-30 23:00:00,2025-05-31 00:00:00,SELESAI
TRFR02B9DC62B718,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-06-04 22:00:00,2025-06-04 23:00:00,2025-06-05 00:00:00,SELESAI
TRFRC10255A6CC09,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-06-08 22:00:00,2025-06-08 23:00:00,2025-06-09 00:00:00,SELESAI
TRFR4DB40D2852AD,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-06-12 22:00:00,2025-06-12 23:00:00,2025-06-13 00:00:00,SELESAI
TRFR97AAB86C25DF,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-06-17 22:00:00,2025-06-17 23:00:00,2025-06-18 00:00:00,SELESAI
TRFR02A0B0C0B599,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-06-20 22:00:00,2025-06-20 23:00:00,2025-06-21 00:00:00,SELESAI
TRFR187B24BC8D8F,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-06-25 22:00:00,2025-06-25 23:00:00,2025-06-26 00:00:00,SELESAI
TRFR4FFF69E6F539,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-06-29 22:00:00,2025-06-29 23:00:00,2025-06-30 00:00:00,SELESAI
TRFREBBA216B0F32,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-07-04 22:00:00,2025-07-04 23:00:00,2025-07-05 00:00:00,SELESAI
TRFRFCAACBC09E73,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-07-08 22:00:00,2025-07-08 23:00:00,2025-07-09 00:00:00,SELESAI
TRFR11A825A44FDB,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-07-13 22:00:00,2025-07-13 23:00:00,2025-07-14 00:00:00,SELESAI
TRFR3082BBC3CAAB,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-07-16 22:00:00,2025-07-16 23:00:00,2025-07-17 00:00:00,SELESAI
TRFRFA65BAAE3B9A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-07-22 22:00:00,2025-07-22 23:00:00,2025-07-23 00:00:00,SELESAI
TRFRF035174B99CF,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-07-25 22:00:00,2025-07-25 23:00:00,2025-07-26 00:00:00,SELESAI
TRFR4E750024E4B1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-07-28 22:00:00,2025-07-28 23:00:00,2025-07-29 00:00:00,SELESAI
TRFRE62F98D6EC9C,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-08-02 22:00:00,2025-08-02 23:00:00,2025-08-03 00:00:00,SELESAI
TRFR20606F8A40CF,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-08-06 22:00:00,2025-08-06 23:00:00,2025-08-07 00:00:00,SELESAI
TRFR648D24F9D0C4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-08-11 22:00:00,2025-08-11 23:00:00,2025-08-12 00:00:00,SELESAI
TRFRA3D9694EAF35,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-08-17 22:00:00,2025-08-17 23:00:00,2025-08-18 00:00:00,SELESAI
TRFR4DAA79597D8D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-08-22 22:00:00,2025-08-22 23:00:00,2025-08-23 00:00:00,SELESAI
TRFR8E3340FA156E,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-08-26 22:00:00,2025-08-26 23:00:00,2025-08-27 00:00:00,SELESAI
TRFRC4B56FFE8312,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-09-01 22:00:00,2025-09-01 23:00:00,2025-09-02 00:00:00,SELESAI
TRFR062C8496A342,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-09-05 22:00:00,2025-09-05 23:00:00,2025-09-06 00:00:00,SELESAI
TRFRE843E553845C,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-09-09 22:00:00,2025-09-09 23:00:00,2025-09-10 00:00:00,SELESAI
TRFR655325A69637,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-09-13 22:00:00,2025-09-13 23:00:00,2025-09-14 00:00:00,SELESAI
TRFR1DCA989CB954,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-09-17 22:00:00,2025-09-17 23:00:00,2025-09-18 00:00:00,SELESAI
TRFRD31079EE9CA9,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-09-21 22:00:00,2025-09-21 23:00:00,2025-09-22 00:00:00,SELESAI
TRFR6E0335B5F25D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-09-26 22:00:00,2025-09-26 23:00:00,2025-09-27 00:00:00,SELESAI
TRFRCFAE7C45E2A2,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-09-30 22:00:00,2025-09-30 23:00:00,2025-10-01 00:00:00,SELESAI
TRFRC18D442FC325,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-10-04 22:00:00,2025-10-04 23:00:00,2025-10-05 00:00:00,SELESAI
TRFR4600905F1EC6,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-10-09 22:00:00,2025-10-09 23:00:00,2025-10-10 00:00:00,SELESAI
TRFRF099C9F613A2,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-10-13 22:00:00,2025-10-13 23:00:00,2025-10-14 00:00:00,SELESAI
TRFR357E2F71D1BD,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-10-17 22:00:00,2025-10-17 23:00:00,2025-10-18 00:00:00,SELESAI
TRFRDA1CBD772838,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-10-22 22:00:00,2025-10-22 23:00:00,2025-10-23 00:00:00,SELESAI
TRFR98A8B17ED734,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2025-10-25 22:00:00,2025-10-25 23:00:00,2025-10-26 00:00:00,SELESAI
