ID_DETAIL_TRANSFER_BARANG,ID_TRANSFER_BARANG,KD_BARANG,TOTAL_PESAN_TRANSFER_DUS,TOTAL_KIRIM_DUS,TOTAL_TIBA_DUS,TOTAL_DITOLAK_DUS,TOTAL_MASUK_DUS,STATUS
DTFR12948DD4C601,TRFR8E5469FEE5AD,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRB903C4A2E8F7,TRFRC0220E73F737,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR9C4D1820CDA4,TRFRBB487DE19204,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRA14368E81B08,TRFR55D606E79243,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRE201F21DC012,TRFRDE6477E0ED41,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFREDB365544821,TRFR964242F0442C,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR4E65B33A4701,TRFRA142F85BB25B,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR4CF705E7E839,TRFR084CD921ACBF,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRE197053C31BE,TRFR2D44A1846C44,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR41FEA2A16320,TRFRFA038DD070F2,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR11D77FEEF44A,TRFRDF6D7A09CBA3,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR9884FD2BF8BC,TRFR3BFF6BEB60A2,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRDE50781D18FC,TRFRBAFAD355096C,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR2E00B75B81A0,TRFR2A601B0EBBCC,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR9270762CF824,TRFR78637EC7CFFD,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR571DCF93FE15,TRFRA59F79A015EF,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRFDE88F31FA61,TRFRBE99FFC61E7B,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR557BEB21F8FC,TRFR467276C99033,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR9562E09E34F7,TRFR74168A103A1A,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR8D18A4B914F5,TRFR53C5C81FF927,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR95C1EAD7B8DB,TRFRC41BE0FAA7EA,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR9E0769667F26,TRFRB1B981FB8B0B,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR55472C9A5AE3,TRFRFE6CBBF499E9,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRAA08069E4AC2,TRFR575A774D8707,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRDB02ADB383D0,TRFR2FE61BA71231,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR24563CF07EAB,TRFR7AE74ADE0A24,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRC520DE9374EF,TRFR03661E9A49E2,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRE9300A48E48C,TRFR4AB1C6C6A6BA,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRA148FB60F942,TRFR00DEC4555B3B,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR3967C22E7B8B,TRFR9C88CF7E4082,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRA9B463211C9D,TRFR0885453EE4D1,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR2C53E79BD39D,TRFR47EBBED1D506,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR8C8E6E8E7CA3,TRFRFFAF63B00750,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRA143A6C84702,TRFR3E417379DFB7,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR32740A2A7A0E,TRFR801A0F1FE065,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRF584E6D5AAF7,TRFRCA17B83BC72D,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRDFF5F47219D4,TRFR2ECA1252FE52,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR0201E4343331,TRFR7574836A4D04,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRE7DB428D4F3B,TRFREDF19C8DCDCE,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR2F4A80239CE1,TRFR20773D2CDF50,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRC823901DB5E4,TRFR8C29FC3512A2,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR077D0A9EB419,TRFR5E31DD4E44D3,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR664D987B960E,TRFR5CF5E6C48733,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR1C413D5B970E,TRFR5CB9E414EE7B,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR01F63B371488,TRFR59E4BB6AE4DE,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR44AEDF4F6B3A,TRFR136CC6DFD0F3,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR9A7D2BFEC2EC,TRFR94CE66DBB4B5,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR79E880B667FD,TRFR89F413A2D0D1,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRFD213F92DF62,TRFRCA04BF6FE969,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR6EAA2859673F,TRFR2D2E22EF270A,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR797F10B24203,TRFR73391315AC91,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRF195866D35CB,TRFREF3CCA1AF207,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRA150DBCACDD2,TRFRE2D5511D7E3D,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRD1229543F53B,TRFRB5A30F4E9FBD,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR11934087F6DC,TRFRF5E8B0E6950D,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR317393511FDF,TRFR0F0FCD97984D,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRFD3FFB976415,TRFR74D172896EF7,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRF5E4F67B8EB6,TRFR85DEE1386452,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRE6887C2C9DBC,TRFRA3DB910CEDA1,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR7F7546446246,TRFR1550CBB6CEA0,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR06F1188B3D68,TRFRD259FEAC3EBC,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRA341915CFE18,TRFR8F436D5E6D11,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR6A5F532F5608,TRFR02B9DC62B718,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR9CAB08ABDDCA,TRFRC10255A6CC09,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR3DE34232C14F,TRFR4DB40D2852AD,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRAD2CBF519FA9,TRFR97AAB86C25DF,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRC0E37B229A89,TRFR02A0B0C0B599,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR318DFF2AF0E3,TRFR187B24BC8D8F,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFREF6A01F9FAA5,TRFR4FFF69E6F539,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRFC70C1B80536,TRFREBBA216B0F32,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR1E73E30432AE,TRFRFCAACBC09E73,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR6BAB64B4AE26,TRFR11A825A44FDB,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR51EE28754560,TRFR3082BBC3CAAB,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR3A5801238156,TRFRFA65BAAE3B9A,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR376F17D824E4,TRFRF035174B99CF,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR2ED82CCCBEC6,TRFR4E750024E4B1,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR3F84D990F461,TRFRE62F98D6EC9C,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR2188BA4A30F9,TRFR20606F8A40CF,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR688CE320EC40,TRFR648D24F9D0C4,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFREE9D08D1F6BD,TRFRA3D9694EAF35,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR1DC43E7795C5,TRFR4DAA79597D8D,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRFBABDD208950,TRFR8E3340FA156E,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRC5D247C7382A,TRFRC4B56FFE8312,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR7B11C7F1B13E,TRFR062C8496A342,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR187833899477,TRFRE843E553845C,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRA76207F374F9,TRFR655325A69637,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR39417C5C0BD7,TRFR1DCA989CB954,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR1412A16A7AED,TRFRD31079EE9CA9,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRE02D1D8E6841,TRFR6E0335B5F25D,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR2BE67A6F3CA7,TRFRCFAE7C45E2A2,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR8DE3FC40E0BF,TRFRC18D442FC325,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRCFC719BB6EA8,TRFR4600905F1EC6,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR8DF58DBC5113,TRFRF099C9F613A2,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRCCAC1373D2D2,TRFR357E2F71D1BD,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR0F10CDE25CE3,TRFRDA1CBD772838,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRD378690C146E,TRFR98A8B17ED734,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR02F084B30E9D,TRFR66EAA08BC81A,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRF7A1E84D9937,TRFR3BBE7C3AD92E,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR59C986257FF8,TRFR8BB7ABFA32CA,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR6FF6C5C1E505,TRFR3E01845B4DB9,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR2990FACA0CC0,TRFR45FC564B546F,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR316FED544583,TRFR0A807C69787D,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR8712CE23FD98,TRFR4FE3E0E846B6,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFR344B5609826F,TRFR887F2A95EFF6,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
DTFRB40F09DFA821,TRFR066DCE7ECA48,W8r1LuGwd932W3Zq,21,21,21,0,21,SELESAI
