ID_DNJB,KD_BARANG,ID_NOTA_JUAL,JUMLAH_JUAL_BARANG,HARGA_JUAL_BARANG,TOTAL_JUAL_UANG,HARGA_BELI_BARANG,TOTAL_BELI_UANG
DNJBB4A8DC939CC4,W8r1LuGwd932W3Zq,NTJL7F669CFDA78E,24,33000,792000,28693.9,688653.6000000001
DNJB11B3605F3B63,W8r1LuGwd932W3Zq,NTJL92B17BA6685C,25,33000,825000,28693.9,717347.5
DNJBC346E0600E7C,W8r1LuGwd932W3Zq,NTJLC2C89B99FD40,11,33000,363000,28693.9,315632.9
DNJB12F91845ACEF,W8r1LuGwd932W3Zq,NTJL35EAAB1089FB,1,33000,33000,28693.9,28693.9
DNJB2547B4BA988E,W8r1LuGwd932W3Zq,NTJLD01536DA043C,19,33000,627000,28693.9,545184.1
DNJB3DC1650CB436,W8r1LuGwd932W3Zq,NTJL35EDEA409F14,18,33000,594000,28693.9,516490.2
DNJB77D9FEC8CDAD,W8r1LuGwd932W3Zq,NTJLC4685276F8B7,2,33000,66000,28693.9,57387.8
DNJBC562E439331A,W8r1LuGwd932W3Zq,NTJL8DE728064ED7,21,33000,693000,28693.9,602571.9
DNJB9A6AF097180B,W8r1LuGwd932W3Zq,NTJL672D1633D11F,30,33000,990000,28693.9,860817.0
DNJBBA580651ADBA,4aCSBjQPd3TzFd90,NTJLFD1E796243A0,19,40000,760000,16452.84,312603.96
DNJBC5751933CB48,4aCSBjQPd3TzFd90,NTJLFD35732578A1,22,40000,880000,16452.84,361962.48
DNJB3B66A26D0B7E,4aCSBjQPd3TzFd90,NTJLD2C0AF913DF1,30,40000,1200000,16452.84,493585.2
DNJBD6D2965F8C30,4aCSBjQPd3TzFd90,NTJLC02DA21D4F73,29,40000,1160000,16452.84,477132.36
DNJBD0779251CC78,4aCSBjQPd3TzFd90,NTJLFF4CAC52EDAD,6,40000,240000,16452.84,98717.04000000001
DNJBD6BBCF958C77,4aCSBjQPd3TzFd90,NTJL52C9FE544EA4,21,40000,840000,16452.84,345509.64
DNJB39D2036E02D7,4aCSBjQPd3TzFd90,NTJLACAF7756757C,20,40000,800000,16452.84,329056.8
DNJB59523C7C52C6,4aCSBjQPd3TzFd90,NTJLFCCAA5861DA5,19,40000,760000,16452.84,312603.96
DNJB3B24F8F990A6,W8r1LuGwd932W3Zq,NTJL4F1A17335D70,29,33000,957000,28693.9,832123.1000000001
DNJBAD4E51557EFB,W8r1LuGwd932W3Zq,NTJLD7610C9343E3,13,33000,429000,28693.9,373020.7
DNJBFFD659D89AF6,W8r1LuGwd932W3Zq,NTJL17138A14BCDC,9,33000,297000,28693.9,258245.1
DNJB3DCBECA4F9C5,W8r1LuGwd932W3Zq,NTJLC97FA626C485,25,33000,825000,28693.9,717347.5
DNJB5720A4696D34,W8r1LuGwd932W3Zq,NTJLBAADF23BB042,11,33000,363000,28693.9,315632.9
DNJB9C09EB0CF26B,W8r1LuGwd932W3Zq,NTJL0364B6255D8B,27,33000,891000,28693.9,774735.3
DNJB94ADBB232CB9,W8r1LuGwd932W3Zq,NTJLB90774BDA64C,3,33000,99000,28693.9,86081.70000000001
DNJB731FE172D6D1,W8r1LuGwd932W3Zq,NTJLBCBAD55A6F04,15,33000,495000,28693.9,430408.5
DNJB8076AB2CD6A1,W8r1LuGwd932W3Zq,NTJLEA93D34CCB17,6,33000,198000,28693.9,172163.40000000002
DNJB8CE7EF0213E8,W8r1LuGwd932W3Zq,NTJLFBDAA2E8E4B1,1,33000,33000,28693.9,28693.9
DNJB32D912DC394B,W8r1LuGwd932W3Zq,NTJL96C76FD01F8B,14,33000,462000,28693.9,401714.60000000003
DNJB2B7FD06134F4,W8r1LuGwd932W3Zq,NTJLEA48424D44C1,8,33000,264000,28693.9,229551.2
DNJB1CD923EC3C79,W8r1LuGwd932W3Zq,NTJL893EDA393926,23,33000,759000,28693.9,659959.7000000001
DNJBAFEF92A6ECC6,W8r1LuGwd932W3Zq,NTJLE064815CD3CC,20,33000,660000,28693.9,573878.0
DNJBBAEDB7DF6C8D,4aCSBjQPd3TzFd90,NTJL2EFD712DCF33,15,40000,600000,16452.84,246792.6
DNJBBD847DC04765,4aCSBjQPd3TzFd90,NTJLA761016824DF,20,40000,800000,16452.84,329056.8
DNJBF536C4609B98,4aCSBjQPd3TzFd90,NTJLAB434DC0FE18,1,40000,40000,16452.84,16452.84
DNJB2CB8D01CBF85,4aCSBjQPd3TzFd90,NTJL91B6F2870F17,15,40000,600000,16452.84,246792.6
DNJB43639BFF5503,4aCSBjQPd3TzFd90,NTJL4D04B2F2840E,25,40000,1000000,16452.84,411321.0
DNJBCF3A8F1DFF07,4aCSBjQPd3TzFd90,NTJL1D6E61A6D4DA,14,40000,560000,16452.84,230339.76
DNJBA32639613BD9,4aCSBjQPd3TzFd90,NTJLEF8EB7AAACD5,13,40000,520000,16452.84,213886.92
DNJB513A28F11919,4aCSBjQPd3TzFd90,NTJL03F04A96BA8D,16,40000,640000,16452.84,263245.44
DNJBBEE1104C3DA4,4aCSBjQPd3TzFd90,NTJL596B312BCDEC,6,40000,240000,16452.84,98717.04000000001
DNJB2B84DBB28EB0,4aCSBjQPd3TzFd90,NTJL0BC06A4FAA46,18,40000,720000,16452.84,296151.12
DNJB41A73C90B073,4aCSBjQPd3TzFd90,NTJLCB72AE53F087,25,40000,1000000,16452.84,411321.0
DNJB98BF53C7B028,4aCSBjQPd3TzFd90,NTJLF07A52AA7C91,18,40000,720000,16452.84,296151.12
DNJB950349EDF29D,W8r1LuGwd932W3Zq,NTJL7EEDCB704369,22,33000,726000,29019.08988764045,638419.9775280899
DNJB852E18C17F68,W8r1LuGwd932W3Zq,NTJLB2AB625E4B75,29,33000,957000,29019.08988764045,841553.6067415731
DNJBF480583C11C2,W8r1LuGwd932W3Zq,NTJL052F3B5D62F5,9,33000,297000,29019.08988764045,261171.80898876404
DNJB3D094294FD58,W8r1LuGwd932W3Zq,NTJLD40E7F239B72,2,33000,66000,29019.08988764045,58038.1797752809
DNJBB3C2CF47F334,W8r1LuGwd932W3Zq,NTJL639441FDCDD5,24,33000,792000,29019.08988764045,696458.1573033708
DNJB1D0295262349,W8r1LuGwd932W3Zq,NTJLADC1C1FB1A72,24,33000,792000,29019.08988764045,696458.1573033708
DNJB62E7F5D5B98C,W8r1LuGwd932W3Zq,NTJL5AB88C4F1010,20,33000,660000,29019.08988764045,580381.797752809
DNJB7BC50A0E44A3,W8r1LuGwd932W3Zq,NTJL38E4656A88AF,12,33000,396000,29019.08988764045,348229.0786516854
DNJB521EE1192674,W8r1LuGwd932W3Zq,NTJL7B789E04BDD4,18,33000,594000,29019.08988764045,522343.6179775281
DNJB6BFCE982E9A9,W8r1LuGwd932W3Zq,NTJL1BB4971EE536,13,33000,429000,29019.08988764045,377248.1685393258
DNJB7CD6E3331BDA,4aCSBjQPd3TzFd90,NTJL3BB9D1056760,9,40000,360000,16452.84,148075.56
DNJB0E9D45EA0E3E,4aCSBjQPd3TzFd90,NTJLD987C59C0B1E,3,40000,120000,16452.84,49358.520000000004
DNJB16E203EFB79B,4aCSBjQPd3TzFd90,NTJLFBAA2623071D,20,40000,800000,16452.84,329056.8
DNJBA054593D23E7,4aCSBjQPd3TzFd90,NTJLC2637037E778,10,40000,400000,16452.84,164528.4
DNJBF0BFCF52C598,4aCSBjQPd3TzFd90,NTJL40020A59C76A,13,40000,520000,16452.84,213886.92
DNJB7E391E10618D,4aCSBjQPd3TzFd90,NTJL437935CB730D,26,40000,1040000,16452.84,427773.84
DNJBD6FE08D19B39,4aCSBjQPd3TzFd90,NTJLB957977F2E42,20,40000,800000,16452.84,329056.8
DNJB802AF9FF6004,4aCSBjQPd3TzFd90,NTJLEE2BBBAF1B99,2,40000,80000,16452.84,32905.68
DNJB1544BE25BA81,4aCSBjQPd3TzFd90,NTJL3C41B4320E7B,19,40000,760000,16452.84,312603.96
DNJB39747AE61278,W8r1LuGwd932W3Zq,NTJL5EBB4D45834F,5,33000,165000,29019.08988764045,145095.44943820225
DNJBF544A76099D6,W8r1LuGwd932W3Zq,NTJLFCC2FF1DA8D9,29,33000,957000,29019.08988764045,841553.6067415731
DNJBFD74F568BA01,W8r1LuGwd932W3Zq,NTJL28341BB79C32,13,33000,429000,29019.08988764045,377248.1685393258
DNJBEA3D4428B2A4,W8r1LuGwd932W3Zq,NTJL3F2D90EF7FA1,2,33000,66000,29019.08988764045,58038.1797752809
DNJB4D1F734CAC4F,W8r1LuGwd932W3Zq,NTJL8063F6656905,1,33000,33000,29019.08988764045,29019.08988764045
DNJB28280C89A6FD,W8r1LuGwd932W3Zq,NTJL1FCEF3DA1DE6,17,33000,561000,29019.08988764045,493324.52808988764
DNJB876AD346068C,W8r1LuGwd932W3Zq,NTJLAE228170B9D4,8,33000,264000,29019.08988764045,232152.7191011236
DNJB270525806E04,W8r1LuGwd932W3Zq,NTJL6BAFE645E346,23,33000,759000,29019.08988764045,667439.0674157303
DNJBB8421CA7C17F,W8r1LuGwd932W3Zq,NTJL056D2105DAEE,3,33000,99000,29019.08988764045,87057.26966292135
DNJB6212402B3F01,W8r1LuGwd932W3Zq,NTJL88800DE12CA0,24,33000,792000,29019.08988764045,696458.1573033708
DNJB019C90DD9AA6,4aCSBjQPd3TzFd90,NTJLA3EF23A9660C,30,40000,1200000,16452.84,493585.2
DNJB25A7502B0467,4aCSBjQPd3TzFd90,NTJLB370F18C993B,20,40000,800000,16452.84,329056.8
DNJB84D70A6C3393,4aCSBjQPd3TzFd90,NTJL7B44FD0FD887,13,40000,520000,16452.84,213886.92
DNJBCC2745C80C17,4aCSBjQPd3TzFd90,NTJL7C7E2AF74865,22,40000,880000,16452.84,361962.48
DNJB5FBF678437BB,4aCSBjQPd3TzFd90,NTJLD342091ED8C4,9,40000,360000,16452.84,148075.56
DNJB84DCF27D5A02,4aCSBjQPd3TzFd90,NTJLB5EC217E1602,28,40000,1120000,16452.84,460679.52
DNJB654ECD9BF62E,4aCSBjQPd3TzFd90,NTJL680CC215F5EB,18,40000,720000,16452.84,296151.12
DNJBA3B2352B2706,W8r1LuGwd932W3Zq,NTJL75DCDE8D23CB,18,33000,594000,29019.08988764045,522343.6179775281
DNJB9D1D4EDA38CC,W8r1LuGwd932W3Zq,NTJL67A2DBF1D2E3,21,33000,693000,29019.08988764045,609400.8876404495
DNJB5B181498F608,W8r1LuGwd932W3Zq,NTJL1D8C90A77EBD,19,33000,627000,29019.08988764045,551362.7078651686
DNJB0631BEB25950,W8r1LuGwd932W3Zq,NTJL5B62AB51AE71,27,33000,891000,29019.08988764045,783515.4269662922
DNJB2B8C5E5DDAC6,W8r1LuGwd932W3Zq,NTJL51DB2E9D1D45,14,33000,462000,29019.08988764045,406267.2584269663
DNJB5CA2F0E4F40D,W8r1LuGwd932W3Zq,NTJL79C2D7342850,22,33000,726000,29019.08988764045,638419.9775280899
DNJB0E1E8A12F11E,W8r1LuGwd932W3Zq,NTJL9C6A47EA028B,14,33000,462000,29019.08988764045,406267.2584269663
DNJBD8EB3FF03342,4aCSBjQPd3TzFd90,NTJLE4F307E53E3B,12,40000,480000,16452.84,197434.08000000002
DNJB9387C480A2FF,4aCSBjQPd3TzFd90,NTJL9BAC1D1F36F3,23,40000,920000,16452.84,378415.32
DNJBB7E49087EAD8,4aCSBjQPd3TzFd90,NTJLE74EF311D812,3,40000,120000,16452.84,49358.520000000004
DNJB3B79875FA4FC,4aCSBjQPd3TzFd90,NTJL1BD74CB8A77F,15,40000,600000,16452.84,246792.6
DNJBA5091309BE89,4aCSBjQPd3TzFd90,NTJLDE66232D8E28,30,40000,1200000,16452.84,493585.2
DNJB96566E71767B,4aCSBjQPd3TzFd90,NTJLBE7B5E7EB9FF,22,40000,880000,16452.84,361962.48
DNJBF2F8626A58E7,4aCSBjQPd3TzFd90,NTJLCD3C5CDEE359,10,40000,400000,16452.84,164528.4
DNJB136A33A5955B,4aCSBjQPd3TzFd90,NTJLED8569F624FC,6,40000,240000,16452.84,98717.04000000001
DNJB6C43F547FFCA,W8r1LuGwd932W3Zq,NTJL56A54670039C,18,33000,594000,29019.08988764045,522343.6179775281
DNJB66167F37E471,W8r1LuGwd932W3Zq,NTJLBFC8DCC19ECD,21,33000,693000,29019.08988764045,609400.8876404495
DNJBF4CBE95B748D,W8r1LuGwd932W3Zq,NTJLCC48786F1152,15,33000,495000,29019.08988764045,435286.34831460676
DNJB1B4499481FF6,W8r1LuGwd932W3Zq,NTJLE775CA74A5F9,25,33000,825000,29019.08988764045,725477.2471910112
DNJB8653618D614D,W8r1LuGwd932W3Zq,NTJLC1389BFB4BB4,7,33000,231000,29019.08988764045,203133.62921348316
DNJBD9110AC4CA48,W8r1LuGwd932W3Zq,NTJLCBF22C44596C,28,33000,924000,29019.08988764045,812534.5168539326
DNJB1A47D7D1ADDB,W8r1LuGwd932W3Zq,NTJL67CA0588CAF5,12,33000,396000,29019.08988764045,348229.0786516854
DNJBDE2FF49C9AE5,W8r1LuGwd932W3Zq,NTJL53E86DD6C5A9,9,33000,297000,29019.08988764045,261171.80898876404
DNJB2AC3382651A9,W8r1LuGwd932W3Zq,NTJLF9C30D4EE86D,2,33000,66000,29019.08988764045,58038.1797752809
DNJB35EB9FE39165,W8r1LuGwd932W3Zq,NTJL02C55EF1A0FC,9,33000,297000,29019.08988764045,261171.80898876404
DNJBE01224824744,W8r1LuGwd932W3Zq,NTJL8EFC9E4EDEB9,29,33000,957000,29019.08988764045,841553.6067415731
DNJB9D271B705184,W8r1LuGwd932W3Zq,NTJL2D6680E312D1,18,33000,594000,29019.08988764045,522343.6179775281
DNJB8288C99E6891,W8r1LuGwd932W3Zq,NTJL6EDE4D46085F,13,33000,429000,29019.08988764045,377248.1685393258
DNJB16ADF56518DB,4aCSBjQPd3TzFd90,NTJL125A3CCD6EF9,20,40000,800000,16452.84,329056.8
DNJB8231042A49E1,4aCSBjQPd3TzFd90,NTJL3F4393BE7122,10,40000,400000,16452.84,164528.4
DNJB9F4FA4B1C6CD,4aCSBjQPd3TzFd90,NTJL6E984435F7C9,18,40000,720000,16452.84,296151.12
DNJB06AB0E414A91,4aCSBjQPd3TzFd90,NTJL2032F5CCB934,27,40000,1080000,16452.84,444226.68
DNJBDA2FE15D86FD,4aCSBjQPd3TzFd90,NTJL56853AD195D8,3,40000,120000,16452.84,49358.520000000004
DNJB05168704C004,4aCSBjQPd3TzFd90,NTJL81B24DF78C67,17,40000,680000,16452.84,279698.28
DNJB587477284F64,4aCSBjQPd3TzFd90,NTJL4A11B2E041DB,3,40000,120000,16452.84,49358.520000000004
DNJB4F9C0589A4A6,4aCSBjQPd3TzFd90,NTJL832D976E5820,22,40000,880000,16452.84,361962.48
DNJB3BD57B1EC956,4aCSBjQPd3TzFd90,NTJLE83575A21CE0,24,40000,960000,16452.84,394868.16000000003
DNJB386F57DB2439,4aCSBjQPd3TzFd90,NTJLB702B77CE023,15,40000,600000,16452.84,246792.6
DNJB03FC21B8AA1D,4aCSBjQPd3TzFd90,NTJLD5B56369F700,23,40000,920000,16452.84,378415.32
DNJB52E54CEAB927,W8r1LuGwd932W3Zq,NTJL4214D8785998,24,33000,792000,29019.08988764045,696458.1573033708
DNJB9C5EC927E6AC,W8r1LuGwd932W3Zq,NTJLB43799022D2B,22,33000,726000,29019.08988764045,638419.9775280899
DNJB18861EE7E2F5,W8r1LuGwd932W3Zq,NTJL650AB2DB03B9,27,33000,891000,29019.08988764045,783515.4269662922
DNJBDDB1FED48AF2,W8r1LuGwd932W3Zq,NTJLB8A79128191D,18,33000,594000,29019.08988764045,522343.6179775281
DNJBD8F3D03AB74E,W8r1LuGwd932W3Zq,NTJL84BC0B6F2DB6,7,33000,231000,29019.08988764045,203133.62921348316
DNJB33F6E71B28B1,W8r1LuGwd932W3Zq,NTJL9BD2A582650B,8,33000,264000,29019.08988764045,232152.7191011236
DNJBBD3E4FFC195A,W8r1LuGwd932W3Zq,NTJL5B3AFEC6CD69,29,33000,957000,29019.08988764045,841553.6067415731
DNJB5C0E1944F7B9,W8r1LuGwd932W3Zq,NTJL3F66704BC599,13,33000,429000,29019.08988764045,377248.1685393258
DNJB284FCFD72A8A,4aCSBjQPd3TzFd90,NTJL47FF01D105B7,13,40000,520000,16452.84,213886.92
DNJB9EEC704254FE,4aCSBjQPd3TzFd90,NTJL91F798AA9998,25,40000,1000000,16452.84,411321.0
DNJBF0AC2D417B0F,4aCSBjQPd3TzFd90,NTJLFA13736A0A49,24,40000,960000,16452.84,394868.16000000003
DNJB626696BDE801,4aCSBjQPd3TzFd90,NTJL0393F880B71B,3,40000,120000,16452.84,49358.520000000004
DNJBBBDBB9D1F173,4aCSBjQPd3TzFd90,NTJLE7B4D7E87130,12,40000,480000,16452.84,197434.08000000002
DNJB28375A9FBAA5,4aCSBjQPd3TzFd90,NTJL09562C9D7471,2,40000,80000,16452.84,32905.68
DNJB028C4511AEA2,4aCSBjQPd3TzFd90,NTJLA4411DB3F15D,5,40000,200000,16452.84,82264.2
DNJBEB39A5F176CD,4aCSBjQPd3TzFd90,NTJL17DCB91DCFE3,27,40000,1080000,16452.84,444226.68
DNJB199082FF5421,4aCSBjQPd3TzFd90,NTJLC297BC2D545A,24,40000,960000,16452.84,394868.16000000003
DNJBD3AFF26DE22D,W8r1LuGwd932W3Zq,NTJLC05D3881EDF0,1,33000,33000,28960.910256410258,28960.910256410258
DNJB7A29773DA76D,W8r1LuGwd932W3Zq,NTJL5AAEFF65AA54,26,33000,858000,28960.910256410258,752983.6666666667
DNJBEB8A177BD6FE,W8r1LuGwd932W3Zq,NTJL9472499B8CB5,19,33000,627000,28960.910256410258,550257.2948717949
DNJBC695769F9439,W8r1LuGwd932W3Zq,NTJL603BF1191B40,17,33000,561000,28960.910256410258,492335.4743589744
DNJB38D85D941077,W8r1LuGwd932W3Zq,NTJL453D3A65E8B9,17,33000,561000,28960.910256410258,492335.4743589744
DNJBB434A6E773E6,W8r1LuGwd932W3Zq,NTJLB59E6C884F68,20,33000,660000,28960.910256410258,579218.2051282051
DNJB4A3FA33946A7,W8r1LuGwd932W3Zq,NTJLA0241739878B,19,33000,627000,28960.910256410258,550257.2948717949
DNJBA67FC4064A97,W8r1LuGwd932W3Zq,NTJL474AB51E0677,17,33000,561000,28960.910256410258,492335.4743589744
DNJBA0816E605877,W8r1LuGwd932W3Zq,NTJLB71F1B1DD8B3,3,33000,99000,28960.910256410258,86882.73076923078
DNJB25842265FC05,4aCSBjQPd3TzFd90,NTJL57CBAB3FE373,2,40000,80000,16452.84,32905.68
DNJB68F3274B457D,4aCSBjQPd3TzFd90,NTJL279DA0C6155A,28,40000,1120000,16452.84,460679.52
DNJBA4D19FAF50EA,4aCSBjQPd3TzFd90,NTJL11B81B3B5A7A,8,40000,320000,16452.84,131622.72
DNJB2B48F268CB7F,4aCSBjQPd3TzFd90,NTJLBC76241887A4,21,40000,840000,16452.84,345509.64
DNJB53C8C4587CBB,4aCSBjQPd3TzFd90,NTJL4FABE70371D2,8,40000,320000,16452.84,131622.72
DNJB4516CFB913F5,4aCSBjQPd3TzFd90,NTJL9747BAB84753,8,40000,320000,16452.84,131622.72
DNJBCEB476C2360C,4aCSBjQPd3TzFd90,NTJL394BAB425BFF,15,40000,600000,16452.84,246792.6
DNJB82361DBFDA23,4aCSBjQPd3TzFd90,NTJL73E04A7A3255,7,40000,280000,16452.84,115169.88
DNJB2250D9CCA3CC,W8r1LuGwd932W3Zq,NTJLEF428BF65DD4,7,33000,231000,28960.910256410258,202726.3717948718
DNJBE9E3602A6BBD,W8r1LuGwd932W3Zq,NTJL62C951A8FC30,26,33000,858000,28960.910256410258,752983.6666666667
DNJBE076890F61EF,W8r1LuGwd932W3Zq,NTJL9B90EACC45E0,9,33000,297000,28960.910256410258,260648.1923076923
DNJBAED3CD8DAA3B,W8r1LuGwd932W3Zq,NTJL390A1B46316B,18,33000,594000,28960.910256410258,521296.3846153846
DNJB56F9EEF863A0,W8r1LuGwd932W3Zq,NTJL041655DE7DB8,27,33000,891000,28960.910256410258,781944.576923077
DNJB89C6602B9FCC,W8r1LuGwd932W3Zq,NTJL823B4FDE27FD,9,33000,297000,28960.910256410258,260648.1923076923
DNJB5A7601E46843,W8r1LuGwd932W3Zq,NTJLE7CA6C564B5B,10,33000,330000,28960.910256410258,289609.10256410256
DNJB3CCFC101A3E5,4aCSBjQPd3TzFd90,NTJL2DB527B92DCC,23,40000,920000,16452.84,378415.32
DNJB1D8B3BD262C5,4aCSBjQPd3TzFd90,NTJL964548C9C4D1,3,40000,120000,16452.84,49358.520000000004
DNJB8F44C466A51D,4aCSBjQPd3TzFd90,NTJL32E4720EA6C2,14,40000,560000,16452.84,230339.76
DNJB05A940943BA4,4aCSBjQPd3TzFd90,NTJL4B9A54DEC2E0,6,40000,240000,16452.84,98717.04000000001
DNJB226E7B1DDDC1,4aCSBjQPd3TzFd90,NTJLE25D27DC715D,15,40000,600000,16452.84,246792.6
DNJB301371DF5092,4aCSBjQPd3TzFd90,NTJLD9EE2844645F,6,40000,240000,16452.84,98717.04000000001
DNJB2DB7B4A417BC,4aCSBjQPd3TzFd90,NTJLD71AA5BA4C95,25,40000,1000000,16452.84,411321.0
DNJBA9E7A3B0DA11,4aCSBjQPd3TzFd90,NTJL9FAB09B5DA0B,23,40000,920000,16452.84,378415.32
DNJBC5FEA2C1C1CE,4aCSBjQPd3TzFd90,NTJL3409812C8559,21,40000,840000,16452.84,345509.64
DNJBBDA463602E90,4aCSBjQPd3TzFd90,NTJL00B241AD2693,19,40000,760000,16452.84,312603.96
DNJB686A9BD84F76,W8r1LuGwd932W3Zq,NTJL5172922A09C1,29,33000,957000,28960.910256410258,839866.3974358975
DNJB300E4EF74DF5,W8r1LuGwd932W3Zq,NTJL3A0F9960DAD4,11,33000,363000,28960.910256410258,318570.0128205128
DNJB2E7864624027,W8r1LuGwd932W3Zq,NTJL14F95CDB8A33,18,33000,594000,28960.910256410258,521296.3846153846
DNJBC6F1D86E767F,W8r1LuGwd932W3Zq,NTJL83491DDE4646,12,33000,396000,28960.910256410258,347530.9230769231
DNJB205BB879289D,W8r1LuGwd932W3Zq,NTJL106593A36470,15,33000,495000,28960.910256410258,434413.6538461539
DNJBFD36AC65410F,W8r1LuGwd932W3Zq,NTJL888871436DC6,19,33000,627000,28960.910256410258,550257.2948717949
DNJBEFDF762FE86E,W8r1LuGwd932W3Zq,NTJLAF0EC05CB750,9,33000,297000,28960.910256410258,260648.1923076923
DNJB325806F261D4,W8r1LuGwd932W3Zq,NTJL2DF032389D01,5,33000,165000,28960.910256410258,144804.55128205128
DNJB58397ADFA5B9,W8r1LuGwd932W3Zq,NTJL1697F9E70527,17,33000,561000,28960.910256410258,492335.4743589744
DNJB0881EE4E7EC2,4aCSBjQPd3TzFd90,NTJL10337CC24F25,8,40000,320000,16452.84,131622.72
