ID_NOTA_JUAL,ID_USERS,KD_LOKASI,WAKTU_NOTA,TOTAL_JUAL_BARANG,SUB_TOTAL_JUAL,SUB_TOTAL_BELI,GROSS_PROFIT,PAJAK,GRAND_TOTAL
NTJL3C41B4320E7B,TOKOu8EU,TOKOk3CZ,2024-01-05 20:35:46,19,760000,312603.96,447396.04,83600.0,843600.0
NTJL5EBB4D45834F,TOKOeLig,TOKOeLig,2024-01-05 14:54:18,5,165000,145095.44943820225,19904.550561797747,18150.0,183150.0
NTJLFCC2FF1DA8D9,TOKOeLig,TOKOeLig,2024-01-05 13:01:25,29,957000,841553.6067415731,115446.39325842692,105270.0,1062270.0
NTJL28341BB79C32,TOKOeLig,TOKOeLig,2024-01-05 14:50:50,13,429000,377248.1685393258,51751.83146067418,47190.0,476190.0
NTJL3F2D90EF7FA1,TOKOeLig,TOKOeLig,2024-01-05 17:08:03,2,66000,58038.1797752809,7961.8202247191,7260.0,73260.0
NTJL8063F6656905,TOKOeLig,TOKOeLig,2024-01-05 19:06:42,1,33000,29019.08988764045,3980.91011235955,3630.0,36630.0
NTJL1FCEF3DA1DE6,TOKOrvYu,TOKOjtqG,2024-01-05 12:47:33,17,561000,493324.52808988764,67675.47191011236,61710.0,622710.0
NTJLAE228170B9D4,TOKOrvYu,TOKOjtqG,2024-01-05 16:18:11,8,264000,232152.7191011236,31847.2808988764,29040.0,293040.0
NTJL6BAFE645E346,TOKOu8EU,TOKOk3CZ,2024-01-05 13:35:46,23,759000,667439.0674157303,91560.93258426967,83490.0,842490.0
NTJL056D2105DAEE,TOKOu8EU,TOKOk3CZ,2024-01-05 19:34:48,3,99000,87057.26966292135,11942.730337078654,10890.0,109890.0
NTJL88800DE12CA0,TOKOu8EU,TOKOk3CZ,2024-01-05 11:11:26,24,792000,696458.1573033708,95541.84269662923,87120.0,879120.0
NTJLA3EF23A9660C,TOKOeLig,TOKOeLig,2024-01-06 16:10:33,30,1200000,493585.2,706414.8,132000.0,1332000.0
NTJLB370F18C993B,TOKOeLig,TOKOeLig,2024-01-06 14:54:42,20,800000,329056.8,470943.2,88000.0,888000.0
NTJL7B44FD0FD887,TOKOrvYu,TOKOjtqG,2024-01-06 12:28:25,13,520000,213886.92,306113.07999999996,57200.0,577200.0
NTJL7C7E2AF74865,TOKOrvYu,TOKOjtqG,2024-01-06 15:24:01,22,880000,361962.48,518037.52,96800.0,976800.0
NTJLD342091ED8C4,TOKOu8EU,TOKOk3CZ,2024-01-06 14:34:38,9,360000,148075.56,211924.44,39600.0,399600.0
NTJLB5EC217E1602,TOKOu8EU,TOKOk3CZ,2024-01-06 20:47:38,28,1120000,460679.52,659320.48,123200.0,1243200.0
NTJL680CC215F5EB,TOKOu8EU,TOKOk3CZ,2024-01-06 12:26:12,18,720000,296151.12,423848.88,79200.0,799200.0
NTJL75DCDE8D23CB,TOKOeLig,TOKOeLig,2024-01-06 15:36:27,18,594000,522343.6179775281,71656.38202247192,65340.0,659340.0
NTJL67A2DBF1D2E3,TOKOeLig,TOKOeLig,2024-01-06 14:26:46,21,693000,609400.8876404495,83599.11235955055,76230.0,769230.0
NTJL1D8C90A77EBD,TOKOrvYu,TOKOjtqG,2024-01-06 15:36:14,19,627000,551362.7078651686,75637.29213483143,68970.0,695970.0
NTJL5B62AB51AE71,TOKOrvYu,TOKOjtqG,2024-01-06 20:01:54,27,891000,783515.4269662922,107484.5730337078,98010.0,989010.0
NTJL51DB2E9D1D45,TOKOrvYu,TOKOjtqG,2024-01-06 12:30:34,14,462000,406267.2584269663,55732.74157303368,50820.0,512820.0
NTJL79C2D7342850,TOKOu8EU,TOKOk3CZ,2024-01-06 16:23:43,22,726000,638419.9775280899,87580.02247191011,79860.0,805860.0
NTJL9C6A47EA028B,TOKOu8EU,TOKOk3CZ,2024-01-06 13:16:14,14,462000,406267.2584269663,55732.74157303368,50820.0,512820.0
NTJLE4F307E53E3B,TOKOeLig,TOKOeLig,2024-01-07 11:44:11,12,480000,197434.08000000002,282565.92,52800.0,532800.0
NTJL9BAC1D1F36F3,TOKOeLig,TOKOeLig,2024-01-07 14:47:51,23,920000,378415.32,541584.6799999999,101200.0,1021200.0
NTJLE74EF311D812,TOKOrvYu,TOKOjtqG,2024-01-07 18:14:32,3,120000,49358.520000000004,70641.48,13200.0,133200.0
NTJL1BD74CB8A77F,TOKOrvYu,TOKOjtqG,2024-01-07 12:48:05,15,600000,246792.6,353207.4,66000.0,666000.0
NTJLDE66232D8E28,TOKOrvYu,TOKOjtqG,2024-01-07 14:27:51,30,1200000,493585.2,706414.8,132000.0,1332000.0
NTJLBE7B5E7EB9FF,TOKOrvYu,TOKOjtqG,2024-01-07 13:49:45,22,880000,361962.48,518037.52,96800.0,976800.0
NTJLCD3C5CDEE359,TOKOu8EU,TOKOk3CZ,2024-01-07 12:42:16,10,400000,164528.4,235471.6,44000.0,444000.0
NTJLED8569F624FC,TOKOu8EU,TOKOk3CZ,2024-01-07 11:42:56,6,240000,98717.04000000001,141282.96,26400.0,266400.0
NTJL56A54670039C,TOKOeLig,TOKOeLig,2024-01-07 11:15:23,18,594000,522343.6179775281,71656.38202247192,65340.0,659340.0
NTJLBFC8DCC19ECD,TOKOeLig,TOKOeLig,2024-01-07 18:47:00,21,693000,609400.8876404495,83599.11235955055,76230.0,769230.0
NTJLCC48786F1152,TOKOeLig,TOKOeLig,2024-01-07 13:09:50,15,495000,435286.34831460676,59713.65168539324,54450.0,549450.0
NTJLE775CA74A5F9,TOKOeLig,TOKOeLig,2024-01-07 17:02:11,25,825000,725477.2471910112,99522.7528089888,90750.0,915750.0
NTJLC1389BFB4BB4,TOKOeLig,TOKOeLig,2024-01-07 17:29:36,7,231000,203133.62921348316,27866.37078651684,25410.0,256410.0
NTJLCBF22C44596C,TOKOrvYu,TOKOjtqG,2024-01-07 14:34:17,28,924000,812534.5168539326,111465.48314606736,101640.0,1025640.0
NTJL67CA0588CAF5,TOKOrvYu,TOKOjtqG,2024-01-07 12:33:11,12,396000,348229.0786516854,47770.921348314616,43560.0,439560.0
NTJL53E86DD6C5A9,TOKOrvYu,TOKOjtqG,2024-01-07 17:10:48,9,297000,261171.80898876404,35828.19101123596,32670.0,329670.0
NTJLF9C30D4EE86D,TOKOrvYu,TOKOjtqG,2024-01-07 11:45:07,2,66000,58038.1797752809,7961.8202247191,7260.0,73260.0
NTJL02C55EF1A0FC,TOKOu8EU,TOKOk3CZ,2024-01-07 15:29:12,9,297000,261171.80898876404,35828.19101123596,32670.0,329670.0
NTJL8EFC9E4EDEB9,TOKOu8EU,TOKOk3CZ,2024-01-07 20:43:36,29,957000,841553.6067415731,115446.39325842692,105270.0,1062270.0
NTJL2D6680E312D1,TOKOu8EU,TOKOk3CZ,2024-01-07 11:34:51,18,594000,522343.6179775281,71656.38202247192,65340.0,659340.0
NTJL6EDE4D46085F,TOKOu8EU,TOKOk3CZ,2024-01-07 18:27:24,13,429000,377248.1685393258,51751.83146067418,47190.0,476190.0
NTJL125A3CCD6EF9,TOKOeLig,TOKOeLig,2024-01-08 19:42:05,20,800000,329056.8,470943.2,88000.0,888000.0
NTJL3F4393BE7122,TOKOeLig,TOKOeLig,2024-01-08 19:19:41,10,400000,164528.4,235471.6,44000.0,444000.0
NTJL6E984435F7C9,TOKOeLig,TOKOeLig,2024-01-08 20:31:34,18,720000,296151.12,423848.88,79200.0,799200.0
NTJL2032F5CCB934,TOKOrvYu,TOKOjtqG,2024-01-08 13:29:16,27,1080000,444226.68,635773.3200000001,118800.0,1198800.0
NTJL56853AD195D8,TOKOrvYu,TOKOjtqG,2024-01-08 20:30:55,3,120000,49358.520000000004,70641.48,13200.0,133200.0
NTJL81B24DF78C67,TOKOrvYu,TOKOjtqG,2024-01-08 19:34:41,17,680000,279698.28,400301.72,74800.0,754800.0
NTJL4A11B2E041DB,TOKOrvYu,TOKOjtqG,2024-01-08 13:16:11,3,120000,49358.520000000004,70641.48,13200.0,133200.0
NTJL832D976E5820,TOKOrvYu,TOKOjtqG,2024-01-08 18:50:18,22,880000,361962.48,518037.52,96800.0,976800.0
NTJLE83575A21CE0,TOKOu8EU,TOKOk3CZ,2024-01-08 15:35:45,24,960000,394868.16000000003,565131.84,105600.0,1065600.0
NTJLB702B77CE023,TOKOu8EU,TOKOk3CZ,2024-01-08 11:00:12,15,600000,246792.6,353207.4,66000.0,666000.0
NTJLD5B56369F700,TOKOu8EU,TOKOk3CZ,2024-01-08 18:54:11,23,920000,378415.32,541584.6799999999,101200.0,1021200.0
NTJL4214D8785998,TOKOeLig,TOKOeLig,2024-01-08 20:39:17,24,792000,696458.1573033708,95541.84269662923,87120.0,879120.0
NTJLB43799022D2B,TOKOeLig,TOKOeLig,2024-01-08 19:15:07,22,726000,638419.9775280899,87580.02247191011,79860.0,805860.0
NTJL650AB2DB03B9,TOKOeLig,TOKOeLig,2024-01-08 18:10:43,27,891000,783515.4269662922,107484.5730337078,98010.0,989010.0
NTJLB8A79128191D,TOKOrvYu,TOKOjtqG,2024-01-08 15:23:37,18,594000,522343.6179775281,71656.38202247192,65340.0,659340.0
NTJL84BC0B6F2DB6,TOKOrvYu,TOKOjtqG,2024-01-08 11:09:18,7,231000,203133.62921348316,27866.37078651684,25410.0,256410.0
NTJL9BD2A582650B,TOKOu8EU,TOKOk3CZ,2024-01-08 20:40:16,8,264000,232152.7191011236,31847.2808988764,29040.0,293040.0
NTJL5B3AFEC6CD69,TOKOu8EU,TOKOk3CZ,2024-01-08 19:42:13,29,957000,841553.6067415731,115446.39325842692,105270.0,1062270.0
NTJL3F66704BC599,TOKOu8EU,TOKOk3CZ,2024-01-08 20:13:09,13,429000,377248.1685393258,51751.83146067418,47190.0,476190.0
NTJL47FF01D105B7,TOKOeLig,TOKOeLig,2024-01-09 11:31:58,13,520000,213886.92,306113.07999999996,57200.0,577200.0
NTJL91F798AA9998,TOKOeLig,TOKOeLig,2024-01-09 15:00:10,25,1000000,411321.0,588679.0,110000.0,1110000.0
NTJLFA13736A0A49,TOKOeLig,TOKOeLig,2024-01-09 14:42:56,24,960000,394868.16000000003,565131.84,105600.0,1065600.0
NTJL0393F880B71B,TOKOrvYu,TOKOjtqG,2024-01-09 13:25:43,3,120000,49358.520000000004,70641.48,13200.0,133200.0
NTJLE7B4D7E87130,TOKOrvYu,TOKOjtqG,2024-01-09 18:58:45,12,480000,197434.08000000002,282565.92,52800.0,532800.0
NTJL09562C9D7471,TOKOu8EU,TOKOk3CZ,2024-01-09 18:32:56,2,80000,32905.68,47094.32,8800.0,88800.0
NTJLA4411DB3F15D,TOKOu8EU,TOKOk3CZ,2024-01-09 17:33:22,5,200000,82264.2,117735.8,22000.0,222000.0
NTJL17DCB91DCFE3,TOKOu8EU,TOKOk3CZ,2024-01-09 16:42:14,27,1080000,444226.68,635773.3200000001,118800.0,1198800.0
NTJLC297BC2D545A,TOKOu8EU,TOKOk3CZ,2024-01-09 16:31:16,24,960000,394868.16000000003,565131.84,105600.0,1065600.0
NTJLC05D3881EDF0,TOKOeLig,TOKOeLig,2024-01-09 13:24:13,1,33000,28960.910256410258,4039.0897435897423,3630.0,36630.0
NTJL5AAEFF65AA54,TOKOeLig,TOKOeLig,2024-01-09 14:55:17,26,858000,752983.6666666667,105016.33333333326,94380.0,952380.0
NTJL9472499B8CB5,TOKOrvYu,TOKOjtqG,2024-01-09 16:38:53,19,627000,550257.2948717949,76742.70512820513,68970.0,695970.0
NTJL603BF1191B40,TOKOrvYu,TOKOjtqG,2024-01-09 12:58:04,17,561000,492335.4743589744,68664.52564102563,61710.0,622710.0
NTJL453D3A65E8B9,TOKOu8EU,TOKOk3CZ,2024-01-09 16:52:02,17,561000,492335.4743589744,68664.52564102563,61710.0,622710.0
NTJLB59E6C884F68,TOKOu8EU,TOKOk3CZ,2024-01-09 12:08:46,20,660000,579218.2051282051,80781.79487179487,72600.0,732600.0
NTJLA0241739878B,TOKOu8EU,TOKOk3CZ,2024-01-09 13:46:44,19,627000,550257.2948717949,76742.70512820513,68970.0,695970.0
NTJL474AB51E0677,TOKOu8EU,TOKOk3CZ,2024-01-09 15:18:25,17,561000,492335.4743589744,68664.52564102563,61710.0,622710.0
NTJLB71F1B1DD8B3,TOKOu8EU,TOKOk3CZ,2024-01-09 11:25:59,3,99000,86882.73076923078,12117.26923076922,10890.0,109890.0
NTJL57CBAB3FE373,TOKOeLig,TOKOeLig,2024-01-10 11:38:18,2,80000,32905.68,47094.32,8800.0,88800.0
NTJL279DA0C6155A,TOKOeLig,TOKOeLig,2024-01-10 17:17:02,28,1120000,460679.52,659320.48,123200.0,1243200.0
NTJL11B81B3B5A7A,TOKOrvYu,TOKOjtqG,2024-01-10 16:34:52,8,320000,131622.72,188377.28,35200.0,355200.0
NTJLBC76241887A4,TOKOrvYu,TOKOjtqG,2024-01-10 11:32:24,21,840000,345509.64,494490.36,92400.0,932400.0
NTJL4FABE70371D2,TOKOrvYu,TOKOjtqG,2024-01-10 14:48:51,8,320000,131622.72,188377.28,35200.0,355200.0
NTJL9747BAB84753,TOKOu8EU,TOKOk3CZ,2024-01-10 12:28:16,8,320000,131622.72,188377.28,35200.0,355200.0
NTJL394BAB425BFF,TOKOu8EU,TOKOk3CZ,2024-01-10 12:01:01,15,600000,246792.6,353207.4,66000.0,666000.0
NTJL73E04A7A3255,TOKOu8EU,TOKOk3CZ,2024-01-10 18:50:38,7,280000,115169.88,164830.12,30800.0,310800.0
