ID_TRANSFER_BARANG,ID_USERS_PENGIRIM,ID_USERS_PENERIMA,KD_LOKASI_ASAL,KD_LOKASI_TUJUAN,WAKTU_PESAN_TRANSFER,WAKTU_KIRIM_TRANSFER,WAKTU_SELESAI_TRANSFER,STATUS
TRFR0C13714E5209,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 08:16:00,2024-01-01 09:16:00,2024-01-01 10:16:00,SELESAI
TRFRE56C2BDCD853,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:56:00,2024-01-01 08:56:00,2024-01-01 09:56:00,SELESAI
TRFR5B9B8E38B3F8,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 06:23:00,2024-01-01 07:23:00,2024-01-01 08:23:00,SELESAI
TRFRD114319F698D,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 06:16:00,2024-01-01 07:16:00,2024-01-01 08:16:00,SELESAI
TRFRA41863B42164,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 06:47:00,2024-01-01 07:47:00,2024-01-01 08:47:00,SELESAI
TRFRA07978818D7A,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 06:17:00,2024-01-01 07:17:00,2024-01-01 08:17:00,SELESAI
TRFR31533EEF2E89,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 07:53:00,2024-01-01 08:53:00,2024-01-01 09:53:00,SELESAI
TRFRE896D6EA04B2,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 06:00:00,2024-01-01 07:00:00,2024-01-01 08:00:00,SELESAI
TRFR43DDAD0E2799,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 06:40:00,2024-01-01 07:40:00,2024-01-01 08:40:00,SELESAI
TRFR2EDDB8BF4C37,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 06:02:00,2024-01-01 07:02:00,2024-01-01 08:02:00,SELESAI
TRFR9BC244B69453,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:57:00,2024-01-01 08:57:00,2024-01-01 09:57:00,SELESAI
TRFR13D147709AF5,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:13:00,2024-01-01 08:13:00,2024-01-01 09:13:00,SELESAI
TRFRD9B4B9893ADA,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 06:56:00,2024-01-01 07:56:00,2024-01-01 08:56:00,SELESAI
TRFRE05A2ABECCB1,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 06:11:00,2024-01-01 07:11:00,2024-01-01 08:11:00,SELESAI
TRFRCB97592C6E6B,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:51:00,2024-01-01 08:51:00,2024-01-01 09:51:00,SELESAI
TRFR87CC70E53966,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 08:12:00,2024-01-01 09:12:00,2024-01-01 10:12:00,SELESAI
TRFR679CE4A1DD11,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:17:00,2024-01-01 08:17:00,2024-01-01 09:17:00,SELESAI
TRFRE5A54CDA6035,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:22:00,2024-01-01 08:22:00,2024-01-01 09:22:00,SELESAI
TRFR060A7D1E1B89,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 08:07:00,2024-01-01 09:07:00,2024-01-01 10:07:00,SELESAI
TRFRA4A114099406,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 08:12:00,2024-01-01 09:12:00,2024-01-01 10:12:00,SELESAI
TRFR75FC3A5F8A14,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 06:45:00,2024-01-01 07:45:00,2024-01-01 08:45:00,SELESAI
TRFR71E05F09B610,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 08:57:00,2024-01-01 09:57:00,2024-01-01 10:57:00,SELESAI
TRFR3A081D1F312D,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 08:19:00,2024-01-01 09:19:00,2024-01-01 10:19:00,SELESAI
TRFRB921126BB720,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:25:00,2024-01-01 08:25:00,2024-01-01 09:25:00,SELESAI
TRFR0A962709A7B0,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 07:29:00,2024-01-01 08:29:00,2024-01-01 09:29:00,SELESAI
TRFRDB58D106039C,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:43:00,2024-01-01 08:43:00,2024-01-01 09:43:00,SELESAI
TRFRB2F41A021A3C,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 08:30:00,2024-01-01 09:30:00,2024-01-01 10:30:00,SELESAI
TRFRBA2A26CD9589,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 08:54:00,2024-01-01 09:54:00,2024-01-01 10:54:00,SELESAI
TRFRF453CC89F8D2,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:26:00,2024-01-01 08:26:00,2024-01-01 09:26:00,SELESAI
TRFR518EC9911349,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 06:45:00,2024-01-01 07:45:00,2024-01-01 08:45:00,SELESAI
TRFR64DEEC8DB853,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 06:58:00,2024-01-01 07:58:00,2024-01-01 08:58:00,SELESAI
TRFRE2F4C790FAE4,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:08:00,2024-01-01 08:08:00,2024-01-01 09:08:00,SELESAI
TRFR2A672F9D0534,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 08:33:00,2024-01-01 09:33:00,2024-01-01 10:33:00,SELESAI
TRFRAAF1BD229A12,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 08:28:00,2024-01-01 09:28:00,2024-01-01 10:28:00,SELESAI
TRFRD83D86989395,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 08:55:00,2024-01-01 09:55:00,2024-01-01 10:55:00,SELESAI
TRFRF46C25966C6C,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:16:00,2024-01-01 08:16:00,2024-01-01 09:16:00,SELESAI
TRFR8DB6B7101D02,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 06:24:00,2024-01-01 07:24:00,2024-01-01 08:24:00,SELESAI
TRFR29EB264063B0,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 08:13:00,2024-01-01 09:13:00,2024-01-01 10:13:00,SELESAI
TRFR516EED51F07C,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:26:00,2024-01-01 08:26:00,2024-01-01 09:26:00,SELESAI
TRFRA29C48CCFD70,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 06:22:00,2024-01-01 07:22:00,2024-01-01 08:22:00,SELESAI
TRFR4EA9F6A90E4C,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:54:00,2024-01-01 08:54:00,2024-01-01 09:54:00,SELESAI
TRFR632C5AEEF90F,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 08:47:00,2024-01-01 09:47:00,2024-01-01 10:47:00,SELESAI
TRFR32B33FB9AB74,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 07:46:00,2024-01-01 08:46:00,2024-01-01 09:46:00,SELESAI
TRFR4090180C2CAF,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:58:00,2024-01-01 08:58:00,2024-01-01 09:58:00,SELESAI
TRFRDA27BE1F175A,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 08:34:00,2024-01-01 09:34:00,2024-01-01 10:34:00,SELESAI
TRFR00C025F8FB91,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 07:11:00,2024-01-01 08:11:00,2024-01-01 09:11:00,SELESAI
TRFRE5F941969148,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:24:00,2024-01-01 08:24:00,2024-01-01 09:24:00,SELESAI
TRFREE87448E8349,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 06:29:00,2024-01-01 07:29:00,2024-01-01 08:29:00,SELESAI
TRFR11E9161F7C9A,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 08:02:00,2024-01-01 09:02:00,2024-01-01 10:02:00,SELESAI
TRFR120F9205A19C,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 06:12:00,2024-01-01 07:12:00,2024-01-01 08:12:00,SELESAI
TRFRF5DE739093A7,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 08:09:00,2024-01-01 09:09:00,2024-01-01 10:09:00,SELESAI
TRFRAFB516C238A3,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 06:49:00,2024-01-01 07:49:00,2024-01-01 08:49:00,SELESAI
TRFRA510D7B249F4,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:06:00,2024-01-01 08:06:00,2024-01-01 09:06:00,SELESAI
TRFR970DBFB8F7FB,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 06:59:00,2024-01-01 07:59:00,2024-01-01 08:59:00,SELESAI
TRFR0CCC1D40CDE4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 07:54:00,2024-01-01 08:54:00,2024-01-01 09:54:00,SELESAI
TRFRE2552029BAAF,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 06:50:00,2024-01-01 07:50:00,2024-01-01 08:50:00,SELESAI
TRFR5330769FE21E,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 06:22:00,2024-01-01 07:22:00,2024-01-01 08:22:00,SELESAI
TRFRC8EE79C2A6D7,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 07:11:00,2024-01-01 08:11:00,2024-01-01 09:11:00,SELESAI
TRFR9AE71CE24C7C,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 08:17:00,2024-01-01 09:17:00,2024-01-01 10:17:00,SELESAI
TRFR64BC2F0976A9,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 08:49:00,2024-01-01 09:49:00,2024-01-01 10:49:00,SELESAI
TRFR5E44BD659738,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 06:31:00,2024-01-01 07:31:00,2024-01-01 08:31:00,SELESAI
TRFRCE56F49F723B,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 06:31:00,2024-01-01 07:31:00,2024-01-01 08:31:00,SELESAI
TRFRC68C9A4830FC,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:51:00,2024-01-01 08:51:00,2024-01-01 09:51:00,SELESAI
TRFRA9209726B92F,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 07:28:00,2024-01-01 08:28:00,2024-01-01 09:28:00,SELESAI
TRFR2BEBC62B382E,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 06:18:00,2024-01-01 07:18:00,2024-01-01 08:18:00,SELESAI
TRFRCE705F2B5868,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:44:00,2024-01-01 08:44:00,2024-01-01 09:44:00,SELESAI
TRFR3D2182E8518B,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 08:11:00,2024-01-01 09:11:00,2024-01-01 10:11:00,SELESAI
TRFR53CF73252163,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 06:47:00,2024-01-01 07:47:00,2024-01-01 08:47:00,SELESAI
TRFR84E07E9B2221,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:46:00,2024-01-01 08:46:00,2024-01-01 09:46:00,SELESAI
TRFR3BD355FBFF47,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 08:08:00,2024-01-01 09:08:00,2024-01-01 10:08:00,SELESAI
TRFR9D90F8067902,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 06:03:00,2024-01-01 07:03:00,2024-01-01 08:03:00,SELESAI
TRFRD1620B8CCAD9,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:44:00,2024-01-01 08:44:00,2024-01-01 09:44:00,SELESAI
TRFR01573E06DBB0,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 07:55:00,2024-01-01 08:55:00,2024-01-01 09:55:00,SELESAI
TRFRC8A1617EC37E,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 06:52:00,2024-01-01 07:52:00,2024-01-01 08:52:00,SELESAI
TRFRC676CCAF4323,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:31:00,2024-01-01 08:31:00,2024-01-01 09:31:00,SELESAI
TRFR2D0B3264D2D1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-01-01 08:14:00,2024-01-01 09:14:00,2024-01-01 10:14:00,SELESAI
TRFR9CA3A34076DD,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-01-01 07:28:00,2024-01-01 08:28:00,2024-01-01 09:28:00,SELESAI
TRFR3FA7C5C4B9B1,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-01-01 07:55:00,2024-01-01 08:55:00,2024-01-01 09:55:00,SELESAI
TRFRB04DB70269C5,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-15 08:25:00,2024-02-15 09:25:00,2024-02-15 10:25:00,SELESAI
TRFR240FCDB0E317,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-19 06:02:00,2024-02-19 07:02:00,2024-02-19 08:02:00,SELESAI
TRFR787672350D14,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-21 08:49:00,2024-02-21 09:49:00,2024-02-21 10:49:00,SELESAI
TRFR1C38C57B4224,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-21 08:21:00,2024-02-21 09:21:00,2024-02-21 10:21:00,SELESAI
TRFRF72E06949891,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-23 08:01:00,2024-02-23 09:01:00,2024-02-23 10:01:00,SELESAI
TRFRC29708DD1E6B,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-24 08:02:00,2024-02-24 09:02:00,2024-02-24 10:02:00,SELESAI
TRFR7038BE4948E6,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-25 08:03:00,2024-02-25 09:03:00,2024-02-25 10:03:00,SELESAI
TRFRF09C35F60CA1,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-27 08:08:00,2024-02-27 09:08:00,2024-02-27 10:08:00,SELESAI
TRFRD67DD7756ABF,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-27 06:28:00,2024-02-27 07:28:00,2024-02-27 08:28:00,SELESAI
TRFRC13CCF343F6E,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-02-27 08:07:00,2024-02-27 09:07:00,2024-02-27 10:07:00,SELESAI
TRFR3EB190DEBBF4,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-27 08:39:00,2024-02-27 09:39:00,2024-02-27 10:39:00,SELESAI
TRFR4CF4EE022037,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-27 08:36:00,2024-02-27 09:36:00,2024-02-27 10:36:00,SELESAI
TRFR2B14AEEB3F4C,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-02-27 07:55:00,2024-02-27 08:55:00,2024-02-27 09:55:00,SELESAI
TRFR79620C489685,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-28 06:17:00,2024-02-28 07:17:00,2024-02-28 08:17:00,SELESAI
TRFRC0AFE3BEBC3E,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-02-29 06:07:00,2024-02-29 07:07:00,2024-02-29 08:07:00,SELESAI
TRFR257D507F660F,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-01 07:03:00,2024-03-01 08:03:00,2024-03-01 09:03:00,SELESAI
TRFRCFF159EFB52E,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-01 06:34:00,2024-03-01 07:34:00,2024-03-01 08:34:00,SELESAI
TRFR7EEE78232A60,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-01 08:59:00,2024-03-01 09:59:00,2024-03-01 10:59:00,SELESAI
TRFR709C136B204A,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-01 07:25:00,2024-03-01 08:25:00,2024-03-01 09:25:00,SELESAI
TRFRDBA05F6ACC7A,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-01 06:05:00,2024-03-01 07:05:00,2024-03-01 08:05:00,SELESAI
TRFR665AD031A238,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-01 06:42:00,2024-03-01 07:42:00,2024-03-01 08:42:00,SELESAI
TRFR5932E3945385,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-02 06:25:00,2024-03-02 07:25:00,2024-03-02 08:25:00,SELESAI
TRFR39F962C7BE4B,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-02 08:31:00,2024-03-02 09:31:00,2024-03-02 10:31:00,SELESAI
TRFRE20F3E878B9B,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-02 06:05:00,2024-03-02 07:05:00,2024-03-02 08:05:00,SELESAI
TRFR8B8905934D8D,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-03 06:49:00,2024-03-03 07:49:00,2024-03-03 08:49:00,SELESAI
TRFR6B8A418B2DE0,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-03 06:39:00,2024-03-03 07:39:00,2024-03-03 08:39:00,SELESAI
TRFR2D5DD6DCFC09,GDNGj825,TOKOrvYu,GDNGj825,TOKOjtqG,2024-03-03 08:01:00,2024-03-03 09:01:00,2024-03-03 10:01:00,SELESAI
TRFRA17389A902B7,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-03 06:26:00,2024-03-03 07:26:00,2024-03-03 08:26:00,SELESAI
TRFRD3B0302AC027,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-03 08:24:00,2024-03-03 09:24:00,2024-03-03 10:24:00,SELESAI
TRFRD6D2E0575D66,GDNGj825,TOKOu8EU,GDNGj825,TOKOk3CZ,2024-03-03 06:26:00,2024-03-03 07:26:00,2024-03-03 08:26:00,SELESAI
TRFRBD5CF723F7D5,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-03 06:06:00,2024-03-03 07:06:00,2024-03-03 08:06:00,SELESAI
TRFR1EA43F784024,GDNGj825,TOKOeLig,GDNGj825,TOKOeLig,2024-03-04 07:37:00,2024-03-04 08:37:00,2024-03-04 09:37:00,SELESAI
