ID_DETAIL_TRANSFER_BARANG_BATCH,ID_DETAIL_TRANSFER_BARANG,ID_PESAN_BARANG,JUMLAH_PESAN_TRANSFER_BATCH_DUS,JUMLAH_KIRIM_DUS,JUMLAH_TIBA_DUS,JUMLAH_DITOLAK_DUS,JUMLAH_MASUK_DUS
DTFBDA023C434F90,DTFR75177E0D2180,PSBG74283F9A76D9,13,13,13,0,13
DTFBBE41C4DBA6D7,DTFR956135EAA9F0,PSBG888ED145C177,13,13,13,0,13
DTFB6AB7F04DE839,DTFRD2CB7DE927F8,PSBG467F2895D229,7,7,7,0,7
DTFBF91C611DFDCC,DTFR0E12DA0849AB,PSBG8E3227A0318C,13,13,13,0,13
DTFBB40D120C7D02,DTFRD302753D8368,PSBGF3206F043A6C,13,13,13,0,13
DTFBB1CA7C1914A1,DTFR05572BB088C5,PSBG51F089C1C26C,13,13,13,0,13
DTFB07935F9F3D8C,DTFR56F21D2DB72F,PSBG70C8DB651DFD,13,13,13,0,13
DTFB93C6A1CAD178,DTFR7EB9A264F695,PSBGB44B1E960918,13,13,13,0,13
DTFBC8BFE7818EB4,DTFRC55445ACDD46,PSBG610169D222BB,7,7,7,0,7
DTFBDEBCA85FD3BC,DTFR6B929746ED45,PSBGF7FF88D6FAB4,7,7,7,0,7
DTFB986553AEED6F,DTFRE02C334C5C29,PSBG6777FB7BF545,13,13,13,0,13
DTFB2AA70B5A66D8,DTFRA15DAE476F42,PSBG06D8F78B4238,13,13,13,0,13
DTFBAD0101130C88,DTFR206B890E1ED0,PSBG92CA5DFE7D1C,13,13,13,0,13
DTFBE656EB40675D,DTFR4EFA8ADBD9EB,PSBG06D8F78B4238,13,13,13,0,13
DTFBCD56C1D5C862,DTFRA3DFF60DE8E2,PSBGB923CA09C1B6,7,7,7,0,7
DTFB2E54443D3B91,DTFR2671677D7B5B,PSBGFB59D17AA16C,8,8,8,0,8
DTFB7F5691A007B0,DTFR2671677D7B5B,PSBG90E980FB8696,7,7,7,0,7
DTFB51D82EAAF063,DTFR4C24983D6FAB,PSBG78024F21D296,7,7,7,0,7
DTFB6917CD76ABE1,DTFR9E37974D430F,PSBG14B4FFD4D082,13,13,13,0,13
DTFBFE6A0A51148E,DTFRA0130FAE854E,PSBG9098B2007768,13,13,13,0,13
DTFBA61F745B4100,DTFR5367BFB3A5B4,PSBG78024F21D296,7,7,7,0,7
DTFBAB353CCCDEDA,DTFR204FC1ACCD17,PSBG6777FB7BF545,10,10,10,0,10
DTFB6B421407BD81,DTFR204FC1ACCD17,PSBG513B48CB6A2E,3,3,3,0,3
DTFB718572A6DD15,DTFR7F12C0BEFFE8,PSBGB44B1E960918,10,10,10,0,10
DTFB379E0F39018E,DTFR7F12C0BEFFE8,PSBGF27BD17EF823,3,3,3,0,3
DTFBFAA4932514DE,DTFRF78C4B3E87AB,PSBG0AA3A80452FE,16,16,16,0,16
DTFB45CA477A901D,DTFR96AD5BB0D70F,PSBG1B5F0D01A3B3,16,16,16,0,16
DTFB966E69D6FAD7,DTFR26A270988793,PSBG0AA3A80452FE,16,16,16,0,16
DTFB85BE6A33D43B,DTFREBCA644F1FEA,PSBGB756DEF51667,10,10,10,0,10
DTFB2DA808E344D4,DTFREBCA644F1FEA,PSBG3C1646812099,3,3,3,0,3
DTFBF4FFA078B21E,DTFR3D2589574EBF,PSBG90E980FB8696,16,16,16,0,16
DTFB88A69662909C,DTFR5281C9CD856B,PSBG9BEEA976DF5E,10,10,10,0,10
DTFB97D52F5F3DE3,DTFR5281C9CD856B,PSBG8E1E4B4CF200,3,3,3,0,3
DTFB3479B618A420,DTFR31FE1DE43258,PSBG51F089C1C26C,10,10,10,0,10
DTFB1740190970B2,DTFR31FE1DE43258,PSBGA15C2F9502BA,3,3,3,0,3
DTFBAAC3824B00BF,DTFR880EBF033740,PSBG513B48CB6A2E,13,13,13,0,13
DTFB685C137913D6,DTFRD14F6F10D3A2,PSBG70C8DB651DFD,13,13,13,0,13
DTFB84DEAA1439CF,DTFR8D0FB9B49201,PSBGF6F793C7DE9E,10,10,10,0,10
DTFB487A04F149FE,DTFR8D0FB9B49201,PSBG5E337734E2B9,3,3,3,0,3
DTFBAA26AC62D343,DTFRF9A2C20F326E,PSBG5E337734E2B9,13,13,13,0,13
DTFBFCE40B7CA20E,DTFRC843C93EC25B,PSBGFD19898743FA,16,16,16,0,16
DTFBC3DDBCEBF5CC,DTFR041A4324FC91,PSBGF517728D9AE9,10,10,10,0,10
DTFB1DD93C4CDD7B,DTFR041A4324FC91,PSBGCF1E6DD7C1ED,3,3,3,0,3
DTFBA62D277D3502,DTFR11530B5A659C,PSBG7899867877AB,7,7,7,0,7
DTFBB08B4A709DAD,DTFR3C6E0B353AE7,PSBGCF1E6DD7C1ED,13,13,13,0,13
DTFB30A90807FF49,DTFR98AFC800CAFC,PSBG3D2DD17F8B0F,10,10,10,0,10
DTFB0406BF3B1D5B,DTFR98AFC800CAFC,PSBG2616B01DBE35,3,3,3,0,3
DTFBC17C902D3B18,DTFRE6D08EA71A0C,PSBGB923CA09C1B6,7,7,7,0,7
DTFB526BA4559F39,DTFR7E1155971635,PSBG8E3227A0318C,10,10,10,0,10
DTFB030FFE01B2BE,DTFR7E1155971635,PSBGC82C19DD1AA4,3,3,3,0,3
DTFB2A00F5CC50DA,DTFR57FA7CF36429,PSBGCF1E6DD7C1ED,13,13,13,0,13
