ID_DETAIL_TRANSFER_BARANG,ID_TRANSFER_BARANG,KD_BARANG,TOTAL_PESAN_TRANSFER_DUS,TOTAL_KIRIM_DUS,TOTAL_TIBA_DUS,TOTAL_DITOLAK_DUS,TOTAL_MASUK_DUS,STATUS
DTFR8CDDDFE2C1E1,TRFR934DF32CD787,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRA12E5602CEBC,TRFR62EC9B131032,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR14C17CC5AB62,TRFR0E4F2F8C4B6E,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRD72AD2B61DE2,TRFR1BD5584E7918,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRC1B3A940F7EA,TRFR2E83989796EF,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR53D4EBB1F048,TRFR85970698D98F,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR1065FAF910F5,TRFR5B9127E4BDFB,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRD2F28E33795E,TRFRD33C6B01B53E,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR2512ED083B63,TRFRC42875C10E87,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR910209D014E7,TRFR47F647B6DD94,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR2EA662444962,TRFR0543E8F6A7B2,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR731EC6E2C8F1,TRFR161D71BB3545,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFRAEF8DE918C1A,TRFR237C4FE2AD10,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR47729066A858,TRFR1C82EE1287DB,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR0F46E6DF7B84,TRFR249DD2CC9114,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR6DAC88DE47F7,TRFRCF4205C83A50,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR3FC287390B9D,TRFR7BE5B6D9A727,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR258C6C5D0031,TRFR648D47F52030,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR9CA8CEBA39D0,TRFR16BCA23894DF,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR2E3656DEF690,TRFR1C851E8C6D33,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRA25E29AFFE4D,TRFR181C8A08AC12,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR3304BF9B0ABC,TRFR32CC99ACE722,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR543272311EF5,TRFR1C8E49FB04AF,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR1E9924D072DA,TRFR388A59E2D0E0,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR3D3E7A92E1DF,TRFR429F8CDA2D29,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR5F702AFD8CCF,TRFRB787FE1E786C,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRF05014F5E893,TRFRA3E792249C68,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRD5228D3ED9E0,TRFRB626124EC198,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFRA2EB2F7B3A9E,TRFR1258AF2BDF4D,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRBFF75DC93BAA,TRFRB7305A73B75B,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRFF04B3536513,TRFR1E4C446A6993,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFRCBEA77370EC4,TRFR0E6944B5DD37,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRA7AE0A87AFCA,TRFRAFB4D99F9547,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR5D6431E501B6,TRFRDDA2EB98ACCC,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFR6A628CDA1950,TRFR10436746A2A1,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRBB2A44D0DFE2,TRFR4545D127EA99,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR67AE34392BFD,TRFR3C693C9E81C2,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFRF0190F4C614D,TRFR12225381F7B5,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRE4E284581E0B,TRFRC72CD8776D84,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR402519C9A873,TRFR372E8F3597D4,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR60A898F7B59B,TRFR3EC7D93B88AE,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR63FADD8942FA,TRFR0E72B945E4F2,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRF50F420C1B91,TRFR7D9E2E1368C5,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR664C375D4045,TRFRB1FA9BD28BC7,W8r1LuGwd932W3Zq,12,12,12,0,12,SELESAI
DTFR6EF92045D79F,TRFR8F0C6052D8E2,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFRE7D8B200B629,TRFRC1DE55D9E920,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRD810892B545F,TRFRF20A79C7ACC8,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR93FD95FBFD80,TRFRB4607589A083,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRDC2D8B08E71C,TRFR84EB4624F083,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFRE22C25FD6C35,TRFR51E53D9B0BDC,4aCSBjQPd3TzFd90,40,40,40,0,40,SELESAI
DTFR66E92AB4E990,TRFR6DF8C8C9C9F3,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR2183D874AD95,TRFR4EA9BD7AD90B,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR6232CE75CD36,TRFRD889A76F58C5,W8r1LuGwd932W3Zq,6,6,6,0,6,SELESAI
DTFR262CEA96FA95,TRFR4A84DD82BC81,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRA97D0CC73EE7,TRFR60556868766F,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR2C16E2D22EF9,TRFR7E5769FDF76C,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFRD293F30E5B16,TRFR8F91DD463FF0,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFRA634C9E8E2C0,TRFR1E0572C977DE,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR73080FEEA04E,TRFR49CBD2F760E3,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFRB4E9A3C8841A,TRFR6BF7BFDCCF5E,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRC13122964C90,TRFRC01AE5D8CEFE,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRD0FD58882082,TRFRFEBA642C832D,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR53D3F2AFAEE7,TRFRAF20E11FD24A,4aCSBjQPd3TzFd90,39,39,39,0,39,SELESAI
DTFRDAACA9C7B7BB,TRFRB6CF54CA915C,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR568D88C883E6,TRFR69124D488FEF,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR7638C4ACC209,TRFR1ADBF3094B52,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRED39BF3B659A,TRFRD1B68A0D475E,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR281A3860DF9D,TRFRB6B26450A860,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR1C7107FBF16A,TRFR8E1F9C96DDA6,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR9514B9E9519E,TRFR94B46517B190,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRE283EDE71FC4,TRFREA63FC3DD23F,4aCSBjQPd3TzFd90,39,39,39,0,39,SELESAI
DTFRDC571134F5B8,TRFREACBEFF1601D,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR6267B2D9C1F7,TRFR2D1A355B883B,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR851F7444048A,TRFR48E96A7744DB,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFRE3991878C03F,TRFR1B65FC15ABE9,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR44821267A446,TRFRB2FF05884833,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR060832B9CE4D,TRFRF6EB89EF0F9F,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR9403205B93BB,TRFR3F1C4D7D2420,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR57E2971FDF99,TRFREB8D9EE17946,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR8C841DDECFA0,TRFR8A922DD11B69,4aCSBjQPd3TzFd90,36,36,36,0,36,SELESAI
DTFRF11FA0E8CE57,TRFRB41697987204,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR359FD91871B6,TRFRFB0B5568B028,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRB3E5B6AF5DCD,TRFRD22A03D73284,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR304F67487A73,TRFR1EBF7382AFAA,4aCSBjQPd3TzFd90,36,36,36,0,36,SELESAI
DTFRD27C08A2B56D,TRFRFE01B83206AF,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRF39BDE5D3BE3,TRFRA12C93B62C40,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRB59EC9AE0DB2,TRFR04E823FF1B61,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR397E52AD4774,TRFRD0481FB4FE8B,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFR72E04728DD65,TRFR1743DED5FC72,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR1C07E56DB9F1,TRFR7132A307228C,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR46BF235BDF2E,TRFRB614F3188F09,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRCB095C97E4D3,TRFREEAD0321A68A,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR3CD8E876D10B,TRFRE135D7E62650,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR152092EC70D6,TRFR76FC7E4F3B79,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR6CCF613EC30C,TRFRED34A99F3386,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR474E7B5256D9,TRFR5667618857BB,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRCD4D487CE4E4,TRFRDADC524F3DA1,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR1E0A1B35D747,TRFR2B18CB708BF4,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR6374875E0E20,TRFR885D1296C79E,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRC9A7A9D14C27,TRFRCC357A6E2B58,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRB6187758C78F,TRFRD71A9A3F4C5D,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFR08132F5D019D,TRFR4C6D56C4125B,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR0E16BDAE79E9,TRFR5EF5525A5C99,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR4FBA955C2F6F,TRFRFCC14478F612,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR3A6880FAC5A5,TRFR5DC2643703F2,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRB4BDB6F55971,TRFRC85090D4F56D,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR835ED14EF8CD,TRFR0CE44367CFC5,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR813A534D1446,TRFR4791A811F50F,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR23E35E254E75,TRFRE543A3D26C33,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFRBD45B1B82CB5,TRFRA185C7DAC82B,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRA26B1D98B803,TRFRCD62A1270EFA,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRFC34F818277D,TRFRFD42588A0ABA,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR3C67D7CAA4E5,TRFRBFA5D0545819,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR0F59F5C9FBFC,TRFRD440F7BAA00B,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRC7AE8527B532,TRFREA16F48EE17B,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR003E52FF2084,TRFRF9DD4659C06F,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFR8B37AD25FE82,TRFR945AE4CE57D6,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRC533B72FE516,TRFR94E31637EB09,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFRCC5BD5BB193E,TRFR36ACF720EA9D,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR978B391C5986,TRFRA0D8471470B8,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFR8CC495E78A39,TRFRFCB000F22A9D,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFRE831D54FA92E,TRFR11B90CD7E5CB,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFREFE5A686BD0A,TRFR7A626E5E1053,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRF47CF6126952,TRFR2E0EF23CA006,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRDCD0C17DEA46,TRFR148663F7E821,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR6E675B5FABBC,TRFR2BF11C440999,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR7AD6435E13BD,TRFR80FA1DEB67CC,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFRCF84B1776A1C,TRFR2968E6CAEDA6,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRF5F8F4EC7A46,TRFRB80CF789A662,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR126C5F83A877,TRFRDEC0D833D2AA,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR04C6CD14937B,TRFR2358D3289FFB,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFRE2FC5FBB78AF,TRFRD0FBF9774012,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR6CF5ED12F476,TRFR8A43A29756DD,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRF2DE73786203,TRFR534984BCC701,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR76AD34CECC78,TRFR47730E509A5E,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR9332E169D411,TRFR4E6CA1494187,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR41860058ABA0,TRFR9C3D92F5AD68,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRBE6629E2F147,TRFR334248DBD089,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR52B4DF0CE76E,TRFRCD2D3955A729,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR472DA71481FE,TRFR7922A3F1BACE,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR7B7B5DF890DA,TRFR984128F608C0,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR052F72527C7C,TRFRD1988946CF25,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR68CB006A9E75,TRFR99CE2B10B677,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR3435FE48CEF9,TRFRB13A07310142,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR5A4D2565C352,TRFR44476E1A3121,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR9E4ACE37BC14,TRFR3E683A845E24,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRC2A776F2AA39,TRFR80D601E41E94,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFR94876F82C16B,TRFR3034E946F2A3,4aCSBjQPd3TzFd90,13,13,13,0,13,SELESAI
DTFR4FC7EBC28635,TRFR4DDFCEDDBB3E,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR9E968A36D3A9,TRFR6E94093D9831,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR061D2B02F5AC,TRFR11EED28AC22C,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRBCCE1F206179,TRFR066A0C37ADBB,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR14F752B85736,TRFRB457BD2CF82C,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFRE97DF9CE4077,TRFRFDBE30930177,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRE2D0ED47FAE0,TRFRF90A5FD07C73,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR0EFAE380994A,TRFR0E2031B867D7,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFR973DF43B7083,TRFR895199B4F1C4,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRFAD031EF5999,TRFR0A099A794398,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR65A1659C6A03,TRFR7A736011708B,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRA9D228EED40B,TRFR14E90418E09B,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR0DE75718EEAC,TRFRAA24C5C8C925,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRBDC481D9565E,TRFR96B074D109A9,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR46EB7F55E7D6,TRFR4EB6C0BA5CC6,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR6BD468113D3F,TRFR7585F8003B8E,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR13FB46A3ACB8,TRFRF62D9DD50B08,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRF3EF5CF46E7D,TRFR33AE3BDE689B,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRDD0D95E09F27,TRFRCC98AC3EA59D,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR2F91F28A530A,TRFR4460A11BC40D,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR6CAC77A584CE,TRFR925586184AEF,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR962FF2BCEBEB,TRFRBECE87352365,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRB8A6BBB30674,TRFR6FF0D76BAF3D,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR4E9909A25893,TRFR36ADE6D1CCE4,4aCSBjQPd3TzFd90,39,39,39,0,39,SELESAI
DTFR24622CFD01E8,TRFR4E70CD25DA2F,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR94ADACD6423D,TRFR9E8ABAB8F95B,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRC34E00182F4C,TRFR6D8781E0224E,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR1A4316C5E37B,TRFRE121E94C7810,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR1F39351DB032,TRFR1BD07E2DCF0B,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRCF033615ADB3,TRFRB6C5EED63C47,W8r1LuGwd932W3Zq,15,15,15,0,15,SELESAI
DTFR6466034E0104,TRFR4BEC1A4B9B3D,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR22E7BD3EB474,TRFR642221192869,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFR8BDBBFF55D1F,TRFRAAECE0B0C1F2,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR516BB3AB43DF,TRFREC8CC75E6E5B,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR3A8EFB9476F8,TRFR708511A023F7,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRB98A3B3B7CE5,TRFR74E3AA1AF4DB,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFRD2A6B03EA6A8,TRFR4DF378529465,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR9CA85094EE32,TRFR95BF9A268E2A,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRA9F4A7C0E2F5,TRFR839A7302C693,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR71420A440400,TRFR36BC6925385E,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFRCAE47B9B6CC2,TRFR62946DEB48D5,4aCSBjQPd3TzFd90,37,37,37,0,37,SELESAI
DTFR4A1192F7608C,TRFR4020368F29B4,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRD73AAA135EC7,TRFR72383B85F930,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRA507780D2A0A,TRFR20D48F42999A,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR0AE9D2E6BFBE,TRFR7AB27705A1CE,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFRD3B1E9D033A1,TRFRA4E7596F83A9,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
DTFR444E26A1779A,TRFRE4B16047E567,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFREEC402BC00BB,TRFR6876E211468A,W8r1LuGwd932W3Zq,20,20,20,0,20,SELESAI
DTFRF34A3BC993F3,TRFR887424F2694C,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR9E09A7CBA1CA,TRFR350BF16A1A99,W8r1LuGwd932W3Zq,9,9,9,0,9,SELESAI
DTFRB0883BBA4C41,TRFRAC597C0BA976,W8r1LuGwd932W3Zq,17,17,17,0,17,SELESAI
DTFR62173B7BF8DA,TRFR963C8CC62AB8,4aCSBjQPd3TzFd90,38,38,38,0,38,SELESAI
DTFR75E02827B73E,TRFR288A6FB1BDE0,W8r1LuGwd932W3Zq,18,18,18,0,18,SELESAI
DTFR14F00BB50F34,TRFRBFF8898B82E8,W8r1LuGwd932W3Zq,16,16,16,0,16,SELESAI
DTFR1F1FEF47259C,TRFRF6C49B200B6F,W8r1LuGwd932W3Zq,19,19,19,0,19,SELESAI
